"SSN","site","subsite","unit","northing","easting"
1450,"13","NONE","N4W2",162,-67
1451,"14","NONE","N4W2",156,-70
1452,"15","NONE","N4W2",157,-72
1453,"16","NONE","N4W2",159,-74
1454,"17","NONE","N4W2",160,-72
1455,"18","NONE","N4W2",153,-75
1456,"19","NONE","N4W2",152,-78
1457,"20","NONE","N4W2",157,-79
1458,"21","NONE","N4W2",160,-76
1459,"22","NONE","N4W2",163,-74
1460,"23","NONE","N4W2",167,-72
1461,"24","NONE","N4W2",166,-78
1462,"25","NONE","N4W2",161,-81
1463,"26","+27","N4W2",166,-83
1464,"28","NONE","N4W2",170,-79
1465,"29","NONE","N4W2",169,-86
1466,"30","NONE","N4W2",170,-90
1467,"31","NONE","N4W2",172,-96
1468,"32","NONE","N4W2",175,-87
1469,"33","NONE","N4W2",181,-85
1470,"34","NONE","N4W2",152,-87
1471,"35","NONE","N4W2",153,-94
1472,"36","NONE","N4W2",154,-97
1473,"37","NONE","N4W2",158,-96
1474,"38","NONE","N4W2",161,-97
1475,"38","C","N4W2",160,-95
1476,"39","NONE","N4W2",164,-92
1477,"40","NONE","N4W2",176,-93
1478,"41","NONE","N4W2",175,-99
1479,"42","NONE","N4W2",181,-90
1480,"43","NONE","N4W2",182,-94
1481,"44","NONE","N4W2",182,-98
1482,"45","NONE","N4W2",189,-97
1483,"46","NONE","N4W2",196,-98
1484,"47","NONE","N4W2",188,-91
1485,"48","NONE","N4W2",175,-79
1486,"49","NONE","N4W2",181,-79
1487,"50","NONE","N4W2",187,-79
1488,"51","NONE","N4W2",194,-79
1489,"52","NONE","N4W2",194,-85
1490,"53","NONE","N4W2",187,-83
1491,"54","NONE","N4W2",200,-85
1492,"55","NONE","N4W2",195,-89
1493,"56","NONE","N4W2",195,-93
1494,"57","NONE","N4W2",177,-73
1495,"58","NONE","N4W2",181,-73
1496,"59","NONE","N4W2",187,-73
1497,"60","NONE","N4W2",193,-73
1498,"61","NONE","N4W2",172,-72
1499,"62","NONE","N4W2",176,-67
1500,"63","NONE","N4W2",182,-67
1501,"64","NONE","N4W2",187,-67
1502,"65","NONE","N4W2",193,-67
1503,"66","NONE","N4W2",176,-60
1504,"67","NONE","N4W2",182,-61
1505,"68","NONE","N4W2",188,-61
1506,"69","NONE","N4W2",178,-53
1507,"70","A","N4W2",191,-56
1508,"70","B","N4W2",188,-56
1509,"70","C","N4W2",192,-52
1510,"70","D","N4W2",188,-52
1511,"70","E","N4W2",185,-55
1512,"71","NONE","N4W2",194,-54
1513,"72","NONE","N4W2",200,-55
1514,"73","NONE","N4W2",193,-61
1515,"74","NONE","N4W2",198,-60
1516,"75","NONE","N4W2",200,-66
1517,"76","NONE","N4W2",199,-73
1518,"77","NONE","N4W2",200,-79
1519,"78","NONE","N4W2",200,-97
1520,"L 1","NONE","N4W2",162,-77
1521,"L 2","NONE","N4W2",188,-86
1522,"L 3","NONE","N4W2",171,-51
1523,"1","NONE","N3W2",103,-66
1524,"2","NONE","N3W2",109,-66
1525,"3","NONE","N3W2",105,-71
1526,"4","NONE","N3W2",118,-61
1527,"5","NONE","N3W2",119,-53
1528,"6","NONE","N3W2",122,-60
1529,"7","NONE","N3W2",118,-58
1530,"8","NONE","N3W2",114,-58
1531,"9","NONE","N3W2",111,-61
1532,"10","+11","N3W2",108,-59
1533,"12","NONE","N3W2",114,-53
1534,"13","NONE","N3W2",109,-53
1535,"14","NONE","N3W2",103,-61
1536,"15","NONE","N3W2",103,-57
1537,"16","N","N3W2",118,-66
1538,"16","S","N3W2",113,-66
1539,"17","NONE","N3W2",103,-53
1540,"18","NONE","N3W2",130,-54
1541,"19","NONE","N3W2",124,-53
1542,"20","NONE","N3W2",124,-58
1543,"21","NONE","N3W2",124,-62
1544,"22","NONE","N3W2",124,-66
1545,"23","NONE","N3W2",130,-60
1546,"24","NONE","N3W2",132,-66
1547,"25","NONE","N3W2",136,-61
1548,"26","NONE","N3W2",136,-55
1549,"27","NONE","N3W2",143,-53
1550,"28","NONE","N3W2",142,-60
1551,"29","NONE","N3W2",141,-66
1552,"30","NONE","N3W2",142,-71
1553,"31","A","N3W2",140,-82
1554,"31","B","N3W2",144,-79
1555,"31","C","N3W2",140,-76
1556,"31","D","N3W2",140,-79
1557,"31","E","N3W2",139,-79
1558,"32","NONE","N3W2",148,-72
1559,"33","NONE","N3W2",147,-66
1560,"34","+35","N3W2",147,-57
1561,"36","NONE","N3W2",147,-86
1562,"37","NONE","N3W2",138,-93
1563,"38","NONE","N3W2",149,-96
1564,"39","NONE","N3W2",134,-99
1565,"40","NONE","N3W2",136,-100
1566,"41","NONE","N3W2",134,-93
1567,"42","NONE","N3W2",144,-86
1568,"43","NONE","N3W2",134,-73
1569,"44","NONE","N3W2",135,-79
1570,"45","NONE","N3W2",128,-79
1571,"46","NONE","N3W2",125,-71
1572,"47","+48","N3W2",128,-74
1573,"49","NONE","N3W2",105,-76
1574,"50","NONE","N3W2",105,-81
1575,"51","NONE","N3W2",122,-79
1576,"53","NONE","N3W2",111,-80
1577,"54","NONE","N3W2",111,-73
1578,"55","NONE","N3W2",116,-73
1579,"56","NONE","N3W2",121,-72
1580,"57","E","N3W2",134,-82
1581,"58","NONE","N3W2",128,-85
1582,"59","NONE","N3W2",122,-98
1583,"60","NONE","N3W2",128,-92
1584,"61","NONE","N3W2",123,-92
1585,"62","NONE","N3W2",129,-98
1586,"63","NONE","N3W2",123,-86
1587,"64","NONE","N3W2",148,-91
1588,"65","NONE","N3W2",117,-87
1589,"66","NONE","N3W2",109,-87
1590,"67","NONE","N3W2",117,-93
1591,"68","NONE","N3W2",116,-98
1592,"69","NONE","N3W2",110,-99
1593,"70","NONE","N3W2",104,-97
1594,"71","NONE","N3W2",103,-87
1595,"72","NONE","N3W2",103,-92
1596,"73","NONE","N3W2",109,-93
1597,"L 1","NONE","N3W2",144,-83
1598,"1","NONE","N2W2",70,-66
1599,"2","NONE","N2W2",83,-63
1600,"3","NONE","N2W2",90,-60
1601,"4","NONE","N2W2",51,-61
1602,"5","NONE","N2W2",51,-66
1603,"6","NONE","N2W2",51,-54
1604,"7","NONE","N2W2",57,-54
1605,"8","S","N2W2",55,-59
1606,"9","NONE","N2W2",50,-85
1607,"10","NONE","N2W2",59,-60
1608,"11","NONE","N2W2",64,-55
1609,"12","NONE","N2W2",64,-61
1610,"13","NONE","N2W2",69,-55
1611,"14","NONE","N2W2",70,-61
1612,"15","NONE","N2W2",76,-55
1613,"16","NONE","N2W2",76,-61
1614,"17","NONE","N2W2",76,-65
1615,"18","NONE","N2W2",64,-68
1616,"19","NONE","N2W2",58,-68
1617,"20","NONE","N2W2",57,-75
1618,"21","NONE","N2W2",64,-75
1619,"22","NONE","N2W2",70,-73
1620,"23","NONE","N2W2",70,-79
1621,"24","NONE","N2W2",64,-80
1622,"25","NONE","N2W2",59,-81
1623,"26","NONE","N2W2",55,-83
1624,"27","NONE","N2W2",64,-84
1625,"28","NONE","N2W2",69,-85
1626,"29","NONE","N2W2",51,-77
1627,"30","NONE","N2W2",58,-87
1628,"31","+44","N2W2",63,-90
1629,"32","NONE","N2W2",82,-58
1630,"33","NONE","N2W2",81,-53
1631,"34","NONE","N2W2",85,-53
1632,"35","NONE","N2W2",90,-54
1633,"36","NONE","N2W2",96,-57
1634,"37","NONE","N2W2",96,-61
1635,"38","NONE","N2W2",96,-65
1636,"39","NONE","N2W2",97,-98
1637,"40","NONE","N2W2",93,-99
1638,"41","NONE","N2W2",72,-99
1639,"42","NONE","N2W2",70,-92
1640,"43","NONE","N2W2",63,-98
1641,"45","NONE","N2W2",58,-92
1642,"46","NONE","N2W2",53,-91
1643,"47","NONE","N2W2",51,-98
1644,"48","NONE","N2W2",56,-98
1645,"49","NONE","N2W2",78,-98
1646,"50","NONE","N2W2",83,-98
1647,"51","NONE","N2W2",90,-96
1648,"52","NONE","N2W2",83,-92
1649,"53","NONE","N2W2",76,-92
1650,"54","NONE","N2W2",76,-86
1651,"55","NONE","N2W2",83,-86
1652,"56","NONE","N2W2",90,-86
1653,"57","NONE","N2W2",97,-92
1654,"58","5961","N2W2",96,-84
1655,"60","NONE","N2W2",96,-79
1656,"62","NONE","N2W2",89,-80
1657,"63","NONE","N2W2",96,-73
1658,"64","NONE","N2W2",89,-74
1659,"65","NONE","N2W2",96,-68
1660,"66","NONE","N2W2",92,-65
1661,"67","NONE","N2W2",88,-66
1662,"68","NONE","N2W2",89,-70
1663,"69","NONE","N2W2",83,-68
1664,"70","NONE","N2W2",83,-74
1665,"71","NONE","N2W2",83,-79
1666,"72","NONE","N2W2",77,-79
1667,"73","NONE","N2W2",80,-73
1668,"74","NONE","N2W2",76,-68
1669,"75","NONE","N2W2",78,-64
1670,"1","NONE","N1W2",14,-84
1671,"2","NONE","N1W2",15,-76
1672,"3","NONE","N1W2",18,-70
1673,"4","NONE","N1W2",17,-63
1674,"5","NONE","N1W2",10,-69
1675,"6","NONE","N1W2",10,-65
1676,"7","NONE","N1W2",10,-60
1677,"8","NONE","N1W2",10,-53
1678,"9","+10","N1W2",17,-51
1679,"11","+12","N1W2",18,-57
1680,"13","NONE","N1W2",24,-50
1681,"14","NONE","N1W2",23,-84
1682,"15","+16","N1W2",23,-73
1683,"17","NONE","N1W2",23,-61
1684,"18","NONE","N1W2",22,-54
1685,"19","NONE","N1W2",30,-65
1686,"20","NONE","N1W2",30,-59
1687,"21","NONE","N1W2",30,-53
1688,"22","NONE","N1W2",35,-53
1689,"23","NONE","N1W2",40,-53
1690,"24","NONE","N1W2",45,-53
1691,"25","NONE","N1W2",45,-60
1692,"26","NONE","N1W2",45,-65
1693,"27","E","N1W2",38,-66
1694,"27","C","N1W2",39,-72
1695,"27","W","N1W2",37,-79
1696,"28","NONE","N1W2",36,-60
1697,"29","NONE","N1W2",39,-64
1698,"30","E","N1W2",31,-72
1699,"30","W","N1W2",30,-79
1700,"31","NONE","N1W2",46,-71
1701,"32","NONE","N1W2",42,-76
1702,"33","NONE","N1W2",45,-78
1703,"34","-35","N1W2",43,-82
1704,"36","NONE","N1W2",36,-86
1705,"37","E","N1W2",32,-96
1706,"37","W","N1W2",32,-102
1707,"38","N","N1W2",46,-85
1708,"38","S","N1W2",43,-88
1709,"39","NONE","N1W2",29,-85
1710,"40","NONE","N1W2",40,-99
1711,"41","NONE","N1W2",47,-92
1712,"42","NONE","N1W2",46,-97
1713,"43","NONE","N1W2",5,-92
1714,"44","+45","N1W2",23,-96
1715,"46","N","N1W2",18,-92
1716,"46","S","N1W2",11,-92
1717,"47","N","N1W2",18,-100
1718,"47","S","N1W2",11,-100
1719,"48","NONE","N1W2",5,-101
1720,"49","NONE","N1W2",5,-75
1721,"50","NONE","N1W2",9,-83
1722,"51","NONE","N1W2",9,-87
1723,"52","NONE","N1W2",5,-84
1724,"53","NONE","N1W2",0,-86
1725,"54","NONE","N1W2",3,-60
1726,"1","NONE","N7W1",308,-13
1727,"2","NONE","N7W1",305,-5
1728,"3","NONE","N7W1",303,-13
1729,"4","NONE","N7W1",308,-21
1730,"5","NONE","N7W1",349,-2
1731,"6","A","N7W1",345,-9
1732,"6","NONE","N7W1",340,-7
1733,"7","NONE","N7W1",329,-4
1734,"8","NONE","N7W1",316,-41
1735,"9","NONE","N7W1",310,-45
1736,"11","NONE","N7W1",305,-34
1737,"12","NONE","N7W1",307,-40
1738,"13","NONE","N7W1",304,-43
1739,"14","NONE","N7W1",313,-32
1740,"17","N","N7W1",331,-37
1741,"17","S","N7W1",326,-41
1742,"19","NONE","N7W1",339,-32
1743,"19","W","N7W1",339,-38
1744,"20","NONE","N7W1",346,-40
1745,"21","NONE","N7W1",346,-27
1746,"L 1","NONE","N7W1",306,-28
1747,"L10","NONE","N7W1",322,-36
1748,"L11","NONE","N7W1",335,-7
1749,"L12","NONE","N7W1",311,-4
1750,"L13","NONE","N7W1",322,-2
1751,"L14","NONE","N7W1",328,-20
1752,"L15","NONE","N7W1",327,-13
1753,"L16","NONE","N7W1",321,-17
1754,"L17","NONE","N7W1",321,-26
1755,"L18","NONE","N7W1",316,-19
1756,"L19","NONE","N7W1",321,-8
1757,"L20","NONE","N7W1",328,-7
1758,"L21","NONE","N7W1",320,-4
1759,"L22","NONE","N7W1",321,-3
1760,"L23","NONE","N7W1",322,-3
1761,"1","A","N6W1",272,-49
1762,"1","B","N6W1",270,-44
1763,"1","C","N6W1",269,-48
1764,"1","D","N6W1",273,-45
1765,"1","E","N6W1",271,-47
1766,"1","F","N6W1",268,-45
1767,"2","NONE","N6W1",260,-17
1768,"3","NONE","N6W1",255,-41
1769,"4","NONE","N6W1",250,-39
1770,"5","E","N6W1",256,-22
1771,"5","W","N6W1",256,-27
1772,"6","NONE","N6W1",251,-29
1773,"7","NONE","N6W1",250,-22
1774,"8","NONE","N6W1",263,-22
1775,"9","NONE","N6W1",263,-27
1776,"10","C","N6W1",271,-29
1777,"10","E","N6W1",269,-23
1778,"10","W","N6W1",269,-34
1779,"11","NONE","N6W1",253,-9
1780,"12","NONE","N6W1",263,-33
1781,"13","NONE","N6W1",263,-41
1782,"14","NONE","N6W1",256,-34
1783,"15","NONE","N6W1",275,-34
1784,"16","NONE","N6W1",273,-26
1785,"L 3","NONE","N6W1",277,-23
1786,"17","NONE","N6W1",286,-3
1787,"18","NONE","N6W1",289,-9
1788,"19","NONE","N6W1",296,-9
1789,"20","NONE","N6W1",296,-3
1790,"21","NONE","N6W1",291,-2
1791,"22","NONE","N6W1",297,-15
1792,"23","N","N6W1",297,-22
1793,"23","S","N6W1",292,-22
1794,"24","NONE","N6W1",290,-16
1795,"25","NONE","N6W1",274,-3
1796,"26","NONE","N6W1",296,-29
1797,"27","NONE","N6W1",296,-36
1798,"28","NONE","N6W1",278,-41
1799,"29","NONE","N6W1",271,-40
1800,"30","NONE","N6W1",297,-44
1801,"31","NONE","N6W1",279,-47
1802,"32","NONE","N6W1",285,-48
1803,"33","+L5","N6W1",263,-48
1804,"34","NONE","N6W1",255,-48
1805,"L 1","NONE","N6W1",257,-8
1806,"L 2","NONE","N6W1",281,-16
1807,"L 4","NONE","N6W1",282,-33
1808,"L 6","NONE","N6W1",290,-46
1809,"10","NONE","N5W1",223,-40
1810,"11","NONE","N5W1",204,-33
1811,"12","NONE","N5W1",204,-38
1812,"13","NONE","N5W1",206,-41
1813,"14","NONE","N5W1",206,-46
1814,"15","NONE","N5W1",211,-48
1815,"16","NONE","N5W1",217,-48
1816,"17","NONE","N5W1",222,-47
1817,"7","+8","N5W1",230,-18
1818,"19","+20","N5W1",225,-30
1819,"21","NONE","N5W1",244,-19
1820,"22","NONE","N5W1",236,-14
1821,"23","NONE","N5W1",244,-8
1822,"24","E","N5W1",233,-28
1823,"25","NONE","N5W1",238,-30
1824,"28","NONE","N5W1",245,-30
1825,"18","ETC","N5W1",230,-34
1826,"27","NONE","N5W1",231,-40
1827,"29","NONE","N5W1",244,-26
1828,"30","NONE","N5W1",244,-35
1829,"31","NONE","N5W1",229,-46
1830,"32","NONE","N5W1",237,-47
1831,"33","NONE","N5W1",238,-41
1832,"34","NONE","N5W1",245,-47
1833,"35","NONE","N5W1",244,-40
1834,"36","NONE","N5W1",250,-16
1835,"37","NONE","N5W1",244,4
1836,"38","E","N5W1",233,2
1837,"38","W","N5W1",233,-6
1838,"39","NONE","N5W1",200,-48
1839,"40","NONE","N5W1",226,-8
1840,"41","NONE","N5W1",203,-26
1841,"43","NONE","N5W1",203,-10
1842,"1","NONE","N5W1",204,-5
1843,"2","NONE","N5W1",207,-9
1844,"3","NONE","N5W1",201,-9
1845,"4","NONE","N5W1",204,-16
1846,"5","A","N5W1",209,-28
1847,"5","B","N5W1",213,-36
1848,"5","C","N5W1",216,-28
1849,"5","D","N5W1",213,-25
1850,"5","BP","N5W1",213,-27
1851,"5","E","N5W1",211,-33
1852,"5","F","N5W1",215,-34
1853,"5","G","N5W1",213,-31
1854,"5","H","N5W1",213,-28
1855,"5","J","N5W1",216,-25
1856,"5","K","N5W1",209,-25
1857,"5","L","N5W1",208,-37
1858,"5","M","N5W1",208,-33
1859,"5","N","N5W1",207,-31
1860,"5","P","N5W1",218,-36
1861,"5","Q","N5W1",218,-27
1862,"5","R","N5W1",213,-33
1863,"5","S","N5W1",218,-31
1864,"5","T","N5W1",208,-39
1865,"9","NONE","N5W1",216,-22
1866,"6","A","N5W1",214,-15
1867,"6","B","N5W1",217,-12
1868,"6","C","N5W1",215,-9
1869,"6","D","N5W1",213,-12
1870,"6","E","N5W1",219,-9
1871,"6","F","N5W1",218,0
1872,"6","G","N5W1",222,-12
1873,"6","H","N5W1",217,-18
1874,"6","J","N5W1",209,-18
1875,"6","K","N5W1",208,-13
1876,"42","NONE","N5W1",208,-4
1877,"2","NONE","N4W1",193,-8
1878,"3","NONE","N4W1",197,-9
1879,"1","NONE","N4W1",192,-10
1880,"4","NONE","N4W1",195,-9
1881,"76","NONE","N4W1",192,-14
1882,"77","NONE","N4W1",189,-13
1883,"75","A","N4W1",195,-14
1884,"75","B","N4W1",197,-16
1885,"75","C","N4W1",200,-14
1886,"75","D","N4W1",195,-12
1887,"75","E","N4W1",197,-18
1888,"61","ETC","N4W1",193,-19
1889,"62","NONE","N4W1",192,-18
1890,"12","NONE","N4W1",165,-47
1891,"13","NONE","N4W1",165,-44
1892,"14","NONE","N4W1",170,-45
1893,"15","NONE","N4W1",172,-40
1894,"16","NONE","N4W1",177,-40
1895,"17","NONE","N4W1",172,-34
1896,"18","NONE","N4W1",177,-35
1897,"19","NONE","N4W1",182,-36
1898,"20","NONE","N4W1",184,-40
1899,"21","NONE","N4W1",191,-39
1900,"22","NONE","N4W1",197,-41
1901,"23","NONE","N4W1",194,-38
1902,"36","A","N4W1",183,-25
1903,"36","B","N4W1",180,-25
1904,"37","A","N4W1",186,-21
1905,"37","B","N4W1",188,-18
1906,"37","C","N4W1",186,-15
1907,"37","D","N4W1",184,-18
1908,"37","E","N4W1",186,-20
1909,"49","N","N4W1",191,-19
1910,"49","S","N4W1",189,-19
1911,"57","NONE","N4W1",188,-24
1912,"38","NONE","N4W1",180,-16
1913,"39","NONE","N4W1",182,-21
1914,"40","N","N4W1",180,-20
1915,"40","S","N4W1",178,-20
1916,"45","NONE","N4W1",176,-31
1917,"46","NONE","N4W1",182,-31
1918,"47","E","N4W1",177,-24
1919,"47","W","N4W1",177,-26
1920,"48","NONE","N4W1",179,-11
1921,"55","NONE","N4W1",192,-25
1922,"58","NONE","N4W1",158,-35
1923,"59","NONE","N4W1",152,-32
1924,"60","NONE","N4W1",152,-22
1925,"64","NONE","N4W1",153,-41
1926,"65","NONE","N4W1",153,-38
1927,"66","NONE","N4W1",154,-35
1928,"67","NONE","N4W1",161,-40
1929,"68","NONE","N4W1",167,-40
1930,"69","NONE","N4W1",164,-34
1931,"70","NONE","N4W1",154,-46
1932,"71","NONE","N4W1",158,-48
1933,"72","NONE","N4W1",158,-45
1934,"73","NONE","N4W1",162,-43
1935,"74","NONE","N4W1",162,-47
1936,"79","+80","N4W1",173,-48
1937,"81","NONE","N4W1",179,-44
1938,"82","NONE","N4W1",186,-46
1939,"83","NONE","N4W1",193,-48
1940,"41","NONE","N4W1",173,-21
1941,"42","A","N4W1",171,-21
1942,"42","B","N4W1",170,-21
1943,"42","C","N4W1",170,-19
1944,"43","NONE","N4W1",174,-17
1945,"44","NONE","N4W1",176,-11
1946,"50","NONE","N4W1",173,-10
1947,"5","A","N4W1",183,-3
1948,"6","NONE","N4W1",179,-3
1949,"5","B","N4W1",179,-7
1950,"5","C","N4W1",183,-10
1951,"7","NONE","N4W1",170,-4
1952,"8","NONE","N4W1",166,-4
1953,"9","NONE","N4W1",161,-3
1954,"10","NONE","N4W1",156,-4
1955,"25","K","N4W1",164,-4
1956,"25","L","N4W1",168,-4
1957,"25","C1","N4W1",159,-4
1958,"34","NONE","N4W1",153,-5
1959,"51","NONE","N4W1",174,-5
1960,"25","A","N4W1",159,-12
1961,"25","B","N4W1",164,-20
1962,"25","C","N4W1",169,-13
1963,"25","D","N4W1",164,-12
1964,"25","E","N4W1",171,-6
1965,"25","F","N4W1",156,-7
1966,"25","G","N4W1",164,-8
1967,"25","H","N4W1",169,-18
1968,"25","J","N4W1",164,-14
1969,"25","M","N4W1",159,-20
1970,"25","N","N4W1",164,-24
1971,"25","P","N4W1",164,-16
1972,"25","Q","N4W1",156,-9
1973,"25","R","N4W1",171,-9
1974,"25","S","N4W1",161,-19
1975,"25","T","N4W1",167,-18
1976,"25","U","N4W1",161,-21
1977,"25","V","N4W1",167,-21
1978,"25","W","N4W1",169,-21
1979,"25","X","N4W1",167,-24
1980,"28","NONE","N4W1",159,-31
1981,"29","NONE","N4W1",159,-27
1982,"30","NONE","N4W1",154,-25
1983,"25","Y","N4W1",166,-26
1984,"25","Z","N4W1",164,-28
1985,"25","A1","N4W1",162,-27
1986,"27","NONE","N4W1",164,-31
1987,"26","A","N4W1",172,-27
1988,"26","B","N4W1",170,-25
1989,"26","CD","N4W1",168,-29
1990,"26","E","N4W1",167,-30
1991,"26","F","N4W1",167,-25
1992,"26","G","N4W1",168,-24
1993,"26","H","N4W1",174,-27
1994,"26","J","N4W1",173,-25
1995,"31","A","N4W1",150,-18
1996,"31","B","N4W1",150,-16
1997,"31","C","N4W1",150,-13
1998,"32","A","N4W1",155,-18
1999,"32","B","N4W1",153,-16
2000,"32","C","N4W1",155,-14
2001,"32","D","N4W1",153,-13
2002,"33","NONE","N4W1",153,-9
2003,"35","NONE","N4W1",157,-18
2004,"52","NONE","N4W1",188,-7
2005,"53","NONE","N4W1",187,-6
2006,"54","NONE","N4W1",185,-6
2007,"11","NONE","N4W1",150,-4
2008,"1","A","N3W1",148,-9
2009,"1","B","N3W1",145,-10
2010,"1","C","N3W1",149,-11
2011,"1","D","N3W1",150,-8
2012,"1","E","N3W1",147,-5
2013,"2","&3","N3W1",144,-4
2014,"4","NONE","N3W1",147,-3
2015,"5","NONE","N3W1",112,-36
2016,"6","NONE","N3W1",120,-35
2017,"7","NONE","N3W1",110,-30
2018,"8","NONE","N3W1",117,-31
2019,"9","NONE","N3W1",124,-29
2020,"34","AB","N3W1",116,-27
2021,"34","C","N3W1",114,-26
2022,"10","E","N3W1",129,-27
2023,"10","W","N3W1",129,-30
2024,"11","NONE","N3W1",128,-36
2025,"12","NONE","N3W1",135,-36
2026,"13","NONE","N3W1",140,-39
2027,"14","NONE","N3W1",135,-40
2028,"15","NONE","N3W1",145,-40
2029,"16","NONE","N3W1",127,-40
2030,"17","NONE","N3W1",120,-40
2031,"18","NONE","N3W1",103,-41
2032,"19","NONE","N3W1",108,-41
2033,"20","NONE","N3W1",113,-40
2034,"21","NONE","N3W1",103,-47
2035,"22","NONE","N3W1",109,-48
2036,"23","NONE","N3W1",114,-48
2037,"24","NONE","N3W1",119,-48
2038,"25","NONE","N3W1",126,-48
2039,"26","NONE","N3W1",135,-46
2040,"27","NONE","N3W1",135,-50
2041,"28","A-K","N3W1",103,-22
2042,"28","LM","N3W1",101,-23
2043,"28","NP","N3W1",101,-18
2044,"29","NONE","N3W1",108,-12
2045,"30","A","N3W1",110,-7
2046,"30","B","N3W1",108,-4
2047,"30","C","N3W1",106,-7
2048,"30","D","N3W1",108,-7
2049,"30","E","N3W1",110,-4
2050,"30","F","N3W1",106,-4
2051,"32","NONE","N3W1",120,-24
2052,"35","NONE","N3W1",120,-27
2053,"33","A","N3W1",125,-22
2054,"33","B","N3W1",124,-20
2055,"33","C","N3W1",124,-17
2056,"33","D","N3W1",121,-19
2057,"46","A","N3W1",129,-18
2058,"46","B","N3W1",126,-16
2059,"46","C","N3W1",126,-20
2060,"60","NONE","N3W1",125,-14
2061,"61","NONE","N3W1",129,-14
2062,"62","NONE","N3W1",132,-16
2063,"65","NONE","N3W1",131,-24
2064,"36","NONE","N3W1",116,-20
2065,"37","NONE","N3W1",111,-22
2066,"38","NONE","N3W1",115,-12
2067,"39","A","N3W1",115,-4
2068,"39","B","N3W1",114,-8
2069,"39","D","N3W1",125,-4
2070,"39","C","N3W1",116,-7
2071,"40","A","N3W1",121,-3
2072,"40","B","N3W1",121,-8
2073,"40","CD","N3W1",119,-5
2074,"40","EF","N3W1",123,-5
2075,"40","G","N3W1",122,-6
2076,"40","H","N3W1",120,-8
2077,"40","J","N3W1",122,-11
2078,"40","K","N3W1",120,-10
2079,"40","L","N3W1",119,-11
2080,"40","M","N3W1",122,-8
2081,"41","NONE","N3W1",122,-13
2082,"42","&43","N3W1",119,-12
2083,"44","NONE","N3W1",122,-15
2084,"45","NONE","N3W1",119,-15
2085,"48","NONE","N3W1",125,0
2086,"49","A","N3W1",127,-3
2087,"49","B-F","N3W1",127,-7
2088,"50","NONE","N3W1",131,-6
2089,"51","NONE","N3W1",133,-4
2090,"52","A","N3W1",137,-5
2091,"52","B","N3W1",136,-7
2092,"53","NONE","N3W1",134,-7
2093,"54","NONE","N3W1",131,-10
2094,"55","NONE","N3W1",133,-10
2095,"56","NONE","N3W1",141,-6
2096,"57","A","N3W1",146,-17
2097,"57","B","N3W1",146,-13
2098,"58","NONE","N3W1",147,-23
2099,"47","NONE","N3W1",138,-17
2100,"63","NONE","N3W1",137,-13
2101,"64","NONE","N3W1",143,-9
2102,"67","NONE","N3W1",139,-24
2103,"66","NONE","N3W1",136,-26
2104,"68","NONE","N3W1",144,-28
2105,"69","NONE","N3W1",144,-34
2106,"70","NONE","N3W1",149,-34
2107,"71","NONE","N3W1",150,-29
2108,"80","A","N3W1",102,-35
2109,"80","B","N3W1",104,-31
2110,"80","C","N3W1",103,-27
2111,"81","NONE","N3W1",149,-42
2112,"82","NONE","N3W1",149,-39
2113,"83","NONE","N3W1",148,-47
2114,"L 1","NONE","N3W1",141,-47
2115,"31","NONE","N3W1",102,-15
2116,"31","C","N3W1",102,-11
2117,"31","E","N3W1",104,-11
2118,"31","H","N3W1",102,-12
2119,"72","NONE","N3W1",124,-24
2120,"73","NONE","N3W1",101,-5
2121,"74","NONE","N3W1",104,-4
2122,"75","-77","N3W1",101,-7
2123,"78","-79","N3W1",102,-8
2124,"1","A","N2W1",76,-4
2125,"1","B","N2W1",79,-4
2126,"1","C","N2W1",72,-4
2127,"1","D","N2W1",77,-5
2128,"1","E","N2W1",81,-4
2129,"1","F","N2W1",74,-4
2130,"1","G","N2W1",79,-6
2131,"19","A-D","N2W1",97,-15
2132,"20","A","N2W1",95,-16
2133,"20","B","N2W1",95,-13
2134,"21","NONE","N2W1",93,-14
2135,"22","A","N2W1",96,-11
2136,"22","B","N2W1",97,-9
2137,"22","C","N2W1",95,-9
2138,"22","D","N2W1",93,-10
2139,"23","NONE","N2W1",99,-11
2140,"24","NONE","N2W1",99,-8
2141,"25","-27","N2W1",94,-7
2142,"28","-29","N2W1",98,-7
2143,"32","NONE","N2W1",98,-5
2144,"33","NONE","N2W1",96,-5
2145,"34","NONE","N2W1",92,-5
2146,"35","A","N2W1",90,-15
2147,"35","B","N2W1",90,-10
2148,"36","A","N2W1",86,-15
2149,"36","B","N2W1",83,-15
2150,"36","C","N2W1",81,-14
2151,"37","NONE","N2W1",79,-17
2152,"38","NONE","N2W1",79,-13
2153,"39","NONE","N2W1",81,-11
2154,"40","A","N2W1",86,-10
2155,"40","B","N2W1",83,-10
2156,"40","D","N2W1",89,-7
2157,"40","E","N2W1",90,-6
2158,"40","F","N2W1",88,-6
2159,"40","G","N2W1",86,-6
2160,"40","H","N2W1",83,-6
2161,"41","NONE","N2W1",91,-3
2162,"42","NONE","N2W1",89,-3
2163,"43","NONE","N2W1",87,-3
2164,"44","NONE","N2W1",84,-3
2165,"45","-46","N2W1",84,-1
2166,"47","NONE","N2W1",75,-15
2167,"48","-49","N2W1",71,-16
2168,"50","NONE","N2W1",67,-16
