"SSN","midden","burials","height","slope","areaSite","areaStruct","lastBuildPhase","ceramicAbundance","intrusiveSherd"
1328,0,0,3,1,103,884,0,3,1
1329,0,0,5,1,155,884,4,3,1
1330,0,0,7,1,106,880,0,2,1
1331,0,0,0,1,320,-1,4,3,1
1332,0,0,15,1,240,1920,4,5,1
1333,0,0,0,1,98,-1,0,3,1
1334,0,0,3,1,167,1163,4,4,1
1335,0,8,6,1,168,-1,5,7,1
1336,0,0,0,1,120,-1,0,3,1
1337,0,0,13,1,207,1540,4,5,1
1338,0,8,18,1,450,2737,5,9,1
1339,0,0,6,1,129,320,4,3,1
1340,0,0,5,1,197,1392,4,5,1
1341,0,0,6,1,140,1012,4,5,1
1342,0,0,7,1,244,1480,4,5,1
1343,0,0,10,1,174,1078,4,5,1
1344,0,0,0,0,120,-1,0,-1,1
1345,0,0,3,1,91,580,5,-1,1
1346,0,0,34,2,109,528,4,-1,1
1347,0,0,60,2,150,450,4,3,1
1348,0,0,40,2,107,506,4,4,1
1349,0,0,10,2,169,1586,4,-1,1
1350,0,0,0,2,180,-1,4,-1,1
1351,0,0,25,2,159,1408,4,3,1
1352,0,0,6,2,252,2016,4,7,1
1353,0,0,9,2,140,1488,4,5,1
1354,0,0,0,2,182,2177,4,-1,1
1355,0,0,3,2,66,551,1,3,1
1356,0,2,20,2,541,5307,1,3,1
1357,0,0,12,2,300,2622,1,7,1
1358,0,0,13,2,276,2252,1,5,1
1359,0,3,18,2,490,5148,1,7,1
1360,0,0,20,2,300,2408,2,5,1
1361,0,0,0,2,693,-1,0,4,2
1362,0,-1,17,2,103,912,1,4,1
1363,0,0,8,2,88,648,3,3,1
1364,0,0,3,2,160,1406,3,5,1
1365,0,0,3,2,210,1512,5,8,1
1366,0,0,-1,2,179,1570,4,8,1
1367,0,0,5,2,214,1980,4,6,1
1368,0,-1,-1,2,-1,-1,4,-1,2
1369,0,-1,-1,2,147,-1,0,-1,-1
1370,0,0,17,2,253,2150,4,7,1
1371,0,0,-1,2,174,1950,4,6,2
1372,0,0,22,2,354,3090,4,6,1
1373,0,0,12,2,135,1092,4,7,1
1374,0,0,0,2,171,314,4,5,1
1375,0,0,0,2,228,0,4,0,1
1376,0,0,0,2,247,0,3,5,1
1377,0,0,5,2,250,-1,6,5,1
1378,0,0,7,2,216,1120,6,7,1
1379,-1,0,11,2,225,-1,3,7,1
1380,0,8,-1,2,-1,-1,6,7,1
1381,0,0,4,2,78,-1,1,3,1
1382,0,0,5,2,85,-1,1,3,1
1383,0,0,4,2,147,-1,1,2,1
1384,0,0,3,2,420,0,3,7,1
1385,0,0,-1,2,90,650,3,5,1
1386,0,0,0,2,160,-1,1,5,1
1387,0,0,3,2,81,638,4,5,1
1388,0,0,6,2,168,1113,1,5,1
1389,0,0,10,2,120,1026,3,6,1
1390,0,0,6,2,252,2072,6,6,1
1391,0,0,5,2,192,1624,4,5,1
1392,0,0,14,2,360,3330,4,6,1
1393,0,0,0,2,310,-1,1,5,1
1394,0,0,0,2,518,-1,0,3,1
1395,0,0,5,2,261,2112,4,6,1
1396,0,0,2,2,205,1368,4,-1,1
1397,0,0,12,2,250,1204,4,5,1
1398,0,0,13,2,471,3920,4,6,1
1399,0,0,0,2,172,-1,0,3,1
1400,0,0,0,2,191,-1,2,5,1
1401,0,0,0,2,96,0,2,5,1
1402,0,0,3,2,230,1672,4,6,1
1403,0,0,0,2,151,-1,0,1,1
1404,0,0,2,2,252,0,4,7,1
1405,0,0,12,2,60,-1,4,5,1
1406,0,0,12,2,65,-1,4,4,1
1407,0,0,5,2,103,-1,4,2,1
1408,0,0,5,2,372,0,3,9,1
1409,0,0,0,2,349,2240,1,6,1
1410,0,0,10,2,260,1520,1,7,1
1411,0,0,0,2,283,0,3,7,1
1412,0,0,6,2,238,1800,3,6,1
1413,0,0,0,2,156,-1,1,-1,1
1414,0,0,0,1,553,-1,1,3,1
1415,0,0,0,2,269,0,1,7,1
1416,0,0,0,2,271,682,1,9,1
1417,0,0,0,2,192,0,6,5,1
1418,0,0,0,2,348,-1,1,4,1
1419,0,0,0,2,196,-1,1,3,1
1420,0,0,15,2,180,0,1,3,1
1421,-1,-1,-1,-1,-1,-1,6,4,-1
1422,0,0,13,2,179,1496,5,7,1
1423,0,0,10,2,173,1408,5,6,1
1424,0,0,2,0,165,1210,4,5,1
1425,0,0,0,2,109,-1,4,6,1
1426,0,0,0,2,182,-1,3,7,1
1427,0,0,14,2,380,3240,4,7,1
1428,0,0,0,2,100,-1,1,4,1
1429,0,0,5,2,160,1368,3,5,1
1430,0,0,6,2,372,3477,4,6,1
1431,0,0,0,2,164,-1,1,4,1
1432,0,0,6,2,130,1120,4,3,1
1433,0,0,15,2,378,3235,1,4,1
1434,0,0,2,2,79,0,3,4,1
1435,0,0,13,2,118,-1,0,3,1
1436,0,0,-1,2,220,-1,0,3,1
1437,0,0,-1,2,310,-1,0,3,1
1438,0,0,25,1,382,3558,6,5,1
1439,0,0,0,1,144,-1,0,3,-1
1440,0,0,0,1,105,840,0,3,1
1441,0,0,4,1,132,944,4,5,1
1442,0,0,14,1,163,1221,4,4,1
1443,0,0,0,1,154,-1,0,3,1
1444,0,0,5,1,390,3345,6,4,1
1445,0,0,4,1,226,1938,4,5,1
1446,0,0,10,1,416,3665,6,5,1
1447,0,0,0,1,465,-1,4,7,2
1448,0,0,4,1,462,4095,4,7,1
1449,0,0,3,1,348,3132,4,6,1
1450,0,0,29,1,686,5885,6,6,1
1451,0,0,0,1,100,311,3,5,1
1452,0,0,0,1,70,-1,0,3,2
1453,0,8,0,1,30,0,5,5,1
1454,0,0,0,1,46,416,4,5,1
1455,0,0,0,1,74,0,4,3,1
1456,0,0,0,1,198,0,0,3,1
1457,0,0,10,1,124,0,5,5,1
1458,0,0,0,1,46,0,0,3,1
1459,0,0,3,1,136,923,4,4,1
1460,0,0,3,1,236,2199,3,7,1
1461,0,0,7,1,374,3552,4,7,1
1462,-1,-1,4,1,200,1665,3,5,1
1463,0,0,5,1,86,-1,4,3,1
1464,0,0,3,1,279,2217,4,5,1
1465,0,0,3,1,249,2240,4,5,1
1466,0,0,0,1,126,0,6,5,1
1467,0,0,0,1,136,-1,4,4,2
1468,0,0,15,1,480,3180,6,4,1
1469,0,0,8,1,288,2430,3,6,1
1470,0,0,0,1,155,966,6,4,2
1471,0,0,33,1,96,702,0,3,1
1472,0,0,10,1,64,352,0,5,1
1473,0,0,17,1,200,1491,6,-1,1
1474,0,0,0,1,236,-1,0,3,1
1475,0,0,-1,-1,-1,-1,0,6,1
1476,0,0,0,1,100,676,0,5,1
1477,0,0,4,1,270,2450,3,-1,1
1478,0,0,2,1,319,2115,3,7,1
1479,0,0,0,1,283,0,3,5,1
1480,0,0,0,1,218,1925,1,7,1
1481,0,0,0,1,400,-1,3,7,1
1482,0,0,5,1,354,3658,3,-1,1
1483,0,0,10,1,236,2200,4,5,1
1484,0,0,0,1,292,0,1,5,1
1485,0,8,5,1,383,3402,4,7,1
1486,0,0,0,1,378,3248,4,7,1
1487,0,0,12,1,397,3364,4,7,1
1488,0,0,7,1,397,3422,3,5,1
1489,0,0,5,1,234,1584,1,6,1
1490,0,0,7,1,48,-1,3,3,1
1491,0,0,5,1,156,1368,3,5,1
1492,0,0,0,1,254,0,3,5,2
1493,0,0,0,1,338,-1,6,-1,1
1494,0,0,0,1,204,-1,1,7,1
1495,0,0,5,1,360,3192,3,7,1
1496,0,0,0,1,354,3335,4,7,1
1497,0,0,11,1,372,3334,3,-1,1
1498,0,0,0,1,578,-1,6,5,2
1499,0,0,3,1,360,3154,3,9,1
1500,0,0,0,1,315,2640,4,5,1
1501,0,0,6,1,372,3364,4,7,1
1502,0,0,9,1,312,2668,6,6,1
1503,0,0,15,1,384,3538,4,7,1
1504,0,0,0,1,300,1968,3,7,1
1505,0,0,13,1,302,2700,4,7,1
1506,0,0,5,1,726,0,4,5,1
1507,-1,-1,23,1,162,1395,4,5,1
1508,0,0,15,1,178,1440,4,5,1
1509,0,0,13,1,84,700,6,6,1
1510,0,0,6,1,99,884,4,5,1
1511,0,0,6,1,189,1680,4,6,1
1512,0,0,7,1,185,1536,6,5,1
1513,0,0,20,1,530,4800,4,8,1
1514,0,0,0,1,280,-1,3,5,1
1515,0,0,0,1,290,0,4,7,1
1516,0,0,7,1,553,4422,3,8,1
1517,0,0,6,1,360,2800,3,7,1
1518,0,0,0,1,335,2548,3,5,1
1519,0,0,12,1,174,1222,4,4,1
1520,0,0,0,1,110,-1,0,2,2
1521,0,0,0,1,488,-1,0,2,2
1522,0,0,0,1,200,-1,0,-1,1
1523,0,0,-1,-1,360,3480,0,-1,-1
1524,0,0,6,1,384,3600,0,5,1
1525,0,0,2,1,268,2340,5,5,1
1526,0,0,4,1,194,-1,6,7,1
1527,0,0,17,1,396,3360,5,5,1
1528,0,0,16,1,119,1134,0,5,1
1529,0,0,0,1,133,-1,4,3,1
1530,0,0,2,1,144,924,4,5,1
1531,0,0,3,1,316,-1,4,9,1
1532,0,0,0,1,202,-1,0,5,1
1533,0,0,6,1,165,980,5,7,1
1534,0,0,20,1,434,3192,5,5,1
1535,0,0,0,1,300,540,0,3,1
1536,0,0,0,1,99,-1,4,7,1
1537,0,0,5,1,589,4814,4,9,1
1538,0,0,-1,1,89,-1,4,5,1
1539,0,0,5,1,390,3024,4,5,1
1540,0,0,16,1,462,3712,4,7,1
1541,0,0,0,1,240,-1,0,4,1
1542,0,0,0,1,119,0,0,5,1
1543,0,0,0,1,171,-1,0,3,1
1544,0,0,0,1,176,1365,0,5,1
1545,0,0,17,1,426,3564,5,9,1
1546,0,0,10,1,540,4746,5,7,1
1547,0,0,13,1,300,-1,5,6,1
1548,0,0,0,1,372,2596,3,7,1
1549,0,0,26,1,396,3240,6,7,1
1550,0,0,19,1,540,4554,4,5,1
1551,0,0,8,1,414,760,4,7,1
1552,0,0,9,1,348,2808,4,7,1
1553,0,0,6,1,78,624,5,3,1
1554,0,0,70,1,298,2288,5,5,0
1555,0,0,5,1,89,624,5,5,1
1556,0,0,0,1,48,-1,0,1,1
1557,0,0,20,1,59,798,0,1,1
1558,0,0,11,1,366,3136,4,7,1
1559,0,0,10,1,252,448,4,7,1
1560,0,0,0,1,414,-1,4,3,1
1561,0,0,11,1,363,2736,4,6,1
1562,0,0,10,1,360,2940,5,8,1
1563,0,0,28,1,204,-1,6,5,1
1564,0,0,10,1,194,1272,4,5,1
1565,0,0,0,1,68,544,4,4,1
1566,0,0,0,1,256,1888,0,-1,1
1567,0,0,0,1,119,-1,0,-1,1
1568,0,0,12,1,443,3819,5,7,1
1569,0,0,20,1,402,3402,0,5,1
1570,0,0,16,1,433,3660,4,8,1
1571,0,0,18,1,260,2200,0,5,1
1572,0,0,0,1,206,-1,5,6,1
1573,0,0,15,1,624,5580,4,7,1
1574,0,0,15,1,420,3036,4,7,1
1575,0,0,20,1,533,4489,5,7,1
1576,0,0,2,1,127,-1,0,-1,-1
1577,0,0,0,1,217,-1,0,-1,-1
1578,0,0,0,1,435,3514,0,-1,-1
1579,0,0,2,1,171,-1,0,-1,-1
1580,0,0,30,1,481,4592,0,7,1
1581,0,0,7,1,484,3840,4,5,1
1582,0,0,18,1,501,4536,5,4,1
1583,0,0,12,1,403,3481,4,4,1
1584,0,0,0,1,332,2610,4,6,1
1585,0,0,5,1,360,3008,4,5,1
1586,0,0,0,1,270,-1,4,5,1
1587,0,0,0,1,190,-1,0,4,1
1588,0,8,12,1,592,4676,5,4,1
1589,0,8,15,1,570,4760,5,4,1
1590,0,8,6,1,305,2552,5,6,1
1591,0,0,14,1,336,2500,4,4,1
1592,0,0,12,1,220,1672,0,3,1
1593,0,0,15,1,530,4542,6,5,1
1594,0,0,0,1,272,1768,4,6,1
1595,0,0,0,1,146,-1,0,3,1
1596,0,0,0,1,420,-1,5,5,1
1597,0,0,0,1,240,-1,0,-1,2
1598,-1,-1,-1,-1,420,3600,0,-1,-1
1599,-1,-1,0,-1,488,3676,0,-1,-1
1600,0,0,-1,-1,366,3954,0,-1,-1
1601,0,0,5,1,468,2805,5,5,1
1602,0,0,0,1,138,-1,4,2,1
1603,0,0,0,1,406,3024,4,-1,1
1604,0,0,5,1,420,4154,4,5,1
1605,0,0,0,1,207,1680,0,4,1
1606,0,0,9,1,410,2880,5,7,1
1607,0,0,0,1,228,1792,5,4,1
1608,0,0,0,1,395,3650,5,4,1
1609,0,0,3,1,234,1960,0,4,1
1610,0,0,0,1,476,3976,4,4,1
1611,0,0,0,1,243,2356,4,4,1
1612,0,0,2,1,440,3726,5,5,1
1613,0,0,0,1,152,1368,0,0,-1
1614,0,0,0,1,125,1152,5,4,-1
1615,0,0,0,1,480,4576,5,6,1
1616,0,0,0,1,559,5280,5,5,1
1617,0,0,0,1,390,3540,5,4,1
1618,0,0,0,1,428,3596,4,4,1
1619,0,0,10,1,365,3466,5,3,1
1620,0,0,4,1,403,3360,5,4,1
1621,0,0,5,1,273,-1,0,4,1
1622,0,0,0,1,223,-1,5,3,1
1623,0,0,3,1,270,1622,4,6,1
1624,0,0,4,1,176,1368,4,0,1
1625,-1,-1,6,1,372,2808,4,6,1
1626,0,0,0,1,464,3366,5,3,1
1627,0,0,5,1,224,1748,5,3,1
1628,0,0,0,1,570,-1,4,4,1
1629,0,0,6,1,194,1500,0,3,1
1630,0,0,4,1,264,1944,5,7,1
1631,0,0,8,1,294,2382,4,5,1
1632,0,0,3,1,221,1702,4,5,1
1633,0,0,4,1,217,-1,4,6,1
1634,0,0,6,1,271,2640,0,3,1
1635,0,0,-1,1,190,1518,5,5,1
1636,-1,-1,0,1,189,-1,0,3,1
1637,0,0,10,1,240,1088,0,3,1
1638,0,0,20,1,630,5874,5,4,1
1639,0,8,12,1,403,3336,5,5,1
1640,0,0,10,1,616,5184,5,6,1
1641,0,0,0,1,211,1596,5,5,2
1642,0,2,5,1,432,3752,5,7,1
1643,0,0,0,1,477,3976,5,5,1
1644,0,0,0,1,370,-1,0,3,1
1645,0,0,15,1,311,2622,0,3,1
1646,0,0,12,1,418,3430,0,3,1
1647,0,0,15,1,689,5420,4,3,1
1648,0,8,0,1,330,1344,5,7,1
1649,0,0,0,1,423,-1,0,3,1
1650,0,0,10,1,520,4320,0,3,1
1651,0,0,5,1,396,3360,0,1,1
1652,0,0,15,1,562,4515,5,6,1
1653,0,0,15,1,503,4148,4,5,1
1654,0,0,0,1,604,-1,4,3,1
1655,0,0,15,1,361,2844,4,7,1
1656,0,0,0,1,222,-1,0,-1,1
1657,0,0,4,1,428,3364,5,5,1
1658,0,0,15,1,496,4220,5,7,1
1659,0,0,4,1,216,1455,4,5,1
1660,-1,-1,0,1,95,-1,0,-1,-1
1661,0,0,10,1,270,2288,5,5,1
1662,0,0,0,1,228,2244,0,3,1
1663,0,0,8,1,305,2576,0,3,1
1664,-1,-1,8,1,300,2408,0,-1,-1
1665,0,0,15,1,378,3136,4,7,1
1666,0,0,3,1,397,3248,4,4,1
1667,0,0,6,1,435,3538,5,7,1
1668,0,0,0,1,104,-1,5,5,1
1669,0,0,0,1,196,-1,0,3,1
1670,0,8,30,1,592,4340,5,9,1
1671,0,8,10,1,700,5756,5,7,1
1672,0,8,10,1,493,4356,5,7,1
1673,0,2,20,0,460,3944,5,9,1
1674,0,0,15,0,425,3388,5,-1,1
1675,0,8,10,1,450,3542,5,6,1
1676,0,8,10,1,460,3388,5,9,1
1677,0,0,9,1,680,5390,0,7,1
1678,0,8,30,1,448,3990,5,7,1
1679,0,8,5,1,355,2924,5,8,1
1680,0,0,20,1,190,936,5,7,1
1681,0,0,0,1,345,-1,5,7,1
1682,0,0,0,1,598,-1,5,4,1
1683,0,0,0,1,341,-1,4,7,1
1684,0,0,0,1,250,-1,5,5,1
1685,0,0,0,1,350,-1,4,4,1
1686,0,0,0,1,360,2862,5,1,1
1687,0,0,0,1,300,2916,5,1,1
1688,0,0,0,1,360,2970,5,1,1
1689,0,0,0,1,210,-1,0,3,1
1690,0,0,10,1,360,3135,0,-1,1
1691,0,0,2,1,360,2754,5,3,1
1692,0,0,0,1,331,2438,5,1,2
1693,0,0,-1,1,339,3704,5,-1,1
1694,0,0,-1,1,706,4800,5,-1,1
1695,-1,0,-1,1,467,3900,5,-1,1
1696,0,0,30,1,700,6096,5,5,1
1697,0,0,0,1,60,-1,5,5,2
1698,0,8,10,1,638,5580,5,7,1
1699,-1,0,10,1,270,2438,5,7,1
1700,0,0,5,1,530,5052,5,5,1
1701,0,0,0,1,54,-1,4,5,1
1702,0,0,10,1,145,884,5,5,1
1703,0,0,3,1,668,0,5,4,1
1704,0,0,20,1,1017,8621,0,5,1
1705,0,0,13,1,840,6764,5,7,1
1706,0,0,13,1,640,5040,5,6,1
1707,0,0,0,1,105,0,5,5,1
1708,0,0,0,1,138,-1,4,5,1
1709,0,0,10,1,347,2548,5,5,1
1710,0,0,4,1,1196,9180,5,5,1
1711,0,0,8,1,402,3021,5,6,1
1712,0,0,0,1,228,1056,5,9,1
1713,0,8,5,1,691,5070,5,5,1
1714,0,0,0,1,875,-1,5,3,1
1715,0,-1,-1,1,630,6319,5,4,1
1716,0,0,-1,1,492,4056,0,4,1
1717,0,8,8,1,552,3944,5,4,1
1718,0,8,8,1,555,4536,5,4,1
1719,0,0,7,1,480,3467,5,5,1
1720,0,0,0,1,972,7206,5,7,1
1721,0,0,0,1,145,1083,5,5,1
1722,0,0,0,1,48,399,5,5,1
1723,0,0,0,1,348,3339,5,6,1
1724,0,0,0,1,156,1517,5,4,1
1725,0,0,0,1,1900,9999,4,3,1
1726,0,0,5,1,563,3648,4,7,1
1727,0,0,3,1,740,4374,3,6,1
1728,0,0,0,1,425,0,1,6,1
1729,0,0,0,1,816,0,1,6,1
1730,-1,-1,-1,1,320,0,0,5,1
1731,0,0,-1,1,544,0,0,5,1
1732,0,0,-1,1,240,1763,3,7,1
1733,0,0,0,1,80,0,0,3,0
1734,0,0,-1,1,465,0,3,5,1
1735,0,0,-1,1,820,0,3,3,1
1736,0,0,-1,1,853,-1,1,5,1
1737,0,0,3,1,221,1140,4,5,1
1738,0,0,-1,1,121,-1,1,3,0
1739,0,0,-1,1,720,-1,2,7,1
1740,0,0,-1,1,756,0,1,-1,1
1741,0,0,-1,1,455,0,1,-1,1
1742,0,0,-1,1,688,0,1,5,1
1743,0,0,-1,1,224,0,1,-1,1
1744,0,0,-1,1,1092,0,1,7,1
1745,0,0,-1,1,945,0,0,1,1
1746,0,0,-1,1,415,-1,0,1,1
1747,0,0,-1,1,653,-1,3,5,1
1748,0,0,-1,1,781,0,2,1,1
1749,0,0,-1,1,110,0,0,1,1
1750,0,8,-1,1,70,0,4,5,1
1751,0,0,-1,1,1642,0,1,3,1
1752,0,0,-1,1,160,0,2,5,1
1753,0,0,-1,1,235,0,2,3,1
1754,0,0,-1,1,673,0,0,5,1
1755,0,0,-1,1,1296,-1,0,1,1
1756,0,0,-1,1,464,-1,2,3,1
1757,0,0,0,1,312,-1,1,5,1
1758,0,0,-1,1,347,-1,0,1,1
1759,0,0,-1,1,-1,-1,0,5,1
1760,0,0,-1,1,-1,-1,0,5,1
1761,0,0,34,1,112,1088,0,3,1
1762,0,0,26,1,109,1024,0,3,1
1763,0,0,13,1,120,1152,4,3,1
1764,0,0,23,1,109,880,0,1,1
1765,0,0,26,1,13,-1,0,1,1
1766,0,0,8,1,75,580,4,1,1
1767,0,0,0,1,538,3808,4,5,1
1768,0,0,13,1,600,5180,4,4,1
1769,0,0,0,1,557,-1,4,4,1
1770,0,0,0,1,400,3080,4,7,1
1771,0,0,0,1,434,3696,4,7,1
1772,0,0,0,1,296,736,4,5,1
1773,0,0,0,1,203,-1,3,4,1
1774,0,0,0,1,330,2580,4,6,1
1775,0,0,0,1,456,2950,4,5,1
1776,0,0,0,1,228,0,3,5,1
1777,0,0,0,1,168,0,3,5,1
1778,0,0,0,1,322,-1,2,5,1
1779,0,0,0,1,456,-1,4,3,1
1780,0,0,9,1,432,3380,3,4,1
1781,0,0,9,1,605,4940,6,6,1
1782,0,0,23,1,444,1256,4,-1,1
1783,0,0,0,1,490,4096,3,6,1
1784,0,0,0,1,210,-1,3,-1,1
1785,0,0,0,1,826,-1,0,1,2
1786,0,0,-1,1,300,0,3,4,1
1787,0,0,9,1,518,2500,3,6,1
1788,0,0,-1,1,432,2500,4,9,1
1789,0,0,-1,1,300,1296,3,9,1
1790,0,0,-1,1,187,-1,0,3,1
1791,0,0,5,1,480,3876,4,7,1
1792,0,0,3,1,508,2500,3,5,1
1793,0,0,0,1,136,-1,4,3,2
1794,0,0,4,1,372,2450,4,5,1
1795,0,0,0,1,308,1410,0,3,1
1796,0,0,0,1,474,-1,4,3,1
1797,0,0,0,1,420,1296,4,4,1
1798,0,0,16,1,408,3886,4,5,1
1799,0,0,-1,1,390,3337,4,5,1
1800,0,0,0,2,488,2976,5,7,0
1801,0,0,0,1,444,0,4,7,1
1802,0,0,0,1,308,0,4,5,1
1803,0,0,0,1,400,-1,0,2,2
1804,0,0,0,1,420,3800,4,6,1
1805,0,0,0,1,108,-1,0,1,1
1806,0,0,0,1,375,-1,0,1,2
1807,0,0,0,1,1272,-1,0,1,1
1808,0,0,0,1,724,-1,0,3,0
1809,0,0,10,1,93,672,3,5,1
1810,0,0,10,1,332,3000,3,5,1
1811,0,0,0,1,102,-1,0,5,1
1812,0,0,5,1,231,1800,4,5,-1
1813,0,0,10,1,269,2200,3,7,-1
1814,0,0,22,1,434,4154,4,7,1
1815,0,0,-1,1,228,2128,0,5,1
1816,0,0,-1,1,521,-1,0,4,1
1817,0,0,0,1,555,-1,3,3,1
1818,0,0,0,1,1375,-1,0,2,1
1819,0,0,9,1,998,7768,3,7,1
1820,0,0,5,1,950,-1,3,5,1
1821,0,0,17,1,922,8856,3,5,1
1822,0,0,11,1,437,-1,4,5,1
1823,0,0,0,1,797,-1,2,6,1
1824,0,0,15,1,395,3404,3,7,1
1825,0,0,5,1,424,-1,3,4,1
1826,0,0,9,1,340,-1,2,5,1
1827,0,0,8,1,239,-1,3,5,1
1828,0,0,15,1,426,3108,4,7,1
1829,0,0,9,1,672,4356,3,6,1
1830,0,0,18,1,612,4838,4,7,1
1831,0,0,5,1,188,1440,3,5,1
1832,0,0,19,1,722,5062,3,6,1
1833,0,0,0,1,384,0,4,5,1
1834,0,0,0,1,397,3248,3,5,1
1835,0,0,9,1,1240,9374,4,-1,1
1836,0,0,-1,1,892,-1,4,4,1
1837,0,0,0,1,645,1900,4,4,1
1838,0,0,5,1,336,3300,4,9,1
1839,0,0,0,1,458,3180,0,1,1
1840,0,0,33,1,556,4440,0,7,1
1841,0,0,22,0,130,812,0,-1,-1
1842,0,0,99,1,136,1368,0,-1,-1
1843,0,0,96,1,190,960,5,6,1
1844,0,0,94,1,102,1122,0,-1,-1
1845,0,0,33,1,671,3128,5,5,1
1846,0,0,55,1,185,1296,3,6,1
1847,0,0,45,1,250,1800,3,9,1
1848,0,0,70,1,167,1224,3,5,1
1849,0,0,5,1,115,864,3,5,1
1850,0,0,19,1,137,260,0,3,1
1851,0,0,12,1,48,216,3,5,1
1852,0,0,18,1,40,216,3,5,1
1853,0,0,8,1,83,1533,1,0,1
1854,0,0,0,1,135,-1,0,-1,-1
1855,0,0,8,1,53,192,3,5,1
1856,0,0,0,1,22,192,3,4,1
1857,0,0,2,1,230,-1,3,3,1
1858,0,0,7,1,31,280,3,3,1
1859,0,0,0,1,196,-1,3,3,1
1860,0,0,0,1,290,-1,0,3,1
1861,0,0,0,1,81,-1,0,1,1
1862,0,0,0,1,41,-1,0,-1,-1
1863,0,0,4,1,68,471,0,3,1
1864,0,0,2,1,25,-1,0,1,1
1865,0,0,0,1,204,-1,3,5,1
1866,0,0,15,1,129,480,0,5,1
1867,0,0,29,1,137,992,0,3,1
1868,0,0,23,1,146,616,0,5,1
1869,0,0,30,1,144,-1,0,3,1
1870,0,0,10,1,88,474,0,-1,-1
1871,0,0,10,1,226,927,0,5,1
1872,0,0,0,1,163,-1,5,-1,1
1873,0,0,9,1,460,-1,0,5,1
1874,0,0,17,1,144,1056,0,5,1
1875,0,0,0,1,283,-1,0,-1,-1
1876,0,0,0,1,18,13,0,-1,-1
1877,-1,-1,0,-1,90,900,0,-1,-1
1878,0,0,98,1,88,1224,0,-1,-1
1879,-1,-1,0,-1,92,1120,0,-1,-1
1880,0,0,82,1,52,408,0,3,-1
1881,0,0,-1,1,198,2310,0,-1,-1
1882,0,0,0,1,78,968,0,-1,-1
1883,0,0,35,1,38,224,0,-1,-1
1884,0,0,33,1,78,576,0,1,1
1885,0,0,0,1,23,224,0,3,1
1886,0,0,-1,1,67,680,0,3,1
1887,0,0,6,1,117,74,0,3,1
1888,0,0,0,1,151,336,0,2,1
1889,0,0,0,1,44,-1,0,1,-1
1890,-1,-1,4,1,68,476,4,5,1
1891,0,0,0,1,49,336,5,3,2
1892,0,0,0,1,360,3392,4,5,1
1893,0,0,0,1,158,1554,4,3,1
1894,0,0,0,1,144,1824,5,4,1
1895,0,0,5,1,359,2688,4,4,1
1896,0,0,5,1,333,2688,4,4,1
1897,0,0,0,1,336,-1,4,4,1
1898,0,8,5,1,416,5424,5,5,1
1899,0,0,3,1,287,3996,4,4,1
1900,0,0,8,1,773,5874,6,7,1
1901,0,0,0,1,106,942,0,3,1
1902,0,0,20,1,189,2916,0,3,1
1903,0,0,20,1,120,1040,0,3,1
1904,0,0,43,1,30,240,3,4,1
1905,0,0,23,1,19,140,0,2,1
1906,0,0,29,1,124,735,4,1,1
1907,0,0,32,1,49,384,0,3,-1
1908,0,0,19,1,280,1408,4,4,-1
1909,0,0,18,1,24,336,0,-1,-1
1910,0,0,23,1,95,120,0,-1,-1
1911,0,0,90,1,121,840,0,-1,-1
1912,0,0,10,1,328,2904,0,4,1
1913,0,0,26,1,68,310,0,3,1
1914,0,0,10,1,38,380,0,3,1
1915,0,0,13,1,58,364,0,3,1
1916,0,0,3,1,126,684,0,3,1
1917,0,0,9,1,272,2377,4,5,1
1918,0,0,3,1,38,310,0,3,1
1919,0,0,5,1,144,936,0,1,1
1920,0,0,0,1,112,-1,0,5,1
1921,0,0,16,1,428,3542,4,2,1
1922,0,0,0,1,255,1944,0,1,1
1923,0,0,0,1,136,-1,0,3,1
1924,0,0,0,1,108,-1,0,3,1
1925,0,0,5,1,151,1296,4,6,1
1926,0,0,3,1,262,979,4,5,1
1927,0,0,8,1,180,1785,0,3,1
1928,0,0,4,1,338,2808,4,4,1
1929,0,0,4,1,202,1680,0,3,1
1930,0,0,19,1,476,4776,4,5,1
1931,0,0,9,1,317,2666,6,7,1
1932,0,0,9,1,105,928,4,7,1
1933,0,0,0,1,114,832,5,5,1
1934,0,0,0,1,115,720,4,5,1
1935,0,0,9,1,256,1876,6,7,1
1936,0,0,0,1,479,-1,0,2,1
1937,0,0,12,1,436,2695,4,5,1
1938,0,0,0,1,400,3420,4,7,1
1939,0,-1,16,1,341,3048,4,7,1
1940,0,0,19,1,194,1632,0,3,1
1941,0,0,0,1,12,156,0,3,1
1942,0,0,6,1,12,130,0,4,1
1943,0,0,7,1,148,-1,0,3,1
1944,0,0,0,1,92,-1,0,4,1
1945,0,0,18,1,166,1672,0,2,1
1946,0,0,0,1,216,-1,5,3,1
1947,0,0,86,1,36,770,0,-1,-1
1948,0,0,-1,1,114,390,0,-1,-1
1949,0,0,95,1,160,729,5,5,1
1950,0,0,98,1,130,676,5,5,1
1951,0,0,10,1,48,112,0,1,1
1952,0,0,62,1,40,270,0,2,1
1953,0,0,75,1,66,304,0,3,1
1954,0,0,66,1,52,252,0,2,2
1955,0,0,45,1,84,648,5,3,1
1956,0,0,49,1,54,542,0,1,1
1957,-1,-1,-1,-1,45,56,0,-1,-1
