"SSN","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterPaint","plasterUnpaint","burntClay","almena","burnedStruct","floors","walls","drains","wallFixtures","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","wells","jagueys","puestos","freeStandWall"
2344,3,1,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2345,9,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2346,8,3,0,3,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2347,5,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2348,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2349,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2350,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,8
2351,3,1,0,0,2,0,0,5,3,3,3,6,0,2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2352,3,1,0,2,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2353,5,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2354,5,4,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2355,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2356,5,1,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2357,7,1,0,2,5,0,0,5,3,3,3,3,0,1,0,3,0,0,0,0,3,0,-1,-1,-1,1,0,0,0,8
2358,7,1,0,2,5,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,-1,-1,-1,0,0,0,0
2359,3,1,0,2,4,0,0,5,3,0,0,3,0,1,4,4,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
2360,3,1,0,2,2,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
2361,7,1,0,2,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2362,7,1,0,2,4,0,0,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2364,5,1,0,2,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-1,-1,-1,-1,0,0,0,8
2365,5,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2366,7,1,0,2,2,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2367,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2368,1,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2369,6,1,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2370,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2371,7,4,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2372,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2373,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2374,4,1,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2375,4,1,0,2,0,0,0,4,3,0,3,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2376,4,1,0,4,5,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,9
2377,7,3,0,5,5,0,0,5,3,3,3,0,0,0,5,0,0,0,0,0,4,0,1,-1,-1,-1,0,0,0,0
2378,7,3,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2379,7,3,0,5,5,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,1,0,0,0,0
2380,7,4,0,4,4,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2381,7,-1,0,4,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2382,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2383,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2384,7,1,0,1,0,0,0,4,3,0,0,0,0,2,5,6,0,0,0,0,5,0,4,-1,-1,6,0,0,0,0
2385,7,1,0,4,4,0,0,5,0,0,0,3,0,2,0,0,0,0,0,0,6,6,-1,-1,-1,-1,0,0,0,0
2386,5,1,0,2,2,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0
2387,9,1,0,4,2,0,0,4,3,3,3,3,1,1,0,0,0,0,0,0,3,0,-1,-1,-1,-1,0,0,0,0
2388,5,1,0,2,4,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,-1,-1,-1,2,0,0,0,0
2389,7,1,0,4,5,0,0,3,0,0,0,3,-1,1,0,3,4,0,0,0,0,0,4,-1,-1,1,0,0,0,0
2390,5,1,0,2,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2391,7,1,0,2,5,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2392,6,1,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2393,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2394,7,1,0,2,4,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,-1,-1,-1,0,0,0,8
2395,9,1,0,4,5,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2396,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2397,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2399,3,1,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2400,3,1,0,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2401,3,1,0,2,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2402,7,1,0,2,5,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,-1,-1,-1,0,0,0,8
2403,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2404,7,1,0,2,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,2,0,0,0,8
2405,7,1,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2406,7,1,0,2,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2407,5,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2408,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2409,7,1,0,4,6,0,0,0,3,0,3,3,0,1,3,0,0,0,0,0,3,0,3,-1,-1,1,0,0,0,0
2410,9,1,0,4,5,0,0,5,3,0,3,3,0,2,6,3,0,0,0,0,5,0,-1,-1,-1,1,0,0,0,8
2411,7,1,0,2,5,0,0,3,3,0,0,3,0,1,0,0,0,0,0,0,3,0,-1,-1,-1,-1,0,0,0,0
2412,6,2,0,2,2,0,0,5,3,0,3,0,1,0,-1,4,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
2413,9,1,0,2,5,0,0,2,3,3,3,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2414,3,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
2415,9,1,0,2,5,0,0,5,3,0,0,1,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2416,7,2,0,2,2,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,-1,-1,-1,2,0,0,0,8
2417,7,1,0,2,2,0,0,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2418,5,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2419,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2420,7,1,0,4,2,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
2421,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2422,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2423,9,4,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2424,7,2,0,2,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
2425,7,-1,0,-1,6,-1,-1,-1,3,3,3,3,0,2,3,4,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0
2426,5,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2427,7,1,0,2,4,0,0,2,3,3,3,3,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2428,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2429,9,1,0,2,5,0,0,5,3,3,3,3,0,1,0,0,0,0,0,0,3,0,-1,-1,-1,2,0,0,0,0
2430,5,2,0,2,2,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2431,7,1,0,2,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2432,3,1,0,0,6,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2433,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2434,5,2,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2435,7,1,0,2,5,0,0,3,3,0,0,3,0,2,6,6,0,0,0,0,6,6,-1,-1,-1,-1,0,0,0,0
2436,7,1,0,2,5,0,0,5,0,0,0,3,0,1,4,1,0,0,0,0,0,0,4,-1,-1,1,0,0,0,0
2437,1,1,0,2,2,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
2438,7,2,0,2,2,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2439,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2440,7,1,0,4,5,0,0,5,3,3,0,0,0,0,0,5,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
2441,7,1,0,2,2,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0
2442,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2443,9,1,0,2,4,0,0,4,0,0,0,3,0,3,0,3,0,0,0,0,0,0,-1,-1,-1,3,0,0,0,8
2444,7,1,0,0,5,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,6,6,-1,-1,-1,-1,0,0,0,0
2445,9,1,0,2,6,0,0,0,3,0,0,3,0,1,0,3,0,0,0,0,3,0,-1,-1,-1,-1,0,0,0,0
2446,7,1,0,2,2,0,0,3,3,0,0,3,2,0,4,3,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0
2447,1,-1,0,0,4,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
2448,-1,-1,0,-1,6,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2449,1,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2450,7,1,0,2,5,0,0,3,3,0,0,3,0,2,6,0,0,0,0,0,6,6,1,-1,-1,-1,0,0,0,0
2451,7,-1,0,2,2,0,0,3,0,0,0,0,0,1,6,0,0,0,0,0,5,5,-1,-1,-1,-1,0,0,0,0
2452,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,6,-1,-1,-1,6,0,0,0,0
2453,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-1,-1,-1,6,0,0,0,0
2454,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,5,0,0,0,3,-1,-1,6,0,0,0,0
2455,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,5,0,6,6,3,-1,-1,6,0,0,0,0
2456,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,4,0,6,6,-1,-1,-1,6,0,0,0,0
2457,5,1,0,2,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2458,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2459,7,1,0,1,4,0,0,5,0,3,0,3,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2460,9,2,0,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2461,6,1,0,2,5,0,1,4,3,0,3,0,0,0,0,4,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,8
2462,6,-1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,9
2463,5,1,0,2,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2464,5,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2465,6,3,0,2,5,0,0,3,3,0,0,3,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2466,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2467,5,1,0,2,4,0,0,5,3,3,3,2,0,3,3,4,0,0,0,0,3,3,5,0,3,1,0,0,0,9
2468,5,1,0,2,4,0,0,5,3,3,3,3,0,1,4,5,0,0,0,0,3,0,3,0,0,2,0,0,0,9
2469,7,2,0,1,4,0,0,5,3,3,3,2,0,1,0,5,0,0,0,0,0,0,-1,0,0,2,0,0,0,9
2470,7,1,0,3,4,0,0,5,0,0,0,0,0,0,4,5,0,0,0,0,4,0,3,0,0,1,0,0,0,9
2471,3,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2472,5,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,9
2473,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2474,7,1,0,2,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2475,7,1,0,2,5,0,0,5,3,3,3,4,-1,1,3,5,0,0,0,5,0,0,4,-1,-1,2,0,0,0,9
2476,7,1,0,4,2,0,0,6,3,3,3,3,1,1,3,5,0,0,0,0,0,0,1,-1,-1,1,0,0,0,9
2477,7,1,0,2,2,0,0,6,3,3,3,3,0,1,0,5,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2478,6,1,0,2,5,0,0,3,3,3,3,3,0,1,3,5,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2479,7,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2480,5,3,0,4,-1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2481,8,1,0,-1,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2482,4,1,0,2,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,1,1,0,0,0,9
2483,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2484,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,9
2485,9,3,0,4,5,0,-1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,9
2486,5,1,0,2,6,0,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,1,1,0,0,0,9
2487,4,3,0,4,4,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2488,6,1,0,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2489,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2490,7,1,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2491,6,1,0,-1,5,0,0,-1,3,3,3,0,0,1,0,3,0,0,0,0,0,0,-1,0,-1,1,0,0,0,9
2492,7,1,0,2,4,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2493,3,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2494,7,1,0,2,4,0,0,4,-1,-1,-1,0,0,0,6,6,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,9
2495,5,1,0,0,4,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2496,3,3,0,4,2,0,0,6,0,0,0,6,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,9
2497,7,1,0,4,4,0,0,6,3,0,0,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,9
2498,7,1,0,4,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,3,-1,2,0,0,0,9
2499,4,2,0,2,5,0,0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2500,4,2,0,2,5,0,0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2501,4,3,0,1,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,3,5,0,0,0,9
2502,5,1,0,3,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2503,7,1,0,2,2,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2504,2,2,0,1,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,1,5,0,0,0,9
2505,3,1,0,2,1,0,0,4,3,3,3,3,0,0,6,6,0,0,0,0,0,0,4,-1,-1,-1,0,0,0,0
2506,-1,-1,0,-1,-1,-1,-1,-1,3,3,3,0,1,0,6,0,0,0,0,0,6,6,-1,-1,-1,-1,0,0,0,0
2507,7,1,0,2,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2508,3,1,0,2,2,0,0,5,0,3,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2509,7,1,0,0,0,0,0,0,0,0,0,0,0,2,-1,4,3,0,0,7,0,0,-1,-1,-1,1,0,0,0,0
2510,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,0,0,0,7,0,0,-1,-1,-1,-1,0,0,0,0
2511,3,1,0,2,2,0,0,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2512,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2513,3,1,0,2,2,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2514,3,1,0,3,3,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2515,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2516,0,-1,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2517,5,1,0,2,4,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,8
2518,3,1,0,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,-1,-1,-1,0,0,0,9
2519,7,1,0,2,4,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2520,7,1,0,2,2,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2521,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0
2522,3,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2523,5,1,0,2,2,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2524,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2525,7,-1,0,2,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2526,5,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2527,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2528,5,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2529,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2530,7,1,0,2,5,0,0,3,3,3,3,0,0,0,3,4,0,0,0,0,3,0,-1,-1,-1,-1,0,0,0,0
2531,9,-1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2532,9,1,0,2,5,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
2533,7,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
2534,7,1,0,2,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2535,1,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2536,5,1,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2537,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2538,5,1,0,2,4,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2539,-1,-1,0,-1,5,-1,-1,-1,3,0,0,0,2,0,0,4,0,0,0,0,0,0,-1,0,0,2,0,0,0,0
2540,5,1,0,2,4,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2542,5,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2543,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
2544,7,1,0,2,5,0,0,5,3,3,3,3,0,0,0,3,0,0,0,0,0,0,-1,0,-1,2,0,0,0,8
2545,7,1,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2546,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
2547,3,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
