"SSN","collectionYear","collectionQuarter","analysisYear","analysisQuarter"
2598,65,4,65,4
2599,65,4,65,4
2600,65,4,65,4
2601,65,4,65,4
2602,65,4,65,4
2603,65,4,65,4
2604,65,4,65,4
2605,65,4,65,4
2606,65,4,65,4
2607,65,4,65,4
2608,65,4,65,4
2609,65,4,65,4
2610,65,4,65,4
2611,65,4,65,4
2612,65,4,65,4
2613,65,4,65,4
2614,65,4,65,4
2615,65,4,65,4
2616,65,4,65,4
2617,65,4,65,4
2618,65,4,65,4
2619,65,4,65,4
2620,65,4,65,4
2621,65,4,65,4
2622,65,4,65,4
2623,65,4,-1,-1
2624,65,4,-1,-1
2625,65,4,65,4
2626,65,4,-1,-1
2627,65,4,-1,-1
2628,66,1,66,1
2629,65,4,-1,-1
2630,65,4,65,4
2631,65,4,65,4
2632,65,4,65,4
2633,65,4,-1,-1
2634,65,4,65,4
2635,65,4,65,4
2636,65,4,65,4
2637,65,4,65,4
2638,65,4,65,4
2639,65,4,65,4
2640,65,4,65,4
2641,65,4,65,4
2642,65,4,65,4
2643,65,4,65,4
2644,65,4,65,4
2645,65,4,65,4
2646,65,4,65,4
2647,65,4,65,4
2648,65,4,65,4
2649,65,4,65,4
2650,65,4,65,4
2651,65,4,65,4
2652,65,4,65,4
2653,65,4,65,4
2654,65,4,65,4
2655,65,4,65,4
2656,65,4,-1,-1
2657,65,4,65,4
2658,65,4,65,4
2659,65,4,65,4
2660,65,4,65,4
2661,65,4,65,4
2662,65,4,65,4
2663,65,4,-1,-1
2664,65,4,65,4
2665,65,4,-1,-1
2666,65,4,-1,-1
2667,65,4,-1,-1
2668,65,4,-1,-1
2669,65,4,65,4
2670,65,4,-1,-1
2671,65,4,-1,-1
2672,65,4,-1,-1
2673,65,4,-1,-1
2674,65,4,65,4
2675,65,4,-1,-1
2676,64,4,-1,-1
2677,65,4,-1,-1
2678,65,4,-1,-1
2679,65,4,65,4
2680,65,4,65,4
2681,65,4,65,4
2682,65,4,65,4
2683,65,4,65,4
2684,65,4,65,4
2685,65,4,65,4
2686,65,4,65,4
2687,65,4,65,4
2688,65,4,65,4
2689,65,4,-1,-1
2690,65,4,65,4
2691,65,4,-1,-1
2692,65,4,65,4
2693,65,4,65,4
2694,65,4,65,4
2695,65,4,-1,-1
2696,65,4,65,4
2697,65,4,65,4
2698,65,4,65,4
2699,65,4,65,4
2700,65,4,65,4
2701,65,4,65,4
2702,65,4,65,4
2703,65,4,65,4
2704,65,4,65,4
2705,65,4,65,4
2706,65,4,65,4
2707,65,4,65,4
2708,65,4,65,4
2709,65,4,65,4
2710,65,4,-1,-1
2711,65,4,65,4
2712,65,4,65,4
2713,65,4,65,4
2714,65,4,65,4
2715,65,4,65,4
2716,65,4,65,4
2717,65,4,65,4
2718,65,4,65,4
2719,65,4,65,4
2720,65,4,-1,-1
2721,65,4,-1,-1
2722,65,4,-1,-1
2723,65,3,65,3
2724,65,4,-1,-1
2725,65,4,-1,-1
2726,65,3,65,3
2727,65,3,65,3
2728,65,3,65,3
2729,65,3,65,3
2730,65,3,65,3
2731,65,3,-1,-1
2732,65,3,65,3
2733,65,3,-1,-1
2734,65,3,-1,-1
2735,65,3,65,3
2736,65,3,-1,-1
2737,65,3,-1,-1
2738,65,3,65,3
2739,66,3,66,3
2740,65,3,65,3
2741,65,3,65,3
2742,65,3,65,3
2743,65,3,65,3
2744,65,3,65,3
2745,65,3,65,3
2746,65,3,-1,-1
2747,65,3,65,3
2748,65,3,-1,-1
2749,65,3,65,3
2750,65,3,65,3
2751,65,3,65,3
2752,65,3,65,3
2753,65,3,65,3
2754,65,3,65,3
2755,65,3,65,3
2756,65,3,-1,-1
2757,65,3,65,3
2758,65,3,65,3
2759,65,3,65,3
2760,65,3,65,3
2761,65,3,65,3
2762,65,3,-1,-1
2763,65,3,65,3
2764,65,3,65,3
2765,65,3,65,3
2766,65,3,65,3
2767,65,3,-1,-1
2768,65,3,65,3
2769,65,3,65,3
2770,65,3,-1,-1
2771,65,3,65,3
2772,65,3,65,3
2773,65,3,65,3
2774,65,3,65,3
2775,65,3,65,3
2776,65,3,65,3
2777,65,3,65,3
2778,65,3,65,3
2779,65,3,65,3
2780,65,3,65,3
2781,65,3,65,3
2782,65,3,65,3
2783,65,3,65,3
2784,65,3,65,3
2785,65,3,65,3
2786,65,3,65,3
2787,65,3,65,3
2788,65,3,65,3
2789,65,3,65,3
2790,64,3,67,3
2791,64,3,67,3
2792,64,3,67,3
2793,65,4,65,4
2794,65,4,65,4
2795,65,4,65,4
2796,65,4,65,4
2797,65,4,65,4
2798,65,4,65,4
2799,65,4,65,4
2800,65,4,65,4
2801,65,4,65,4
2802,65,4,65,4
2803,65,3,65,3
2804,65,3,65,3
2805,65,3,65,3
2806,65,3,65,3
2807,65,3,65,3
2808,65,3,65,3
2809,65,3,65,3
2810,65,3,65,3
2811,65,3,65,3
2812,65,4,65,3
2813,65,4,65,4
2814,65,4,65,4
2815,65,4,65,4
2816,65,4,65,4
2817,65,4,65,3
2818,65,4,65,4
2819,65,4,65,4
2820,65,4,-1,-1
2821,65,4,-1,-1
2822,65,3,65,3
2823,65,3,-1,-1
2824,65,3,65,3
2825,65,3,65,3
2826,65,3,65,3
2827,65,3,65,3
2828,65,3,65,3
2829,65,3,65,3
2830,65,3,65,3
2831,65,3,-1,-1
2832,65,3,65,3
2833,65,3,65,3
2834,65,3,65,3
2835,65,3,65,3
2836,65,3,65,3
2837,65,3,65,3
2838,65,3,65,3
2839,65,3,-1,-1
2840,65,3,65,3
2841,65,3,65,3
2842,65,3,65,3
2843,65,3,65,3
2844,65,3,65,3
2845,65,3,65,3
2846,65,3,65,3
2847,65,3,65,3
2848,65,3,65,3
2849,65,3,65,3
2850,65,3,65,3
2851,65,3,65,3
2852,65,3,-1,-1
2853,65,3,65,3
2854,65,3,65,3
2855,65,3,65,3
2856,65,3,65,3
2857,65,3,65,3
2858,65,3,65,3
2859,65,3,65,3
2860,65,3,-1,-1
2861,65,3,65,3
2862,65,3,65,3
2863,65,3,65,3
2864,65,3,65,3
2865,65,3,65,3
2866,65,3,65,3
2867,65,3,65,3
2868,65,3,65,3
2869,65,3,65,3
2870,65,3,65,3
2871,65,3,65,3
2872,65,3,65,3
2873,65,3,65,3
2874,65,3,65,3
2875,65,3,65,3
2876,65,3,65,3
2877,65,3,65,3
2878,65,3,65,3
2879,65,3,65,3
2880,65,3,65,3
2881,65,3,65,3
2882,65,3,65,3
2883,65,3,65,3
2884,65,3,65,3
2885,65,3,65,3
2886,65,4,65,4
2887,65,4,65,4
2888,65,4,65,4
2889,65,4,65,4
2890,65,4,65,4
2891,65,4,65,4
2892,65,4,65,4
2893,65,4,65,4
2894,65,4,65,4
2895,65,4,65,4
2896,65,4,65,4
2897,65,4,65,4
2898,65,4,65,4
2899,65,4,65,4
2900,65,4,65,4
2901,65,4,65,4
2902,65,4,65,4
2903,65,4,65,4
2904,65,4,65,4
2905,65,4,65,4
2906,65,4,65,4
2907,65,4,-1,-1
2908,65,4,-1,-1
2909,65,4,-1,-1
2910,65,3,65,3
2911,65,3,65,3
2912,65,4,65,4
2913,64,3,67,1
2914,-1,-1,-1,-1
2915,64,3,67,1
2916,64,3,67,1
2917,64,3,67,1
2918,64,3,67,1
2919,64,3,67,1
2920,-1,-1,-1,-1
2921,-1,-1,-1,-1
2922,-1,-1,-1,-1
2923,-1,-1,-1,-1
2924,-1,-1,-1,-1
2925,64,3,67,1
2926,64,3,67,1
2927,64,3,67,1
2928,64,3,67,1
2929,64,3,67,1
2930,64,3,67,1
2931,64,3,67,1
2932,64,3,67,1
2933,64,3,67,1
2934,64,3,67,1
2935,64,3,67,1
2936,64,3,67,1
2937,64,3,67,1
2938,64,3,67,1
2939,-1,-1,-1,-1
2940,-1,-1,-1,-1
2941,-1,-1,-1,-1
2942,-1,-1,-1,-1
2943,64,3,67,1
2944,64,3,67,1
2945,66,1,66,1
2946,66,1,66,1
2947,64,3,67,1
2948,64,3,67,1
2949,64,3,67,1
2950,64,3,67,1
2951,64,3,67,1
2952,64,3,67,1
2953,64,3,67,1
2954,64,3,67,1
2955,64,3,67,1
2956,64,3,67,1
2957,64,3,67,1
2958,64,3,67,1
2959,64,3,67,1
2960,64,3,67,1
2961,64,3,67,1
2962,64,3,67,1
2963,66,2,66,2
2964,62,3,-1,-1
2965,62,3,-1,-1
2966,62,3,-1,-1
2967,62,3,-1,-1
2968,66,2,66,2
2969,66,2,66,2
2970,66,2,66,2
2971,66,2,66,2
2972,66,2,66,2
2973,66,2,66,2
2974,66,2,66,2
2975,66,2,66,2
2976,66,2,66,2
2977,66,2,66,2
2978,66,2,66,2
2979,66,2,66,2
2980,66,2,66,2
2981,66,2,66,2
2982,66,2,66,2
2983,66,2,66,2
2984,66,2,66,2
2985,66,2,66,2
2986,66,2,66,2
2987,66,2,66,2
2988,66,2,66,2
2989,66,2,66,2
2990,66,2,66,2
2991,66,2,66,2
2992,66,2,66,2
2993,66,2,66,2
2994,64,3,64,3
2995,66,1,66,1
2996,66,1,66,1
2997,66,1,66,1
2998,66,1,66,1
2999,66,2,66,2
3000,66,2,66,2
3001,66,2,66,2
3002,66,2,66,2
3003,66,2,66,2
3004,66,2,66,2
3005,66,1,66,1
3006,66,2,66,2
3007,66,1,66,1
3008,66,2,66,2
3009,66,1,66,1
3010,66,1,66,1
3011,66,1,66,1
3012,66,2,66,1
3013,66,1,66,1
3014,66,1,66,1
3015,66,2,66,2
3016,66,1,66,1
3017,66,1,66,1
3018,66,1,66,1
3019,66,1,66,1
3020,66,2,66,2
3021,66,1,66,1
3022,66,1,66,1
3023,66,1,66,1
3024,66,1,66,1
3025,66,1,66,1
3026,66,1,66,1
3027,66,1,66,1
3028,66,1,66,1
3029,66,1,66,1
3030,66,1,66,1
3031,66,1,66,1
3032,66,1,66,1
3033,66,2,66,2
3034,66,2,66,2
3035,66,2,66,2
3036,66,3,66,2
3037,66,2,66,2
3038,66,2,66,2
3039,66,2,66,2
3040,66,2,66,2
3041,66,1,66,1
3042,66,1,66,1
3043,64,4,67,2
3044,66,3,66,3
3045,64,3,67,2
3046,64,3,67,2
3047,64,3,67,2
3048,64,4,67,2
3049,64,4,67,2
3050,64,3,67,2
3051,64,4,67,2
3052,64,4,67,2
3053,64,4,67,2
3054,64,4,64,4
3055,64,4,64,4
3056,64,4,67,2
3057,64,3,67,2
3058,65,3,67,2
3059,65,3,65,3
3060,65,2,65,2
3061,65,3,65,3
3062,66,3,66,3
3063,65,3,65,3
3064,65,3,65,3
3065,65,3,65,3
3066,65,3,65,3
3067,65,3,67,2
3068,65,3,67,2
3069,65,3,67,2
3070,65,3,67,2
3071,65,3,65,3
3072,65,3,65,3
3073,65,3,67,2
3074,65,3,67,2
3075,65,3,67,2
3076,65,3,67,2
3077,65,3,67,2
3078,65,3,67,2
3079,65,3,67,2
3080,65,3,65,3
3081,65,3,65,3
3082,65,3,65,3
3083,65,3,65,3
3084,65,3,65,3
3085,65,3,65,3
3086,65,3,67,2
3087,65,3,67,2
3088,66,3,66,3
3089,66,3,66,3
3090,66,3,66,3
3091,66,3,66,3
3092,66,3,66,3
3093,66,3,66,3
3094,66,3,66,3
3095,66,3,66,3
3096,66,3,66,3
3097,66,3,66,3
3098,66,3,66,3
3099,66,3,66,3
3100,66,3,66,3
3101,66,3,66,3
3102,66,3,66,3
3103,66,3,66,3
3104,66,3,66,3
3105,66,3,66,3
3106,66,3,66,3
3107,66,3,66,3
3108,66,3,66,3
3109,66,3,66,3
3110,66,3,66,3
3111,66,3,66,3
3112,66,3,66,3
3113,66,3,66,3
3114,66,3,66,3
3115,66,3,66,3
3116,66,3,66,3
3117,66,3,66,3
3118,66,3,66,3
3119,66,3,66,3
3120,64,3,67,2
3121,64,3,67,-1
3122,64,3,67,-1
3123,65,3,65,3
3124,65,3,65,3
3125,65,3,65,3
3126,65,3,65,3
3127,65,3,65,3
3128,65,3,65,3
3129,66,3,66,3
3130,66,3,66,3
3131,66,3,66,3
3132,66,3,66,3
3133,66,3,66,3
3134,66,3,66,4
3135,66,3,66,3
3136,66,3,66,3
3137,66,3,66,3
3138,66,3,66,3
3139,66,3,66,3
3140,66,3,66,3
3141,66,3,66,3
3142,66,3,66,3
3143,66,3,66,3
3144,66,3,66,3
3145,66,3,66,3
3146,66,3,66,3
3147,66,3,66,3
3148,66,3,66,3
3149,66,3,66,3
3150,66,3,66,3
3151,66,3,66,3
3152,66,3,66,3
3153,66,3,66,3
3154,66,3,66,3
3155,66,3,66,3
3156,66,3,66,3
3157,66,3,66,3
3158,66,3,66,3
3159,66,3,66,3
3160,66,3,66,3
3161,66,3,66,3
3162,66,3,66,3
3163,66,3,66,3
3164,66,3,66,3
3165,66,3,66,3
3166,66,3,66,3
3167,66,3,66,3
3168,65,3,65,3
3169,65,3,65,3
3170,65,3,65,3
3171,65,3,65,3
3172,64,3,67,3
3173,64,3,67,3
3174,64,3,67,2
3175,64,3,67,3
3176,64,3,67,3
3177,64,3,67,3
3178,64,3,67,3
3179,64,3,67,3
3180,64,3,67,3
3181,64,3,67,2
3182,64,3,67,3
3183,64,3,67,3
3184,64,3,67,2
3185,64,3,67,3
3186,64,3,67,2
3187,64,3,67,3
3188,64,3,67,3
3189,64,3,67,3
3190,64,3,67,3
3191,64,3,67,3
3192,64,3,67,3
3193,64,3,67,3
3194,64,3,67,2
3195,65,2,65,2
3196,65,2,65,2
3197,65,-1,67,3
3198,65,2,67,3
3199,65,2,65,2
3200,65,2,67,3
3201,65,2,65,2
3202,65,2,65,2
3203,65,2,65,2
3204,65,2,65,2
3205,65,2,65,2
3206,65,2,65,2
3207,65,4,65,4
3208,65,4,65,4
3209,65,4,65,4
3210,65,4,65,4
3211,66,3,66,3
3212,66,3,66,3
3213,66,3,66,3
3214,66,3,66,3
3215,66,3,66,3
3216,66,3,66,3
3217,66,3,66,3
3218,66,3,66,3
3219,66,3,66,3
3220,66,3,66,3
3221,66,3,66,3
3222,66,3,66,3
3223,66,3,66,3
3224,66,3,66,3
3225,66,3,66,3
3226,66,3,66,3
3227,66,3,66,3
3228,66,3,66,3
3229,66,3,66,3
3230,66,3,66,3
3231,66,3,66,3
3232,66,3,-1,-1
3233,66,3,-1,-1
3234,66,3,66,3
3235,66,3,66,3
3236,66,3,66,3
3237,66,3,66,3
3238,66,3,66,3
3239,66,3,66,3
3240,66,3,66,3
3241,66,3,66,3
3242,66,3,66,3
3243,66,3,66,3
3244,66,3,66,3
3245,66,3,66,3
3246,66,3,66,3
3247,66,3,66,3
3248,66,3,66,3
3249,66,3,66,3
3250,66,3,66,3
3251,66,3,66,3
3252,66,3,66,3
3253,66,3,66,3
3254,66,3,66,3
3255,66,3,66,3
3256,66,3,66,3
3257,66,3,66,3
3258,66,3,66,3
3259,66,3,66,3
3260,66,3,66,3
3261,66,3,66,3
3262,66,3,66,3
3263,66,3,66,3
3264,66,3,66,3
3265,66,3,66,3
3266,66,3,66,3
3267,64,3,67,3
3268,64,3,65,3
3269,64,3,65,3
3270,64,3,66,4
3271,64,3,66,4
3272,64,3,66,4
3273,64,3,66,4
3274,64,3,66,4
3275,64,3,66,4
3276,64,3,66,4
3277,64,4,66,4
3278,64,3,66,4
3279,64,3,66,4
3280,64,3,66,4
3281,64,3,66,4
3282,64,3,-1,-1
3283,64,3,66,4
3284,64,3,66,4
3285,64,3,66,4
3286,64,3,66,4
3287,64,3,66,4
3288,64,3,66,4
3289,64,4,64,4
3290,64,4,64,4
3291,64,4,64,4
3292,64,4,64,4
3293,64,4,64,4
3294,64,4,64,4
3295,64,4,64,4
3296,64,4,64,4
3297,64,4,64,4
3298,64,4,64,4
3299,64,4,64,4
3300,64,4,64,4
3301,64,4,64,4
3302,65,2,66,4
3303,65,2,66,4
3304,65,2,65,2
3305,65,2,65,2
3306,65,2,66,4
3307,65,2,66,4
3308,65,2,66,4
3309,65,2,66,4
3310,65,2,65,2
3311,65,2,66,4
3312,65,2,66,4
3313,65,2,65,2
3314,65,2,66,4
3315,65,2,65,2
3316,65,2,65,2
3317,65,2,65,2
3318,65,2,66,4
3319,65,2,66,4
3320,65,2,66,4
3321,65,2,65,2
3322,65,2,65,2
3323,65,2,65,2
3324,65,2,65,2
3325,65,2,66,4
3326,65,2,65,2
3327,65,2,65,2
3328,65,2,65,2
3329,65,2,66,4
3330,64,3,71,4
3331,65,2,65,2
3332,64,4,64,4
3333,64,4,64,4
3334,65,2,65,2
3335,66,2,66,2
3336,66,2,66,2
3337,66,2,66,2
3338,64,4,64,4
3339,64,4,64,4
3340,66,2,66,2
3341,66,2,66,2
3342,66,2,66,2
3343,66,2,66,2
3344,66,2,66,2
3345,66,2,66,2
3346,66,2,66,2
3347,66,2,66,2
3348,66,2,66,2
3349,66,2,66,2
3350,66,2,66,2
3351,66,2,66,2
3352,66,2,66,2
3353,66,2,66,2
3354,62,4,66,4
3355,62,4,66,4
3356,62,4,66,4
3357,62,4,66,4
3358,62,4,66,4
3359,62,4,66,4
3360,62,4,66,2
3361,66,2,66,2
3362,66,2,66,2
3363,66,2,66,2
3364,66,2,66,2
3365,66,2,66,2
3366,66,2,66,4
3367,66,2,66,2
3368,66,2,66,2
3369,66,2,66,2
3370,66,2,66,2
3371,66,2,66,2
3372,66,2,66,2
3373,66,2,66,2
3374,66,2,66,2
3375,66,2,66,2
3376,66,2,66,2
3377,66,2,66,2
3378,66,2,66,2
3379,66,2,66,2
3380,66,2,66,2
3381,66,2,66,2
3382,66,2,66,2
3383,66,2,66,2
3384,62,4,62,4
3385,62,4,62,4
3386,62,4,62,4
3387,62,4,62,4
3388,66,3,66,3
3389,62,4,62,4
3390,66,3,66,3
3391,66,3,66,3
3392,66,3,66,3
3393,66,3,66,3
3394,66,3,66,3
3395,66,3,66,3
3396,66,3,66,3
3397,66,3,66,3
3398,66,3,66,3
3399,66,3,66,3
3400,66,3,66,3
3401,66,3,66,3
3402,66,3,66,3
3403,66,3,66,3
3404,66,3,66,3
3405,66,3,66,3
3406,66,3,66,3
3407,66,3,66,3
3408,66,3,66,3
3409,66,3,66,3
3410,66,3,66,3
3411,66,3,66,3
3412,66,3,66,3
3413,66,3,66,3
3414,66,3,66,3
3415,66,3,66,3
3416,66,3,66,3
3417,66,3,66,3
3418,66,3,66,3
3419,66,3,66,3
3420,66,3,66,3
3421,66,3,66,3
3422,66,3,66,3
3423,66,3,66,3
3424,66,3,66,3
3425,66,3,66,3
3426,62,4,66,4
3427,62,4,66,4
3428,62,4,62,4
3429,66,3,66,3
3430,66,3,66,3
3431,66,3,66,3
3432,66,3,66,3
3433,66,3,66,3
3434,66,3,66,3
3435,66,3,66,3
3436,66,3,66,3
3437,66,3,66,3
3438,66,3,66,3
3439,66,3,66,3
3440,66,3,66,3
3441,66,4,66,3
3442,66,3,66,3
3443,66,3,66,3
3444,66,3,66,3
3445,66,3,66,3
3446,66,3,66,3
3447,66,3,66,3
3448,66,3,66,3
3449,66,3,66,3
3450,66,3,66,3
3451,66,3,66,3
3452,66,3,66,3
3453,66,3,66,3
3454,66,3,66,3
3455,66,3,66,3
3456,66,3,66,3
3457,66,3,66,3
3458,66,3,66,3
3459,66,3,66,3
3460,66,3,66,3
3461,66,3,66,3
3462,66,3,66,3
3463,66,3,66,3
3464,66,3,66,3
3465,66,3,66,3
3466,66,3,66,3
3467,66,3,66,3
3468,66,3,66,3
3469,66,3,66,3
3470,67,4,67,4
3471,66,3,66,3
3472,62,4,67,3
3473,62,4,67,3
3474,62,4,67,3
3475,62,4,67,3
3476,62,4,67,3
3477,62,4,68,3
3478,62,4,67,3
3479,65,3,67,3
3480,65,3,67,3
3481,65,3,67,3
3482,65,3,67,3
3483,65,3,67,3
3484,65,3,67,3
3485,65,3,67,3
3486,65,3,67,3
3487,65,3,67,3
3488,65,3,67,3
3489,65,3,67,3
3490,65,3,67,3
3491,65,3,67,3
3492,65,3,67,3
3493,65,3,67,3
3494,65,3,67,3
3495,65,3,67,3
3496,65,3,67,3
3497,65,3,65,3
3498,65,3,67,3
3499,66,3,-1,-1
3500,65,3,65,3
3501,62,4,62,4
3502,66,3,66,3
3503,66,3,66,3
3504,66,3,66,3
3505,66,3,66,3
3506,66,3,66,3
3507,66,3,66,3
3508,66,3,66,3
3509,66,3,66,3
3510,66,3,66,3
3511,66,3,66,3
3512,66,3,66,3
3513,66,3,66,3
3514,66,3,66,3
3515,66,3,66,3
3516,66,3,66,3
3517,66,3,66,3
3518,66,3,66,3
3519,66,3,66,3
3520,66,3,66,3
3521,66,3,66,3
3522,66,3,66,3
3523,66,3,66,3
3524,66,3,66,3
3525,66,3,66,3
3526,65,3,65,3
3527,65,2,65,2
3528,65,3,66,3
3529,65,3,65,3
3530,65,3,66,4
3531,65,3,65,3
3532,64,4,64,4
3533,65,3,66,4
3534,64,4,64,4
3535,65,3,65,3
3536,64,4,64,4
3537,64,4,64,4
3538,65,2,66,4
3539,65,2,66,4
3540,65,2,66,4
3541,65,2,65,2
3542,65,2,65,2
3543,65,2,65,2
3544,65,2,66,4
3545,65,2,65,2
3546,65,2,66,4
3547,65,2,66,4
3548,65,2,66,4
3549,65,2,66,4
3550,65,2,66,4
3551,65,2,66,4
3552,65,3,66,4
3553,65,3,65,3
3554,65,3,66,4
3555,65,3,66,4
3556,65,3,66,4
3557,65,3,66,4
3558,65,3,66,4
3559,65,3,66,4
3560,65,3,66,4
3561,65,3,66,4
3562,65,3,66,4
3563,65,3,66,4
3564,65,3,66,4
3565,65,3,66,4
3566,65,3,66,4
3567,65,3,66,4
3568,65,3,65,3
3569,65,3,66,4
3570,65,3,67,1
3571,65,3,65,3
3572,65,3,65,3
3573,65,3,65,3
3574,65,3,66,4
3575,65,3,66,4
3576,65,3,65,3
3577,62,3,68,1
3578,62,3,68,1
3579,62,3,68,1
3580,67,3,67,3
3581,62,3,68,1
3582,62,3,-1,-1
3583,62,4,68,1
3584,62,3,66,4
3585,62,3,66,4
3586,62,3,66,4
3587,62,3,66,4
3588,62,3,66,4
3589,62,3,66,4
3590,62,3,66,4
3591,62,3,66,4
3592,62,4,66,4
3593,62,4,62,4
3594,66,3,66,3
3595,62,4,66,4
3596,66,3,66,3
3597,62,4,66,4
3598,66,3,67,4
3599,62,4,66,4
3600,62,4,66,4
3601,62,4,66,4
3602,66,3,66,3
3603,62,4,66,4
3604,67,4,67,4
3605,62,4,67,4
3606,67,4,68,2
3607,66,3,67,4
3608,66,3,66,3
3609,66,3,66,3
3610,67,4,67,4
3611,67,4,67,4
3612,68,1,68,1
3613,68,1,68,1
3614,68,1,68,1
3615,66,3,66,4
3616,66,3,67,2
3617,62,4,66,4
3618,62,4,66,4
3619,62,4,66,4
3620,62,4,66,4
3621,62,4,66,4
3622,62,4,66,4
3623,67,4,67,4
3624,68,1,68,1
3625,62,4,66,4
3626,68,1,68,1
3627,66,3,66,3
3628,62,4,68,1
3629,62,4,68,2
3630,62,4,62,4
3631,62,4,68,2
3632,62,4,67,1
3633,62,4,67,1
3634,62,4,67,1
3635,62,4,67,1
3636,62,4,67,1
3637,65,3,65,3
3638,62,4,66,4
3639,64,4,67,1
3640,64,4,66,4
3641,65,2,65,3
3642,65,3,65,3
3643,65,3,67,1
3644,65,3,65,3
3645,65,3,67,1
3646,65,3,65,3
3647,65,3,67,1
3648,65,3,67,1
3649,65,3,65,3
3650,65,3,67,1
3651,65,3,67,1
3652,65,3,67,1
3653,65,3,67,1
3654,65,3,67,1
3655,65,3,65,3
3656,65,3,65,3
3657,62,4,66,4
3658,62,4,66,4
3659,62,4,66,4
3660,68,1,68,1
3661,62,4,66,4
3662,62,4,68,2
3663,68,1,68,1
3664,68,1,68,1
3665,68,1,68,1
3666,68,1,68,1
3667,62,4,68,2
3668,64,4,69,4
3669,66,3,66,3
3670,62,4,67,3
3671,66,3,66,3
3672,66,3,66,3
3673,66,3,66,3
3674,64,2,69,4
3675,64,2,70,1
3676,64,2,70,1
3677,66,3,66,3
3678,62,4,62,4
3679,64,4,64,4
3680,64,4,64,4
3681,64,4,64,4
3682,64,4,64,4
3683,64,4,64,4
3684,64,4,64,4
3685,64,4,64,4
3686,64,4,64,4
3687,64,4,64,4
3688,64,4,64,4
3689,64,4,64,4
3690,64,4,64,4
3691,64,4,64,4
3692,64,4,64,4
3693,62,4,68,2
3694,66,3,66,3
3695,66,3,66,3
3696,66,3,66,3
3697,66,3,66,3
3698,66,3,66,3
3699,66,3,66,3
3700,66,3,66,3
3701,66,3,66,3
3702,66,3,66,3
3703,66,3,66,3
3704,66,3,66,3
3705,66,3,66,3
3706,66,3,66,3
3707,66,3,66,3
3708,66,3,66,3
3709,66,3,66,2
3710,66,3,66,3
3711,66,3,66,3
3712,66,3,66,3
3713,66,3,66,3
3714,66,3,66,3
3715,66,3,66,3
3716,66,3,66,3
3717,66,3,66,3
3718,66,3,66,3
3719,66,3,66,3
3720,66,3,66,3
3721,66,3,66,3
3722,66,3,66,3
3723,66,3,66,3
3724,66,3,66,3
3725,64,2,64,2
3726,64,2,66,4
3727,63,3,67,1
3728,63,3,67,1
3729,63,3,66,4
3730,63,3,66,4
3731,63,3,63,3
3732,63,4,63,4
3733,63,4,63,4
3734,63,4,66,4
3735,63,4,66,4
3736,63,4,66,4
3737,63,4,69,4
3738,63,4,63,4
3739,63,4,66,4
3740,63,4,66,4
3741,63,4,63,4
3742,63,4,66,4
3743,63,4,66,4
3744,64,2,66,4
3745,64,2,66,4
3746,64,2,66,4
3747,64,2,66,1
3748,64,2,66,1
3749,64,2,67,1
3750,64,2,67,1
3751,64,2,67,1
3752,64,2,66,4
3753,64,2,66,1
3754,64,2,67,1
3755,64,2,66,4
3756,64,2,66,4
3757,64,2,67,1
3758,64,2,67,1
3759,64,2,67,1
3760,64,2,67,1
3761,64,2,67,1
3762,64,2,67,1
3763,64,2,66,4
3764,64,2,67,-1
3765,64,2,67,1
3766,64,2,67,1
3767,64,2,67,1
3768,64,2,67,4
3769,64,2,67,1
3770,64,2,67,1
3771,64,2,67,1
3772,64,2,67,1
3773,64,2,67,1
3774,64,2,67,1
3775,64,2,67,1
3776,64,2,67,1
3777,64,2,67,1
3778,64,2,67,1
3779,64,2,67,1
3780,64,2,67,1
3781,64,2,67,1
3782,64,2,67,1
3783,64,2,67,1
3784,64,2,67,1
3785,64,2,67,1
3786,64,2,67,1
3787,64,2,67,1
3788,64,2,67,1
3789,64,2,67,1
3790,64,2,67,1
3791,64,2,67,1
3792,64,2,67,1
3793,64,2,67,1
3794,64,2,67,1
3795,64,2,67,1
3796,64,2,67,1
3797,64,2,67,1
3798,64,2,67,1
3799,64,2,67,1
3800,64,2,67,1
3801,64,2,67,1
3802,64,2,67,1
3803,64,2,67,1
3804,62,2,68,1
3805,62,4,68,1
3806,62,4,68,1
3807,62,4,68,1
3808,62,4,68,1
3809,62,4,68,1
3810,62,4,68,1
3811,62,4,68,1
3812,62,4,68,1
3813,62,4,68,2
3814,62,4,68,1
3815,62,4,68,1
3816,62,4,68,1
3817,62,4,68,1
3818,62,4,68,1
3819,62,4,68,1
3820,62,4,68,1
3821,66,3,66,3
3822,62,4,68,1
3823,63,3,67,1
3824,63,3,67,1
3825,63,3,67,1
3826,63,3,67,1
3827,63,3,67,1
3828,63,3,67,1
3829,63,3,67,1
3830,63,3,67,1
3831,63,3,67,1
3832,63,3,67,1
3833,63,3,67,1
3834,62,4,70,2
3835,63,3,67,1
3836,62,4,70,2
3837,63,3,67,1
3838,63,3,67,1
3839,63,3,67,1
3840,63,3,63,3
3841,63,3,67,1
3842,63,3,67,1
3843,63,3,71,4
3844,63,3,67,1
3845,63,3,67,1
3846,63,3,67,1
3847,62,4,68,1
3848,62,4,71,2
3849,62,4,64,4
3850,62,4,69,3
3851,62,4,70,2
