SSN,Cmplx_Unit,Cmplx_Num,Cmplx_archInt1PaTz,Cmplx_archInt1McTl,Cmplx_archInt1XlMt,Cmplx_archInt2PaTz,Cmplx_archInt2McTl,Cmplx_archInt2XlMt,Cmplx_funcIntPaTz,Cmplx_funcIntMcTl,Cmplx_funcIntXlMt,Cmplx_funcResPaTz,Cmplx_funcResMcTl,Cmplx_funcResXlMt,Cmplx_funcTmpPaTz,Cmplx_funcTmpMcTl,Cmplx_funcTmpXlMt,Cmplx_funcCivPaTz,Cmplx_funcCivMcTl,Cmplx_funcCivXlMt,Cmplx_funcOthXlMt
2676,N3E1,5,-1,1,1,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2677,N3E1,5,-1,1,1,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2678,N3E1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2679,N3E1,6,4,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2680,N3E1,6,4,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2681,N3E1,6,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2682,N3E1,9,4,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2683,N3E1,6,2,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2684,N3E1,6,4,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2685,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2686,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2687,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2688,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2689,N3E1,7,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2690,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2691,N3E1,7,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2692,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2693,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2694,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,-1
2695,N3E1,7,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2696,N3E1,7,2,2,2,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2697,N3E1,8,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2698,N3E1,8,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2699,N3E1,8,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2700,N3E1,8,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2701,N3E1,8,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2702,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2703,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2704,N3E1,9,2,2,2,-1,-1,-1,1,1,1,0,0,0,5,5,5,0,0,0,0
2705,N3E1,9,2,2,2,-1,-1,-1,1,1,1,0,0,0,5,5,5,0,0,0,0
2706,N3E1,9,2,2,2,-1,-1,-1,1,1,1,0,0,0,5,5,5,0,0,0,0
2707,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2708,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2709,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2710,XXXX,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2711,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2712,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2713,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2714,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2715,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2716,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2717,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2718,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2719,N3E1,10,5,5,5,-1,-1,-1,8,8,8,5,5,5,5,5,5,0,0,0,0
2720,N3E1,1,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2721,N3E1,1,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2722,N3E1,3,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2723,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2724,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2725,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2726,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2727,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2728,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2729,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2730,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2731,N2E1,1,0,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2732,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2733,N2E1,1,0,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2734,N2E1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2735,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2736,N2E1,3,0,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2737,N2E1,3,0,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2738,N2E1,1,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,-1
2739,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2740,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2741,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2742,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2743,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2744,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2745,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2746,N2E1,2,-1,2,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2747,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2748,N2E1,2,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2749,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2750,N2E1,2,2,2,2,-1,-1,-1,1,1,1,4,5,5,5,5,5,0,0,0,0
2751,N2E1,7,-1,3,3,-1,0,0,-1,1,1,-1,5,5,-1,0,0,-1,0,0,0
2752,N2E1,7,-1,3,3,-1,0,0,-1,1,1,-1,5,5,-1,0,0,-1,0,0,0
2753,N2E1,7,-1,3,3,-1,0,0,-1,1,1,-1,5,5,-1,0,0,-1,0,0,0
2754,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2755,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2756,N2E1,2,-1,2,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2757,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2758,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2759,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2760,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2761,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2762,N2E1,7,-1,3,3,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2763,N2E1,7,3,3,3,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2764,N2E1,8,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,2,2,2,0
2765,N2E1,8,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,2,2,2,0
2766,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2767,N2E1,9,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2768,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2769,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2770,N2E1,9,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2771,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2772,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2773,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2774,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2775,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2776,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2777,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2778,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2779,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2780,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2781,N2E1,9,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2782,XXXX,-1,2,8,8,4,4,4,-1,-1,-1,4,5,5,5,5,5,0,0,0,0
2783,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2784,XXXX,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2785,XXXX,-1,-1,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2786,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2787,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2788,N2E1,3,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2789,N2E1,3,1,1,1,-1,-1,-1,1,1,1,4,5,5,9,9,9,0,0,0,0
2790,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2791,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2792,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2793,N2E1,4,5,5,5,-1,-1,-1,0,0,0,2,2,2,0,0,0,0,0,0,0
2794,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2795,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2796,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2797,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2798,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2799,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2800,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2801,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2802,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,2,2,-1,0,0,-1,0,0,0
2803,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2804,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2805,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2806,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2807,N2E1,4,-1,5,5,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2808,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2809,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2810,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2811,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2812,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2813,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2814,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2815,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2816,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2817,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2818,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2819,N2E1,4,5,5,5,-1,-1,-1,0,0,0,4,2,2,0,0,0,0,0,0,0
2820,N2E1,4,0,5,5,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2821,N2E1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2822,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2823,XXXX,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2824,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2825,N2E1,11,5,5,5,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0
2826,N2E1,11,5,5,5,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0
2827,N2E1,11,5,5,5,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0
2828,N2E1,11,5,5,5,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0
2829,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2830,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2831,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2832,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2833,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2834,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2835,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2836,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2837,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2838,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2839,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2840,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2841,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2842,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2843,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2844,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2845,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2846,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2847,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2848,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2849,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2850,N2E1,10,2,2,2,0,0,0,8,8,8,4,5,5,5,5,5,0,0,0,0
2851,N2E1,10,2,2,2,0,0,0,8,8,8,4,5,5,5,5,5,0,0,0,0
2852,N2E1,10,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2853,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2854,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2855,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2856,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,-1
2857,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2858,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2859,N2E1,10,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0
2860,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2861,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2862,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2863,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2864,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2865,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2866,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2867,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2868,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2869,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2870,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2871,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2872,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2873,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2874,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2875,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2876,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2877,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2878,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2879,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2880,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2881,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2882,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2883,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2884,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2885,XXXX,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2886,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2887,XXXX,-1,-1,0,0,-1,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2888,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2889,XXXX,-1,5,0,0,0,0,0,-1,-1,-1,4,2,2,0,0,0,0,0,0,0
2890,XXXX,-1,5,0,0,0,0,0,-1,-1,-1,4,2,2,0,0,0,0,0,0,0
2891,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2892,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2893,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2894,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2895,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2896,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2897,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2898,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2899,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2900,XXXX,-1,0,0,0,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2901,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2902,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2903,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2904,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2905,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2906,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2907,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2908,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2909,XXXX,-1,0,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2910,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2911,XXXX,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2912,XXXX,-1,5,0,0,-1,-1,-1,-1,-1,-1,4,2,2,0,0,0,0,0,0,0
