"SSN","neighborhoodChar","constructQual","boundInfoQual","insubstantialCount","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto"
2586,1,3,-1,-1,2,4,4,20,77,77,77,77,4,4,4,41,77,77,77,77
2587,1,2,-1,-1,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2588,1,3,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2589,1,2,0,0,20,7,7,20,-1,77,77,77,41,43,43,41,-1,77,77,77
2590,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2591,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2592,1,2,0,0,8,8,8,20,-1,-1,-1,-1,43,43,43,-1,-1,-1,-1,-1
2593,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2594,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2595,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2596,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2597,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2598,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2599,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2600,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2601,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2602,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2603,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2604,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2605,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2606,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2607,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2608,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2609,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2610,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2611,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2612,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2613,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2614,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2615,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2616,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2617,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2618,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2619,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2620,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2621,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,4,4,41,-1,-1,-1,77
2622,1,2,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2623,1,-1,0,0,14,14,14,20,12,12,12,-1,31,31,31,-1,28,28,28,-1
2624,1,-1,0,0,14,14,14,20,12,12,12,-1,31,31,31,-1,28,28,28,-1
2625,1,2,-1,-1,14,14,17,20,12,12,12,77,31,31,31,41,28,28,28,77
2626,1,-1,-1,-1,14,14,14,20,-1,-1,-1,-1,31,31,31,-1,-1,-1,-1,-1
2627,1,-1,-1,-1,14,14,14,20,-1,-1,-1,-1,31,31,31,-1,-1,-1,-1,-1
2628,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2629,1,-1,0,0,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2630,1,2,0,0,20,14,14,20,77,77,77,77,41,31,31,41,77,77,77,77
2631,1,3,-1,-1,99,99,99,20,77,77,77,77,99,99,99,41,77,77,77,77
2632,1,3,-1,-1,99,99,99,20,77,77,77,77,99,99,99,41,77,77,77,77
2633,1,2,2,0,7,7,7,20,-1,-1,-1,-1,43,43,43,-1,-1,-1,-1,-1
2634,1,3,-1,-1,20,99,99,20,77,77,77,77,41,99,99,41,77,77,77,77
2635,1,2,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2636,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2637,1,1,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2638,1,3,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2639,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2640,1,3,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2641,1,3,-1,-1,99,99,99,20,77,77,77,77,99,99,99,41,77,77,77,77
2642,1,3,-1,-1,99,99,99,20,7,7,7,77,43,43,43,41,77,77,77,77
2643,1,3,0,0,8,8,8,20,77,77,77,77,43,43,43,-1,77,77,77,77
2644,1,3,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2645,1,3,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2646,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2647,1,2,2,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2648,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2649,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2650,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2651,1,1,0,0,8,8,8,20,77,77,77,20,43,43,43,41,77,77,77,77
2652,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2653,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2654,1,2,-1,-1,8,8,8,20,99,99,99,-1,43,43,43,41,99,99,99,77
2655,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2656,1,2,-1,-1,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2657,1,3,-1,-1,20,8,8,20,77,77,77,77,41,43,43,41,77,77,77,77
2658,1,3,-1,-1,20,4,4,20,-1,77,77,-1,41,4,4,41,-1,77,77,77
2659,1,2,-1,-1,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2660,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2661,1,3,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2662,1,2,0,0,20,5,5,20,-1,77,77,77,41,7,7,41,-1,77,77,77
2663,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2664,1,3,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2665,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2666,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2667,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,-1,77,77,77,77
2668,1,2,0,0,11,11,11,20,77,77,77,77,27,27,27,-1,77,77,77,77
2669,1,3,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2670,1,2,-1,-1,5,5,5,20,77,77,77,-1,7,7,7,-1,77,77,77,77
2671,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,-1,77,77,77,77
2672,1,2,-1,-1,8,8,8,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2673,1,3,-1,-1,2,2,2,20,-1,-1,-1,-1,3,4,4,-1,-1,-1,-1,-1
2674,1,3,-1,-1,2,2,2,20,77,77,77,77,3,4,4,41,77,77,77,77
2675,1,2,-1,-1,2,2,2,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
2676,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,-1,-1,-1,-1,-1
2677,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,-1,-1,-1,-1,-1
2678,1,2,-1,-1,2,2,2,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1
2679,1,2,0,0,7,7,7,20,-1,8,8,77,43,43,43,41,77,77,77,77
2680,1,3,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2681,1,3,0,0,7,7,7,20,77,8,8,77,43,43,43,41,77,77,77,77
2682,1,2,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2683,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2684,1,3,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2685,1,3,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2686,1,2,0,0,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2687,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2688,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2689,1,2,0,0,5,5,5,20,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1,-1
2690,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2691,1,-1,0,0,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2692,1,2,0,0,8,8,8,20,2,4,4,77,43,43,43,41,3,4,4,77
2693,1,2,0,0,8,8,8,20,2,4,4,77,43,43,43,41,3,4,4,77
2694,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2695,1,-1,-1,-1,14,14,14,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2696,1,3,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2697,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2698,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2699,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2700,1,2,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2701,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
2702,1,-1,0,0,12,12,12,20,14,14,14,77,28,28,28,41,31,31,31,77
2703,1,-1,0,0,12,12,12,20,14,14,14,77,28,28,28,41,31,31,31,77
2704,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2705,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2706,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2707,1,2,-1,-1,15,15,15,20,77,77,77,77,35,35,35,41,77,77,77,77
2708,1,2,0,0,15,15,15,20,77,77,77,77,35,35,35,41,77,77,77,77
2709,1,2,0,0,15,15,15,20,77,77,77,77,35,35,35,41,77,77,77,77
2710,1,-1,0,0,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2711,1,2,1,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2712,1,2,0,0,20,4,4,20,-1,77,77,77,41,4,4,41,-1,77,77,77
2713,1,2,0,0,5,5,5,20,77,77,77,77,7,7,7,41,77,77,77,77
2714,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2715,1,2,1,0,20,4,4,20,77,-1,-1,77,41,4,4,41,77,-1,-1,77
2716,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,4,4,41,-1,-1,-1,77
2717,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2718,1,2,1,0,5,4,4,20,-1,-1,-1,77,3,4,4,41,-1,-1,-1,77
2719,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,4,4,41,-1,-1,-1,77
2720,1,2,-1,-1,8,8,8,20,-1,-1,-1,-1,43,43,43,-1,-1,-1,-1,-1
2721,1,2,0,0,2,4,4,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2722,1,-1,2,0,7,7,7,20,-1,-1,-1,-1,27,27,27,-1,-1,-1,-1,-1
2723,1,2,0,0,20,4,4,20,77,77,77,77,41,4,4,41,77,77,77,77
2724,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2725,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,4,77,77,77,77
2726,1,2,0,0,20,2,2,20,-1,77,77,77,41,4,4,41,-1,77,77,77
2727,1,3,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2728,1,2,-1,-1,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2729,1,2,-1,-1,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2730,1,2,-1,-1,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2731,1,2,-1,-1,2,4,4,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2732,1,3,-1,-1,20,4,4,20,-1,77,77,77,-1,4,4,41,77,77,77,77
2733,1,2,-1,-1,2,4,4,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2734,1,-1,-1,-1,2,2,2,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2735,1,3,-1,-1,20,7,7,20,-1,77,77,77,6,6,6,41,-1,77,77,77
2736,1,2,-1,-1,8,8,8,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2737,1,2,-1,-1,2,4,4,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2738,1,2,0,0,20,7,7,20,-1,77,77,77,-1,43,43,41,-1,77,77,77
2739,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,-1,77,77,77,77
2740,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2741,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2742,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2743,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,-1,77,77,77,77
2744,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2745,1,2,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2746,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2747,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2748,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2749,1,2,-1,-1,20,12,12,20,-1,77,77,77,41,28,28,41,-1,77,77,77
2750,1,2,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2751,1,2,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2752,1,2,0,0,20,2,2,20,-1,77,77,77,41,4,4,41,-1,77,77,77
2753,1,2,0,0,20,2,2,20,77,77,77,77,41,4,4,41,77,77,77,77
2754,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2755,1,2,0,0,20,2,2,20,-1,77,77,77,41,4,4,41,-1,77,77,77
2756,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2757,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2758,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2759,1,2,-1,-1,8,8,8,20,77,77,77,77,43,43,43,41,77,77,77,77
2760,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2761,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2762,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2763,1,2,-1,-1,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2764,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2765,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2766,1,2,0,0,2,2,2,20,77,77,77,77,3,4,4,41,77,77,77,77
2767,1,-1,-1,-1,8,8,8,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2768,1,2,0,0,2,2,2,20,77,77,77,77,3,4,4,41,77,77,77,77
2769,1,2,0,0,2,2,2,20,77,77,77,77,3,4,4,-1,77,77,77,77
2770,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2771,1,2,0,0,7,5,5,20,77,77,77,-1,43,7,7,41,77,77,77,77
2772,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2773,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2774,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2775,1,2,-1,-1,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2776,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2777,1,2,0,0,2,2,2,20,77,77,77,77,3,4,4,41,77,77,77,77
2778,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2779,1,2,0,0,20,8,8,20,-1,2,2,77,41,43,43,41,-1,4,4,77
2780,1,2,0,0,20,8,8,20,-1,2,2,77,41,43,43,41,-1,4,4,77
2781,1,2,-1,-1,20,8,8,20,-1,13,13,77,41,43,43,41,-1,37,37,77
2782,1,2,2,0,20,12,12,20,-1,77,77,77,41,28,28,41,-1,77,77,77
2783,1,1,0,0,20,4,4,20,-1,77,77,77,-1,2,2,41,-1,77,77,77
2784,1,2,0,0,20,7,7,20,77,77,77,77,41,43,43,41,77,77,77,77
2785,1,2,0,0,20,2,2,20,77,77,77,77,41,4,4,41,77,77,77,77
2786,1,2,-1,-1,20,13,13,20,-1,77,77,77,-1,37,37,-1,-1,77,77,77
2787,1,2,-1,-1,15,15,15,20,77,77,77,77,35,35,35,41,77,77,77,77
2788,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2789,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,41,77,77,77,77
2790,1,2,0,0,2,2,2,20,77,77,77,77,1,2,2,41,77,77,77,77
2791,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,41,77,77,77,77
2792,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2793,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2794,1,2,-1,-1,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2795,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2796,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2797,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2798,1,2,0,0,20,2,2,20,77,77,77,77,-1,2,2,-1,77,77,77,77
2799,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2800,1,1,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2801,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2802,1,2,-1,-1,20,14,14,20,77,77,77,77,41,31,31,41,77,77,77,77
2803,1,2,1,0,20,2,2,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
2804,1,2,1,0,20,4,4,20,-1,77,77,77,41,2,2,41,-1,77,77,77
2805,-1,2,-1,-1,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2806,1,2,1,0,2,2,2,20,-1,-1,-1,77,1,2,2,41,-1,-1,-1,77
2807,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2808,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2809,1,2,0,0,20,2,2,20,-1,77,77,77,-1,2,2,-1,-1,77,77,77
2810,1,2,-1,-1,20,4,4,20,-1,77,77,77,41,2,2,41,-1,77,77,77
2811,1,2,-1,-1,20,12,12,20,-1,77,77,77,41,28,28,41,-1,77,77,77
2812,1,2,-1,-1,20,12,12,20,-1,14,14,77,41,28,28,41,-1,31,31,77
2813,1,2,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2814,1,2,-1,-1,20,5,5,20,77,4,4,77,41,7,7,41,77,3,3,77
2815,1,2,-1,-1,20,4,4,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
2816,1,2,-1,-1,20,2,2,20,-1,77,77,77,41,2,2,41,-1,77,77,77
2817,1,2,-1,-1,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2818,1,0,-1,-1,20,12,12,20,77,14,14,77,41,28,28,41,77,31,31,77
2819,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2820,1,2,-1,-1,2,4,4,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2821,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2822,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2823,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2824,1,0,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2825,1,2,0,0,3,2,2,20,77,77,77,77,1,2,2,41,77,77,77,77
2826,1,2,0,0,2,2,2,20,77,77,77,77,1,2,2,41,77,77,77,77
2827,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2828,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2829,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2830,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2831,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2832,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2833,1,1,0,0,20,2,2,20,-1,77,77,77,41,2,2,41,-1,77,77,77
2834,1,2,1,0,20,4,4,20,-1,8,8,77,41,2,2,41,-1,43,43,77
2835,1,1,0,0,20,2,2,20,-1,-1,-1,77,41,2,2,41,-1,1,1,77
2836,1,1,1,0,2,2,2,20,-1,-1,-1,77,3,2,2,-1,-1,-1,-1,77
2837,1,1,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2838,1,2,1,0,2,2,2,20,77,77,77,77,3,2,2,41,77,77,77,77
2839,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
2840,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2841,1,1,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2842,1,2,0,0,2,2,2,20,77,77,77,77,1,2,2,41,77,77,77,77
2843,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2844,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2845,1,2,0,0,2,2,2,20,77,77,77,77,3,2,2,41,77,77,77,77
2846,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2847,1,1,-1,-1,11,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2848,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2849,1,1,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
2850,1,2,0,0,2,4,4,20,77,77,77,77,3,4,4,41,77,77,77,77
2851,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,4,4,41,-1,-1,-1,77
2852,1,-1,-1,-1,12,12,12,20,-1,-1,-1,-1,-1,28,28,-1,-1,-1,-1,-1
2853,1,2,-1,-1,20,12,12,20,-1,77,77,77,41,28,28,41,-1,77,77,77
2854,1,2,-1,-1,7,5,5,20,77,77,77,77,43,7,7,-1,77,77,77,77
2855,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,-1,77,77,77,77
2856,1,2,-1,-1,12,12,12,20,-1,77,77,77,41,28,28,41,-1,77,77,77
2857,1,2,0,0,7,5,5,20,77,77,77,77,43,7,7,-1,77,77,77,77
2858,1,1,-1,-1,20,14,14,20,-1,77,77,77,41,31,31,41,-1,77,77,77
2859,1,2,0,0,20,2,2,20,-1,77,77,77,41,4,4,41,-1,77,77,77
2860,1,2,2,-1,7,7,7,20,-1,-1,-1,-1,43,43,43,-1,-1,-1,-1,-1
2861,1,2,-1,-1,20,19,19,20,-1,20,20,77,-1,99,99,-1,-1,41,41,77
2862,1,2,0,0,20,2,2,20,-1,77,77,77,-1,2,2,41,-1,77,77,77
2863,1,2,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2864,1,2,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
2865,1,2,-1,-1,20,7,7,20,-1,77,77,77,41,43,43,41,-1,77,77,77
2866,1,2,-1,-1,14,14,14,20,77,77,77,77,31,31,31,41,77,77,77,77
2867,1,2,0,0,20,2,2,20,77,77,77,77,41,3,3,41,77,77,77,77
2868,1,-1,-1,-1,-1,99,99,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2869,1,2,0,0,20,2,2,20,77,77,77,77,41,2,2,41,77,77,77,77
2870,1,2,1,0,20,4,4,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
2871,1,2,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2872,1,2,0,0,20,2,2,20,-1,77,77,77,-1,2,2,-1,-1,77,77,77
2873,1,2,-1,-1,20,12,12,20,77,14,14,77,2,28,28,41,77,31,31,77
2874,1,2,0,0,20,4,4,20,-1,77,77,77,41,2,2,41,-1,77,77,77
2875,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2876,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2877,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2878,1,2,1,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2879,1,2,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
2880,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2881,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2882,1,2,1,0,20,4,4,20,77,-1,-1,77,41,2,2,41,77,-1,-1,77
2883,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2884,1,2,1,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2885,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
2886,1,2,-1,-1,20,12,12,20,-1,77,77,77,41,28,28,41,-1,77,77,77
2887,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,4,4,77
2888,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
