"SSN","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz"
2547,46,18,17,7,2,2,0,0,0,0,0,1,0,0,0
2548,10,5,3,1,0,0,1,0,0,0,0,0,0,0,0
2549,10,7,3,0,0,0,0,0,0,0,0,0,0,-1,0
2550,19,14,5,0,0,0,0,0,0,0,0,0,0,0,0
2551,4,3,1,0,0,0,0,0,0,0,0,1,1,-1,0
2552,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2553,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2554,13,4,8,1,0,0,0,0,0,0,0,4,1,0,0
2555,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2556,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
2557,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
2559,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2562,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0
2563,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2565,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2566,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2567,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2568,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2570,7,6,1,0,0,0,0,0,0,0,0,0,0,1,0
2571,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0
2572,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2573,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2574,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2575,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,8,2,4,2,0,0,0,0,0,0,0,2,1,0,0
2579,6,4,1,1,0,0,0,0,0,0,0,0,0,-1,0
2580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2581,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2582,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2583,102,49,40,6,1,0,0,0,0,0,0,5,1,0,0
2584,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2586,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0
2587,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
2588,6,4,2,0,0,0,0,0,0,0,0,0,0,-1,0
2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,5,3,1,0,1,0,0,0,0,0,0,0,0,0,0
2591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2592,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2593,53,30,16,5,2,0,0,0,0,0,0,2,2,0,0
2594,5,2,2,0,1,0,0,0,0,0,0,0,0,-1,0
2595,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,20,13,6,1,0,0,0,0,0,0,0,1,0,0,0
2597,16,6,8,2,0,0,0,0,0,0,0,0,0,0,0
2598,16,10,0,5,1,0,0,0,0,0,0,2,0,-1,0
2599,16,7,7,2,0,0,0,0,0,0,0,4,0,-1,0
2600,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2601,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2602,10,5,5,0,0,0,0,0,0,0,0,0,0,-1,0
2603,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2604,27,8,19,0,0,0,0,0,0,0,0,0,0,0,0
2605,8,4,4,0,0,0,0,0,0,0,0,2,0,0,0
2606,32,25,7,0,0,0,0,0,0,0,0,6,2,0,0
2607,37,26,8,2,1,0,0,0,0,0,0,5,3,0,0
2608,40,22,13,3,2,0,0,0,0,0,0,5,1,0,0
2609,19,11,8,0,0,0,0,0,0,0,0,1,0,0,0
2610,19,6,12,1,0,0,0,0,0,0,0,1,0,-1,0
2611,32,25,4,0,2,0,0,1,0,0,0,0,0,0,0
2612,142,74,63,2,3,0,0,0,0,0,0,5,0,0,0
2613,33,27,5,1,0,0,0,0,0,0,0,1,1,-1,0
2614,33,18,8,5,0,0,0,0,0,0,0,1,1,0,0
2615,28,17,10,1,0,0,0,0,0,0,0,3,1,0,0
2616,11,4,7,0,0,0,0,0,0,0,0,2,0,0,0
2617,18,9,3,5,1,0,0,0,0,0,0,2,2,0,0
2618,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2619,32,16,15,1,0,0,0,0,0,0,0,3,1,0,0
2620,203,125,63,10,3,1,1,0,0,0,0,3,2,-1,0
2621,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2623,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2624,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2625,3,1,1,0,0,0,1,0,0,0,0,2,0,0,0
2626,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2627,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2629,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2630,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2633,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2634,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2635,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2636,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2638,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2640,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2641,2,1,1,0,0,0,0,0,0,0,0,1,0,0,-1
2642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2643,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0
2646,11,5,5,0,1,0,0,0,0,0,0,0,0,0,0
2647,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2648,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
2649,27,19,8,0,0,0,0,0,0,0,0,0,0,0,0
2650,24,16,6,2,0,0,0,0,0,0,0,2,0,1,0
2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2652,12,6,2,2,1,1,0,0,0,0,0,0,0,0,0
2653,6,2,2,2,0,0,0,0,0,0,0,0,0,1,0
2654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2655,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
2656,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2657,8,8,0,0,0,0,0,0,0,0,0,0,0,0,-1
2658,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2659,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1
2660,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0
2661,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2662,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
2663,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2664,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0
2665,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2666,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2667,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2668,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2669,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2670,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2671,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2672,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2673,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2674,4,2,1,1,0,0,0,0,0,0,0,0,0,0,-1
2675,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2677,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2678,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2679,11,4,6,0,1,0,0,0,0,0,0,0,0,0,0
2680,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2681,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2684,7,4,1,2,0,0,0,0,0,0,0,0,0,0,0
2685,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0
2686,3,2,0,0,1,0,0,0,0,0,0,0,0,-1,0
2687,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
2688,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0
2689,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2690,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2691,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2692,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2693,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2694,7,3,4,0,0,0,0,0,0,0,0,-1,-1,-1,0
2695,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2696,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0
2697,30,19,8,3,0,0,0,0,0,0,0,1,0,0,0
2698,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2699,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2700,9,5,3,0,0,1,0,0,0,0,0,0,0,0,0
2701,21,13,4,2,1,1,0,0,0,0,0,0,0,0,0
2702,36,22,9,5,0,0,0,0,0,0,0,1,0,-1,0
2703,20,18,2,0,0,0,0,0,0,0,0,0,0,-1,0
2704,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2705,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2706,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0
2707,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0
2708,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2709,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0
2710,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2711,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2712,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2713,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2714,9,6,2,1,0,0,0,0,0,0,0,1,1,-1,0
2715,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2716,9,6,1,0,1,1,0,0,0,0,0,0,0,0,0
2717,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2718,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2721,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2722,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2723,6,4,1,0,1,0,0,0,0,0,0,0,0,0,0
2724,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2725,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2726,15,3,12,0,0,0,0,0,0,0,0,0,0,0,0
2727,14,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2728,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2729,15,11,4,0,0,0,0,0,0,0,0,0,0,0,0
2730,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2731,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2732,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2733,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2734,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2735,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1
2736,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2737,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2738,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0
2740,10,7,2,0,0,1,0,0,0,0,0,1,0,0,0
2741,30,26,2,0,2,0,0,0,0,0,0,2,0,0,0
2742,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2743,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2744,15,10,5,0,0,0,0,0,0,0,0,1,0,0,0
2745,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2746,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2747,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2748,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2749,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2750,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0
2751,10,8,2,0,0,0,0,0,0,0,0,1,0,0,0
2752,7,4,2,1,0,0,0,0,0,0,0,1,0,0,0
2753,9,7,2,0,0,0,0,0,0,0,0,0,0,0,0
2754,10,7,2,0,0,1,0,0,0,0,0,0,0,0,0
2755,7,4,2,0,1,0,0,0,0,0,0,1,0,0,0
2756,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2757,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2758,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2759,15,14,1,0,0,0,0,0,0,0,0,1,0,0,0
2760,13,7,6,0,0,0,0,0,0,0,0,1,0,0,0
2761,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0
2762,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2763,16,10,5,0,0,1,0,0,0,0,0,0,0,0,0
2764,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2765,13,10,2,0,1,0,0,0,0,0,0,1,0,0,0
2766,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2767,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2768,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2769,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2770,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2771,14,12,1,0,1,0,0,0,0,0,0,0,0,0,0
2772,16,15,0,0,0,0,1,0,0,0,0,1,0,0,0
2773,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0
2775,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0
2776,8,7,1,0,0,0,0,0,0,0,0,1,0,0,0
2777,8,7,1,0,0,0,0,0,0,0,0,1,0,0,0
2778,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2779,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2781,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2782,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2783,9,5,3,0,0,1,0,0,0,0,0,1,0,0,0
2784,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2786,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,7,4,2,0,1,0,0,0,0,0,0,0,0,0,0
2790,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2791,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2792,10,6,0,3,1,0,0,0,0,0,0,1,1,0,0
2793,43,29,12,0,1,1,0,0,0,0,0,0,0,0,0
2794,39,21,18,0,0,0,0,0,0,0,0,2,0,0,0
2795,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2796,5,2,1,2,0,0,0,0,0,0,0,1,1,0,0
2797,4,1,3,0,0,0,0,0,0,0,0,0,0,2,0
2798,28,20,7,1,0,0,0,0,0,0,0,0,0,0,0
2799,45,34,10,0,1,0,0,0,0,0,0,0,0,0,0
2800,22,15,6,0,1,0,0,0,0,0,0,0,0,0,0
2801,42,28,13,0,0,1,0,0,0,0,0,0,0,0,0
2802,35,29,6,0,0,0,0,0,0,0,0,2,0,0,0
2803,72,42,25,2,1,2,0,0,0,0,0,0,0,0,0
2804,55,33,18,1,2,1,0,0,0,0,0,0,0,0,0
2805,34,24,8,1,1,0,0,0,0,0,0,1,0,0,0
2806,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0
2807,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2808,6,3,2,0,1,0,0,0,0,0,0,0,0,0,0
2809,8,6,2,0,0,0,0,0,0,0,0,1,0,0,0
2810,61,29,29,3,0,0,0,0,0,0,0,1,0,0,0
2811,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0
2812,47,33,14,0,0,0,0,0,0,0,1,0,0,0,0
2813,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0
2814,68,45,20,1,2,0,0,0,0,0,0,1,0,0,0
2815,70,38,29,0,0,0,1,1,0,0,1,1,0,0,0
2816,6,2,3,0,0,1,0,0,0,0,0,0,0,0,-1
2817,19,13,5,0,0,1,0,0,0,0,0,1,0,0,-1
2818,7,1,6,0,0,0,0,0,0,0,0,2,0,0,0
2819,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2820,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2821,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2826,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0
2827,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2828,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2829,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0
2831,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2832,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0
2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2834,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2838,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2839,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2840,22,11,10,0,0,1,0,0,0,0,0,0,0,0,0
2841,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2844,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2845,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0
2846,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0
2847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0
2849,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2850,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2851,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2852,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2853,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2854,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2855,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2856,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2857,9,4,4,1,0,0,0,0,0,0,0,0,0,0,0
2858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2859,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2860,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2861,13,7,6,0,0,0,0,0,0,0,0,1,1,0,0
2862,17,14,1,0,1,1,0,0,0,0,0,0,0,0,0
2863,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2864,83,51,29,1,1,0,0,0,0,0,1,0,0,0,0
2865,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0
2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2868,11,9,1,0,0,1,0,0,0,0,0,0,0,0,0
2869,6,2,4,0,0,0,0,0,0,0,0,1,0,0,0
2870,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0
2874,6,3,3,0,0,0,0,0,0,0,0,8,1,0,0
2875,5,1,3,0,0,1,0,0,0,0,0,0,0,0,0
2876,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2877,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0
2878,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0
2879,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2882,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2883,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2884,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2885,17,8,9,0,0,0,0,0,0,0,0,2,1,0,0
2886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
2888,9,6,2,1,0,0,0,0,0,0,0,1,0,0,0
2889,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0
2890,10,6,1,2,1,0,0,0,0,0,0,0,0,0,0
2891,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0
2892,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2893,6,2,3,0,0,1,0,0,0,0,0,0,0,0,-1
2894,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1
2895,4,3,1,0,0,0,0,0,0,0,0,0,0,0,-1
2896,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2898,4,2,1,0,1,0,0,0,0,0,0,1,1,0,-1
2899,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0
2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2901,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2902,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2903,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
2904,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0
2905,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2906,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0
2907,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2908,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2909,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
2910,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2911,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2912,18,13,5,0,0,0,0,0,0,0,0,0,0,0,0
2913,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2914,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2917,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2918,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2919,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2920,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2921,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2922,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2923,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2924,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1
2925,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2930,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
