"SSN","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte"
2545,104,0,0,0,1,8,9,12,33,17,2,0,1,0
2546,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2547,81,0,0,0,0,20,8,21,8,0,0,2,2,11
2548,104,0,0,0,8,31,11,10,7,6,0,12,4,1
2549,167,0,0,0,6,14,23,17,12,7,10,24,29,3
2550,197,-1,-1,-1,10,26,47,23,13,11,3,5,4,0
2551,135,0,0,0,9,21,22,21,23,9,0,3,7,0
2552,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2553,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2554,189,0,0,0,37,56,48,10,0,5,0,3,8,0
2555,39,0,0,0,5,14,12,5,0,0,0,2,0,0
2556,39,0,0,0,4,10,14,7,0,0,0,0,0,0
2557,59,0,0,0,16,29,12,0,0,1,0,0,0,0
2558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2559,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2560,48,0,0,0,3,6,11,7,7,0,0,5,0,0
2561,25,0,0,0,0,4,1,4,2,2,0,2,1,0
2562,34,0,0,0,1,7,6,3,3,2,0,3,2,2
2563,18,0,0,0,2,3,4,3,2,0,0,3,0,0
2564,25,0,0,0,2,8,6,5,0,0,0,1,0,0
2565,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2566,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2567,160,0,0,0,3,17,19,34,13,29,0,7,4,2
2568,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2569,78,0,0,0,10,32,17,6,4,0,0,5,0,0
2570,130,0,0,0,14,15,22,21,14,5,0,4,2,4
2571,155,0,0,0,8,28,35,29,6,9,0,3,9,4
2572,21,0,0,0,1,1,4,7,2,4,0,0,0,0
2573,24,0,0,0,2,6,1,5,1,1,0,0,0,0
2574,60,0,0,0,3,12,13,17,0,7,0,0,1,0
2575,33,0,0,0,2,6,5,6,2,4,0,2,1,0
2576,45,0,0,0,3,9,12,7,3,3,0,2,0,0
2577,42,0,0,0,1,8,10,9,5,1,0,5,0,0
2578,63,0,0,0,1,6,5,8,14,9,0,7,0,2
2579,65,0,0,0,3,12,14,9,7,1,0,3,3,1
2580,216,0,0,0,8,17,30,53,33,28,0,7,5,0
2581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2582,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2583,551,0,0,0,32,126,116,106,22,20,2,29,12,13
2584,134,0,0,0,7,38,10,41,5,11,0,0,0,0
2585,23,0,0,0,3,9,0,7,0,0,0,0,3,0
2586,213,0,0,0,4,17,26,55,19,18,0,14,11,0
2587,178,23,0,0,23,27,46,61,16,0,0,4,0,0
2588,80,0,0,0,4,19,11,20,0,8,0,1,6,0
2589,13,0,0,0,0,1,3,4,0,0,0,1,0,1
2590,31,0,0,0,0,18,4,5,2,1,0,0,0,0
2591,21,0,0,0,3,3,3,7,2,3,0,0,0,0
2592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2593,187,0,0,0,23,42,44,20,8,3,0,16,3,8
2594,60,0,0,0,0,14,14,8,7,5,0,0,1,0
2595,39,0,0,0,3,17,12,4,1,2,0,0,0,0
2596,215,0,0,0,20,61,54,37,4,6,0,11,4,1
2597,141,0,0,0,22,38,35,18,7,0,0,1,3,2
2598,271,0,0,0,34,71,41,41,16,6,0,20,12,2
2599,100,0,0,0,22,20,20,14,2,2,0,7,4,1
2600,109,0,0,0,19,35,23,15,6,2,0,2,1,2
2601,48,0,0,0,11,11,7,7,6,0,0,0,0,1
2602,352,0,0,0,28,103,74,67,17,14,0,13,7,7
2603,203,0,0,0,21,84,44,26,3,0,0,3,4,1
2604,180,0,0,0,38,70,29,20,6,0,0,4,0,3
2605,109,0,0,0,7,42,26,20,2,0,0,6,0,3
2606,294,0,0,0,55,78,51,34,19,5,5,8,4,6
2607,279,0,0,0,31,90,58,56,11,1,0,7,2,9
2608,296,0,0,0,25,84,59,58,12,0,0,4,6,9
2609,90,0,0,0,8,11,18,22,6,7,0,6,0,2
2610,38,0,0,0,4,11,4,6,1,0,0,2,0,2
2611,140,0,0,0,13,49,24,31,1,0,0,0,1,4
2612,513,0,0,0,49,140,100,100,13,9,0,7,8,32
2613,106,0,0,0,13,26,24,8,4,4,1,6,0,8
2614,117,0,0,0,15,29,21,25,5,0,0,3,0,3
2615,167,0,0,0,30,38,32,33,9,3,0,8,0,3
2616,97,0,0,0,15,34,16,17,5,0,0,2,3,0
2617,206,0,0,0,26,56,36,37,6,2,0,0,5,3
2618,91,0,0,0,10,16,18,29,3,2,0,4,0,3
2619,231,0,0,0,14,64,65,47,9,0,0,2,0,0
2620,851,0,0,0,43,191,243,208,15,32,0,0,0,0
2621,37,0,0,0,0,3,9,8,2,0,0,2,0,0
2622,61,0,0,0,8,24,15,6,0,2,0,0,3,0
2623,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2624,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2625,78,0,0,0,7,23,19,16,3,0,0,3,0,2
2626,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2627,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2628,20,0,0,0,0,4,0,8,0,1,0,3,1,0
2629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2630,23,0,0,0,0,0,6,7,6,1,0,0,0,0
2631,78,0,0,0,0,3,10,20,7,13,0,0,0,0
2632,22,0,0,0,0,7,0,4,3,1,0,0,0,4
2633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2634,23,0,0,0,0,0,0,10,0,7,0,0,0,4
2635,171,0,0,0,0,21,33,49,20,9,0,0,0,1
2636,81,0,0,0,0,3,9,18,15,11,0,1,2,3
2637,28,0,0,0,0,9,6,0,8,4,0,0,1,0
2638,9,0,0,0,0,4,0,0,3,0,0,1,0,0
2639,10,0,0,0,1,2,1,3,0,1,0,2,0,0
2640,30,0,0,0,0,4,2,7,0,4,0,8,0,0
2641,25,0,0,0,0,2,3,8,0,4,0,3,0,0
2642,39,0,0,0,3,6,4,11,0,4,0,4,2,0
2643,40,0,0,0,0,6,5,6,3,4,0,6,0,0
2644,87,0,0,0,4,10,20,23,0,7,0,0,4,0
2645,60,0,0,0,0,8,11,12,4,5,0,2,2,3
2646,100,0,0,0,14,21,20,16,8,0,0,2,3,4
2647,178,0,0,0,7,24,10,11,6,6,0,7,1,0
2648,33,0,0,0,4,4,4,3,3,3,0,4,6,0
2649,183,0,0,0,3,21,35,45,15,13,0,15,10,0
2650,216,0,0,0,0,21,29,53,14,21,0,15,9,0
2651,38,0,0,0,0,16,7,4,2,0,0,0,3,0
2652,77,0,0,0,2,15,13,24,6,0,0,4,0,1
2653,60,0,0,0,2,12,8,15,5,4,0,6,3,0
2654,67,0,0,0,3,13,9,8,4,8,0,8,7,0
2655,53,0,0,0,7,23,2,6,2,4,0,0,0,0
2656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2657,176,0,0,0,0,4,13,47,14,38,0,1,0,0
2658,47,0,0,0,0,3,4,9,7,6,0,0,0,0
2659,37,0,0,0,4,9,3,4,4,8,0,0,1,0
2660,71,0,0,0,0,2,6,16,10,14,0,0,0,0
2661,43,0,0,0,0,2,4,6,0,6,0,2,6,0
2662,89,0,0,0,0,6,6,20,12,21,0,0,0,0
2663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2664,54,0,0,0,3,6,9,14,3,8,0,0,2,0
2665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2668,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2669,37,0,0,0,0,7,9,7,2,3,0,1,2,0
2670,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2671,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2672,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2674,39,0,0,0,0,7,2,6,4,4,0,1,1,0
2675,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2676,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2677,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2678,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2679,103,0,0,0,4,18,28,15,4,6,0,7,0,0
2680,53,0,0,0,12,13,3,9,3,0,0,3,1,0
2681,135,0,0,0,21,32,21,15,11,0,0,3,0,5
2682,13,0,0,0,1,6,2,1,1,2,0,0,0,0
2683,159,0,0,0,6,40,30,30,16,3,0,4,2,0
2684,116,0,0,0,8,29,16,29,6,3,0,0,4,0
2685,104,0,0,0,4,14,19,23,8,6,0,0,3,0
2686,46,0,0,0,1,6,6,6,5,4,0,4,0,7
2687,54,0,0,0,2,13,13,8,2,5,0,0,5,0
2688,49,0,0,0,0,8,12,11,7,3,0,0,0,3
2689,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2690,24,0,0,0,0,4,7,3,4,0,0,2,0,0
2691,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2692,34,0,0,0,0,5,10,12,0,0,0,0,0,3
2693,14,0,0,0,0,2,4,1,1,0,0,2,0,0
2694,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2696,32,0,0,0,0,3,4,5,4,4,0,2,4,0
2697,170,0,0,0,5,22,19,25,40,18,3,4,2,11
2698,42,0,0,0,1,5,6,8,9,2,0,4,0,0
2699,15,0,0,0,0,2,4,2,2,0,0,0,0,0
2700,24,0,0,0,0,5,8,2,6,3,0,2,0,0
2701,62,0,0,0,1,7,7,12,12,11,0,0,0,2
2702,178,0,0,0,5,28,36,39,17,10,1,12,0,2
2703,72,0,0,0,1,11,24,10,6,6,0,0,0,0
2704,23,0,0,0,3,7,0,9,2,1,0,0,0,0
2705,13,0,0,0,0,9,0,4,0,0,0,0,0,0
2706,39,0,0,0,11,12,12,3,0,0,0,0,0,0
2707,28,0,0,0,0,9,4,3,5,2,0,0,0,1
2708,24,0,0,0,2,4,0,6,3,1,0,0,3,1
2709,35,0,0,0,0,7,4,9,4,2,0,0,1,1
2710,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2711,76,0,0,0,0,4,7,5,26,4,0,5,5,3
2712,69,0,0,0,0,2,8,9,13,5,0,14,3,3
2713,34,0,0,0,0,2,5,2,6,2,0,0,0,7
2714,131,0,0,0,3,14,21,23,23,2,0,11,5,1
2715,65,0,0,0,0,3,15,10,5,3,0,2,6,4
2716,251,0,0,0,8,34,62,44,39,5,0,4,2,2
2717,47,0,0,0,5,12,7,4,12,0,0,0,0,0
2718,50,0,0,0,0,5,15,7,5,0,0,0,0,2
2719,56,0,0,0,1,12,15,8,5,5,0,2,1,0
2720,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2721,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2722,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2723,83,0,0,0,0,4,9,19,14,14,0,9,1,0
2724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2725,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2726,99,0,0,0,0,0,6,21,24,9,0,0,0,1
2727,62,0,0,0,0,4,8,20,8,9,0,0,0,0
2728,30,0,0,0,0,5,5,7,2,3,0,0,3,0
2729,81,0,0,0,0,9,13,25,8,5,0,0,8,0
2730,25,0,0,0,0,1,0,12,2,0,0,0,0,0
2731,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2732,22,0,0,0,0,2,0,9,1,4,0,0,0,0
2733,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2734,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2735,18,0,0,0,0,3,6,8,0,0,0,0,0,0
2736,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2737,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2738,11,0,0,0,0,2,0,6,0,0,0,0,0,0
2739,84,0,0,0,0,10,20,17,12,8,0,3,0,0
2740,58,0,0,0,0,10,11,14,8,5,0,0,5,0
2741,118,0,0,0,0,20,18,33,19,10,0,0,0,0
2742,12,0,0,0,0,1,3,2,3,3,0,0,0,0
2743,70,0,0,0,0,4,8,18,18,9,0,0,0,0
2744,109,0,0,0,0,9,3,24,30,18,0,3,0,1
2745,23,0,0,0,0,1,1,7,9,4,0,0,0,0
2746,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2747,85,0,0,0,0,13,6,26,20,7,0,0,6,0
2748,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2749,6,0,0,0,0,1,1,0,2,1,0,0,0,0
2750,31,0,0,0,0,5,6,6,2,0,0,4,0,2
2751,10,0,0,0,0,2,2,3,1,0,0,0,2,0
2752,25,0,0,0,0,4,3,7,3,4,0,1,2,0
2753,9,0,0,0,0,0,1,6,0,1,0,0,0,0
2754,44,0,0,0,0,9,7,8,3,6,0,2,2,0
2755,23,0,0,0,0,5,3,4,6,0,0,0,2,0
2756,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2757,68,0,0,0,0,11,10,6,6,0,0,25,0,3
2758,49,0,0,0,0,6,6,6,9,3,0,9,4,4
2759,91,0,0,0,0,5,10,22,5,10,0,6,11,8
2760,75,0,0,0,0,15,11,28,4,6,0,3,5,0
2761,57,0,0,0,0,10,7,17,8,5,0,0,3,4
2762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2763,17,0,0,0,0,0,4,7,2,0,0,0,0,0
2764,45,0,0,0,0,6,17,13,5,0,0,0,0,0
2765,60,0,0,0,0,5,11,21,4,7,0,2,1,0
2766,42,0,0,0,0,2,10,10,2,7,0,0,1,3
2767,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2768,44,0,0,0,0,5,11,14,4,1,0,0,0,0
2769,55,0,0,0,0,6,14,13,8,7,0,0,0,0
2770,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2771,64,0,0,0,0,7,12,18,14,3,0,0,0,0
2772,69,0,0,0,0,11,10,10,15,6,0,0,3,4
2773,19,0,0,0,0,1,5,3,5,0,0,2,1,0
2774,45,0,0,0,0,6,7,13,6,0,0,0,3,2
2775,92,0,0,0,0,12,15,22,22,5,0,0,2,2
2776,32,0,0,0,0,5,2,4,16,0,0,0,0,0
2777,13,0,0,0,0,0,3,3,5,0,0,0,0,0
2778,25,0,0,0,0,0,2,4,12,2,0,0,0,0
2779,32,0,0,0,0,3,4,11,3,5,0,0,0,0
2780,11,0,0,0,0,1,2,4,2,0,0,0,0,0
2781,31,0,0,0,0,2,3,5,10,3,0,2,0,0
2782,41,0,0,0,0,2,3,8,9,9,0,0,0,0
2783,81,0,0,0,0,0,3,11,32,8,0,4,0,0
2784,54,0,0,0,0,0,5,12,25,6,0,0,0,0
2785,29,0,0,0,0,0,0,4,18,0,0,0,0,1
2786,39,0,0,0,0,2,7,12,12,0,0,0,0,0
2787,33,0,0,0,0,6,6,8,4,0,0,0,0,0
2788,20,0,0,0,0,2,4,3,4,3,0,0,0,0
2789,26,0,0,0,0,3,4,10,2,4,0,0,0,0
2790,56,0,0,0,0,6,5,11,6,2,2,0,2,6
2791,187,0,0,0,0,16,13,24,42,3,9,8,22,34
2792,306,0,0,0,0,16,25,106,115,14,6,14,3,6
2793,56,0,0,0,0,1,4,8,26,0,0,2,0,2
2794,334,0,0,0,0,6,28,68,92,40,0,4,1,3
2795,42,0,0,0,0,3,8,6,17,0,0,2,0,0
2796,119,0,0,0,0,0,20,9,26,5,2,7,14,13
2797,117,0,0,0,0,2,9,14,35,14,0,7,12,4
2798,109,0,0,0,0,4,8,15,50,7,0,5,2,0
2799,113,0,0,0,0,3,7,14,45,9,0,14,3,0
2800,23,0,0,0,0,1,1,1,8,4,0,0,0,3
2801,46,0,0,0,0,0,3,3,19,10,0,2,4,2
2802,24,0,0,0,0,0,2,3,17,0,0,0,0,0
2803,262,0,0,0,0,10,82,67,34,12,0,0,1,4
2804,375,0,0,0,0,8,42,140,35,26,0,3,3,3
2805,277,0,0,0,0,20,28,87,35,6,0,4,14,15
2806,53,0,0,0,0,12,4,14,10,0,0,5,0,0
2807,35,0,0,0,1,1,17,16,0,0,0,0,0,0
2808,101,0,0,0,0,9,17,15,23,0,0,12,4,1
2809,52,0,0,0,0,4,3,9,12,5,0,3,4,0
2810,201,0,0,0,0,6,19,30,64,5,0,27,2,5
2811,24,0,0,0,0,1,5,10,0,0,0,0,2,1
2812,28,0,0,0,0,2,4,4,9,4,0,0,0,0
2813,19,0,0,0,0,0,3,4,4,1,0,0,2,1
2814,169,0,0,0,0,8,18,16,61,9,0,15,19,5
2815,237,0,0,0,0,7,25,30,67,15,0,11,42,20
2816,20,0,0,0,0,3,2,6,7,0,0,1,0,0
2817,86,0,0,0,0,1,10,20,27,4,0,6,0,3
2818,70,0,0,0,0,0,8,10,32,6,0,4,0,1
2819,25,0,0,0,0,0,4,4,10,2,0,2,0,0
2820,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2821,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2822,96,0,0,0,0,13,7,15,20,11,0,6,8,2
2823,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2824,59,0,0,0,0,2,15,10,16,0,0,0,2,0
2825,52,0,0,0,0,5,10,10,12,5,0,0,0,0
2826,61,0,0,0,0,4,19,15,6,0,0,1,0,0
2827,131,0,0,0,0,14,17,15,40,7,0,4,0,0
2828,127,0,0,0,0,8,21,15,38,7,0,0,0,0
2829,18,0,0,0,0,0,3,2,5,0,0,0,0,0
2830,50,0,0,0,0,0,6,7,16,0,0,5,3,0
2831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2832,12,0,0,0,0,0,0,1,2,2,0,0,3,0
2833,30,0,0,0,0,3,6,3,10,2,0,0,0,0
2834,23,0,0,0,0,3,6,5,2,1,0,0,0,0
2835,24,0,0,0,0,3,7,8,4,0,0,0,0,2
2836,161,0,0,0,0,21,29,29,25,12,0,0,0,0
2837,47,0,0,0,0,0,9,9,14,6,0,0,0,0
2838,99,0,0,0,0,17,8,28,18,5,0,0,0,0
2839,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2840,123,0,0,0,0,9,10,21,65,8,0,0,0,2
2841,22,0,0,0,0,0,6,6,7,0,0,0,0,2
2842,27,0,0,0,0,2,2,2,11,2,0,0,0,0
2843,54,0,0,0,0,4,4,7,18,5,0,0,0,0
2844,59,0,0,0,0,5,2,4,13,7,0,0,3,0
2845,43,0,0,0,0,4,3,3,13,8,0,0,3,0
2846,163,0,0,0,0,11,20,18,43,11,0,4,7,3
2847,13,0,0,0,0,1,2,1,6,0,0,0,0,0
2848,52,0,0,0,0,7,5,6,7,7,0,0,4,4
2849,42,0,0,0,0,3,6,2,17,8,0,0,0,0
2850,59,0,0,0,0,3,6,7,22,3,0,5,0,0
2851,32,0,0,0,0,5,6,5,10,3,0,0,0,0
2852,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2853,8,0,0,0,0,2,0,1,2,0,0,0,0,0
2854,34,0,0,0,0,5,6,6,4,2,0,0,3,0
2855,27,0,0,0,0,10,8,4,1,1,0,0,0,0
2856,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2857,19,0,0,0,0,5,5,4,3,1,0,0,0,0
2858,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2859,8,0,0,0,0,0,0,3,3,2,0,0,0,0
2860,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2861,88,0,0,0,0,9,8,17,22,18,0,2,2,0
2862,213,0,0,0,0,7,22,38,59,29,0,9,3,1
2863,63,0,0,0,0,0,9,9,18,5,0,0,6,0
2864,151,0,0,0,0,24,33,32,26,4,0,0,12,1
2865,69,0,0,0,0,5,10,14,11,2,0,0,1,0
2866,3,0,0,0,0,0,0,1,2,0,0,0,0,0
2867,3,0,0,0,0,0,1,1,1,0,0,0,0,0
2868,83,0,0,0,0,4,12,16,11,6,0,0,23,1
2869,54,0,0,0,0,1,9,9,13,0,0,4,4,2
2870,37,0,0,0,0,1,4,15,6,5,0,0,1,0
2871,36,0,0,0,0,1,8,6,12,0,0,0,3,2
2872,64,0,0,0,0,3,14,11,15,0,0,4,6,1
2873,39,0,0,0,0,0,0,10,15,0,0,3,5,3
2874,438,0,0,0,0,12,35,54,56,12,0,31,111,78
2875,175,0,0,0,0,0,10,19,24,10,0,33,33,34
2876,196,0,0,0,0,1,7,22,33,8,0,28,50,33
2877,114,0,0,0,0,1,5,7,5,9,0,19,30,25
2878,89,0,0,0,0,0,9,14,22,4,0,3,15,7
2879,26,0,0,0,0,0,2,4,3,0,0,0,8,3
2880,23,0,0,0,0,0,0,3,6,0,0,4,6,3
2881,27,0,0,0,0,0,4,1,5,0,0,5,3,7
2882,53,0,0,0,0,1,11,6,6,0,0,6,10,10
2883,63,0,0,0,0,2,4,10,8,3,0,7,11,14
2884,34,0,0,0,0,1,5,5,5,5,0,0,2,1
2885,84,0,0,0,0,2,5,11,17,0,0,18,15,6
2886,15,0,0,0,0,0,0,2,5,2,0,1,0,0
2887,24,0,0,0,0,0,4,5,8,0,0,2,0,0
2888,231,0,0,0,1,11,12,10,129,12,0,16,7,5
2889,138,0,0,0,0,7,15,30,31,9,0,6,10,4
2890,167,0,0,0,0,21,16,25,38,1,0,23,11,12
2891,58,0,0,0,0,2,6,11,16,2,0,2,3,7
2892,111,0,0,0,0,15,13,13,21,2,0,11,9,0
2893,126,0,0,0,0,5,13,26,53,7,0,11,0,2
2894,25,0,0,0,0,5,3,9,5,0,0,0,0,0
2895,61,0,0,0,0,6,4,26,6,7,0,0,0,1
2896,89,0,0,0,0,4,5,26,19,14,0,0,0,0
2897,230,0,0,0,0,9,28,58,33,16,0,3,0,0
2898,143,0,0,0,2,14,21,32,47,6,0,0,2,0
2899,8,0,0,0,0,0,2,2,1,0,0,0,1,0
2900,26,0,0,0,0,2,2,5,4,2,0,0,2,0
2901,106,0,0,0,1,11,9,15,22,11,0,7,3,0
2902,8,0,0,0,0,1,1,1,2,0,0,0,0,0
2903,71,0,0,0,0,2,12,12,20,0,0,3,3,0
2904,86,0,0,0,0,5,17,10,21,7,0,2,0,0
2905,39,0,0,0,0,1,8,10,42,3,0,0,0,0
2906,150,0,0,0,0,11,21,32,29,12,0,0,3,0
2907,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2910,11,0,0,0,0,1,3,1,2,0,0,0,3,0
2911,11,0,0,0,0,1,2,4,0,0,0,0,0,0
2912,40,0,0,0,1,2,5,5,14,3,0,0,0,2
2913,211,0,0,0,2,61,22,56,5,4,0,4,14,6
2914,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2915,65,0,0,0,0,8,4,20,6,6,0,0,5,0
2916,68,0,0,0,0,17,3,15,5,4,0,6,0,3
2917,461,0,0,0,0,141,37,133,22,11,0,7,11,5
2918,515,0,0,0,24,237,51,147,11,9,0,7,5,4
2919,269,0,0,1,13,161,19,41,4,2,0,3,4,4
2920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2923,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2925,117,0,0,0,0,17,8,53,4,10,0,1,4,0
2926,67,0,0,0,0,24,4,20,1,6,0,0,5,0
2927,106,0,0,0,0,13,7,39,6,11,1,0,3,6
2928,96,0,0,0,0,39,5,32,3,8,0,0,0,2
2929,87,0,0,0,4,21,12,36,1,3,0,2,0,1
2930,71,0,0,0,0,12,3,25,0,0,0,3,7,6
2931,377,0,0,0,9,129,29,163,4,2,0,4,2,1
2932,29,0,0,0,0,16,4,3,0,0,0,0,1,3
2933,131,0,0,0,0,48,10,34,9,4,0,0,3,2
2934,113,0,0,0,0,27,6,42,3,8,0,0,3,3
2935,199,0,0,0,2,48,21,81,5,3,0,1,4,4
2936,115,0,0,0,0,24,4,50,0,0,1,3,7,9
2937,141,0,0,0,0,40,19,47,10,2,0,0,0,9
2938,175,0,0,0,2,42,1,70,6,0,0,0,4,5
2939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2940,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2943,211,0,0,0,11,37,24,30,25,0,0,14,28,7
2944,125,0,0,0,0,25,4,24,8,0,0,8,30,10
2945,25,0,0,0,0,9,7,4,3,0,0,0,0,0
2946,74,0,0,0,3,12,9,19,10,4,0,3,4,0
2947,101,0,0,0,0,9,8,33,10,6,0,0,3,3
2948,67,0,0,0,0,2,7,19,8,2,0,0,6,6
2949,98,0,0,0,0,8,4,28,16,6,0,6,11,0
2950,94,0,0,0,0,12,9,18,10,8,0,2,9,4
2951,40,0,0,0,0,11,6,8,6,0,0,0,0,0
2952,101,0,0,0,1,11,10,21,11,4,0,0,8,7
2953,60,0,0,0,0,14,8,18,9,0,0,0,0,2
2954,183,0,0,0,1,7,32,53,17,6,0,3,5,9
2955,83,0,0,0,0,4,8,17,9,0,0,0,3,6
2956,67,0,0,0,0,16,7,25,5,0,0,0,0,0
2957,230,0,0,0,0,6,23,79,27,9,0,2,5,3
2958,158,0,0,0,0,1,28,57,15,7,0,0,1,2
2959,38,0,0,0,0,0,2,18,7,0,0,0,0,1
2960,71,0,0,0,0,16,10,23,5,2,2,0,3,2
