SSN,Code,Variable,Where
2093,113,macroComplexNum,NA
2094,61,presPaTz,NA
2094,61,presMcTl,NA
2094,61,presXlMt,NA
2094,38,func1PMic,NA
2094,3,func1McTl,NA
2094,3,func1XlMe,NA
2094,38,func1Oxto,NA
2094,40,arch1PMic,NA
2094,1,arch1McTl,NA
2094,1,arch1XlMe,NA
2094,40,arch1Oxto,NA
2094,43,funcResPaTz,NA
2094,43,funcResMcTl,NA
2094,43,funcResXlMt,NA
2094,52,funcIntPaTz,NA
2094,52,funcIntMcTl,NA
2094,52,funcIntXlMt,NA
2094,57,archInt1PaTz,NA
2094,57,archInt1McTl,NA
2094,57,archInt1XlMt,NA
2094,70,neighborhoodChar,NA
2094,108,complexNum,NA
2094,113,macroComplexNum,NA
2095,38,func1PMic,NA
2095,23,func1McTl,NA
2095,23,func1XlMe,NA
2095,38,func1Oxto,NA
2095,40,arch1PMic,NA
2095,24,arch1McTl,NA
2095,24,arch1XlMe,NA
2095,40,arch1Oxto,NA
2095,43,funcResPaTz,NA
2095,43,funcResMcTl,NA
2095,43,funcResXlMt,NA
2095,43,funcTmpPaTz,NA
2095,43,funcTmpMcTl,NA
2095,43,funcTmpXlMt,NA
2095,52,funcIntPaTz,NA
2095,52,funcIntMcTl,NA
2095,52,funcIntXlMt,NA
2095,57,archInt1PaTz,NA
2095,57,archInt1McTl,NA
2095,57,archInt1XlMt,NA
2095,70,neighborhoodChar,NA
2095,109,complexNum,NA
2096,61,presPaTz,NA
2096,61,presMcTl,NA
2096,61,presXlMt,NA
2096,6,func1PMic,NA
2096,3,func1McTl,NA
2096,3,func1XlMe,NA
2096,38,func1Oxto,NA
2096,2,arch1PMic,NA
2096,2,arch1McTl,NA
2096,2,arch1XlMe,NA
2096,40,arch1Oxto,NA
2096,43,funcResPaTz,NA
2096,43,funcResMcTl,NA
2096,43,funcResXlMt,NA
2096,43,funcTmpPaTz,NA
2096,43,funcTmpMcTl,NA
2096,43,funcTmpXlMt,NA
2096,57,archInt1PaTz,NA
2096,59,archInt1McTl,NA
2096,59,archInt1XlMt,NA
2096,70,neighborhoodChar,NA
2096,113,macroComplexNum,NA
2097,61,presPaTz,NA
2097,61,presMcTl,NA
2097,61,presXlMt,NA
2097,14,func1PMic,NA
2097,14,func1McTl,NA
2097,14,func1XlMe,NA
2097,38,func1Oxto,NA
2097,14,arch1PMic,NA
2097,14,arch1McTl,NA
2097,14,arch1XlMe,NA
2097,40,arch1Oxto,NA
2097,43,funcResPaTz,NA
2097,43,funcResMcTl,NA
2097,43,funcResXlMt,NA
2097,43,funcTmpPaTz,NA
2097,43,funcTmpMcTl,NA
2097,43,funcTmpXlMt,NA
2097,57,archInt1PaTz,NA
2097,59,archInt1McTl,NA
2097,59,archInt1XlMt,NA
2097,70,neighborhoodChar,NA
2097,113,macroComplexNum,NA
2098,6,func1PMic,NA
2098,3,func1McTl,NA
2098,3,func1XlMe,NA
2098,38,func1Oxto,NA
2098,2,arch1PMic,NA
2098,1,arch1McTl,NA
2098,1,arch1XlMe,NA
2098,40,arch1Oxto,NA
2098,43,funcResPaTz,NA
2098,43,funcResMcTl,NA
2098,43,funcResXlMt,NA
2098,43,funcTmpPaTz,NA
2098,43,funcTmpMcTl,NA
2098,43,funcTmpXlMt,NA
2098,57,archInt1PaTz,NA
2098,59,archInt1McTl,NA
2098,59,archInt1XlMt,NA
2098,70,neighborhoodChar,NA
2099,22,func1PMic,NA
2099,22,func1McTl,NA
2099,22,func1XlMe,NA
2099,38,func1Oxto,NA
2099,26,arch1PMic,NA
2099,26,arch1McTl,NA
2099,26,arch1XlMe,NA
2099,40,arch1Oxto,NA
2099,15,arch2PMic,NA
2099,15,arch2McTl,NA
2099,15,arch2XlMe,NA
2099,43,funcCivPaTz,NA
2099,43,funcCivMcTl,NA
2099,43,funcCivXlMt,NA
2099,16,funcOthXlMt,NA
2099,43,funcResPaTz,NA
2099,43,funcResMcTl,NA
2099,43,funcResXlMt,NA
2099,43,funcTmpPaTz,NA
2099,43,funcTmpMcTl,NA
2099,43,funcTmpXlMt,NA
2099,52,funcIntPaTz,NA
2099,52,funcIntMcTl,NA
2099,52,funcIntXlMt,NA
2099,57,archInt1PaTz,NA
2099,57,archInt1McTl,NA
2099,57,archInt1XlMt,NA
2099,15,func2PMic,NA
2099,15,func2McTl,NA
2099,15,func2XlMe,NA
2099,70,neighborhoodChar,NA
2099,110,complexNum,NA
2100,14,func1PMic,NA
2100,14,func1McTl,NA
2100,14,func1XlMe,NA
2100,38,func1Oxto,NA
2100,14,arch1PMic,NA
2100,14,arch1McTl,NA
2100,14,arch1XlMe,NA
2100,40,arch1Oxto,NA
2100,43,ceramicKrotser,NA
2100,43,figurineConcBarbour,NA
2100,43,funcCivPaTz,NA
2100,43,funcCivMcTl,NA
2100,43,funcCivXlMt,NA
2100,16,funcOthXlMt,NA
2100,43,funcResPaTz,NA
2100,43,funcResMcTl,NA
2100,43,funcResXlMt,NA
2100,43,funcTmpPaTz,NA
2100,43,funcTmpMcTl,NA
2100,43,funcTmpXlMt,NA
2100,52,funcIntPaTz,NA
2100,52,funcIntMcTl,NA
2100,52,funcIntXlMt,NA
2100,57,archInt1PaTz,NA
2100,57,archInt1McTl,NA
2100,57,archInt1XlMt,NA
2100,70,neighborhoodChar,NA
2100,110,complexNum,NA
2101,16,func1PMic,NA
2101,16,func1McTl,NA
2101,16,func1XlMe,NA
2101,38,func1Oxto,NA
2101,14,arch1PMic,NA
2101,14,arch1McTl,NA
2101,14,arch1XlMe,NA
2101,40,arch1Oxto,NA
2101,43,funcCivPaTz,NA
2101,43,funcCivMcTl,NA
2101,43,funcCivXlMt,NA
2101,16,funcOthXlMt,NA
2101,43,funcResPaTz,NA
2101,43,funcResMcTl,NA
2101,43,funcResXlMt,NA
2101,43,funcTmpPaTz,NA
2101,43,funcTmpMcTl,NA
2101,43,funcTmpXlMt,NA
2101,52,funcIntPaTz,NA
2101,52,funcIntMcTl,NA
2101,52,funcIntXlMt,NA
2101,57,archInt1PaTz,NA
2101,57,archInt1McTl,NA
2101,57,archInt1XlMt,NA
2101,70,neighborhoodChar,NA
2101,110,complexNum,NA
2102,6,func1PMic,NA
2102,4,func1McTl,NA
2102,4,func1XlMe,NA
2102,38,func1Oxto,NA
2102,2,arch1PMic,NA
2102,1,arch1McTl,NA
2102,1,arch1XlMe,NA
2102,40,arch1Oxto,NA
2102,43,funcCivPaTz,NA
2102,43,funcCivMcTl,NA
2102,43,funcCivXlMt,NA
2102,16,funcOthXlMt,NA
2102,43,funcResPaTz,NA
2102,43,funcResMcTl,NA
2102,43,funcResXlMt,NA
2102,43,funcTmpPaTz,NA
2102,43,funcTmpMcTl,NA
2102,43,funcTmpXlMt,NA
2102,52,funcIntPaTz,NA
2102,52,funcIntMcTl,NA
2102,52,funcIntXlMt,NA
2102,57,archInt1PaTz,NA
2102,57,archInt1McTl,NA
2102,57,archInt1XlMt,NA
2102,70,neighborhoodChar,NA
2102,110,complexNum,NA
2103,60,presPaTz,NA
2103,60,presMcTl,NA
2103,60,presXlMt,NA
2103,16,func1PMic,NA
2103,16,func1McTl,NA
2103,16,func1XlMe,NA
2103,38,func1Oxto,NA
2103,14,arch1PMic,NA
2103,14,arch1McTl,NA
2103,14,arch1XlMe,NA
2103,40,arch1Oxto,NA
2103,52,MfuncIntPaTz,NA
2103,52,MfuncIntMcTl,NA
2103,52,MfuncIntXlMt,NA
2103,70,neighborhoodChar,NA
2104,65,obsidianField,NA
2104,6,func1PMic,NA
2104,4,func1McTl,NA
2104,4,func1XlMe,NA
2104,38,func1Oxto,NA
2104,2,arch1PMic,NA
2104,1,arch1McTl,NA
2104,1,arch1XlMe,NA
2104,40,arch1Oxto,NA
2104,11,func2PMic,NA
2104,11,func2McTl,NA
2104,11,func2XlMe,NA
2104,70,neighborhoodChar,NA
2105,6,func1PMic,NA
2105,4,func1McTl,NA
2105,4,func1XlMe,NA
2105,38,func1Oxto,NA
2105,2,arch1PMic,NA
2105,1,arch1McTl,NA
2105,1,arch1XlMe,NA
2105,40,arch1Oxto,NA
2105,70,neighborhoodChar,NA
2106,38,func1PMic,NA
2106,4,func1McTl,NA
2106,4,func1XlMe,NA
2106,38,func1Oxto,NA
2106,40,arch1PMic,NA
2106,1,arch1McTl,NA
2106,1,arch1XlMe,NA
2106,40,arch1Oxto,NA
2106,70,neighborhoodChar,NA
2107,6,func1PMic,NA
2107,4,func1McTl,NA
2107,4,func1XlMe,NA
2107,38,func1Oxto,NA
2107,2,arch1PMic,NA
2107,1,arch1McTl,NA
2107,1,arch1XlMe,NA
2107,40,arch1Oxto,NA
2107,43,figurineConcBarbour,NA
2107,70,neighborhoodChar,NA
2108,61,presPaTz,NA
2108,61,presMcTl,NA
2108,61,presXlMt,NA
2108,23,func1PMic,NA
2108,22,func1McTl,NA
2108,22,func1XlMe,NA
2108,38,func1Oxto,NA
2108,21,arch1PMic,NA
2108,26,arch1McTl,NA
2108,26,arch1XlMe,NA
2108,40,arch1Oxto,NA
2108,43,funcResPaTz,NA
2108,43,funcResMcTl,NA
2108,43,funcResXlMt,NA
2108,43,funcTmpPaTz,NA
2108,43,funcTmpMcTl,NA
2108,43,funcTmpXlMt,NA
2108,50,funcIntPaTz,NA
2108,50,funcIntMcTl,NA
2108,50,funcIntXlMt,NA
2108,54,archInt1PaTz,NA
2108,54,archInt1McTl,NA
2108,54,archInt1XlMt,NA
2108,70,neighborhoodChar,NA
2108,112,complexNum,NA
2108,113,macroComplexNum,NA
2109,61,presPaTz,NA
2109,61,presMcTl,NA
2109,61,presXlMt,NA
2109,23,func1PMic,NA
2109,22,func1McTl,NA
2109,22,func1XlMe,NA
2109,38,func1Oxto,NA
2109,21,arch1PMic,NA
2109,26,arch1McTl,NA
2109,26,arch1XlMe,NA
2109,40,arch1Oxto,NA
2109,43,funcResPaTz,NA
2109,43,funcResMcTl,NA
2109,43,funcResXlMt,NA
2109,43,funcTmpPaTz,NA
2109,43,funcTmpMcTl,NA
2109,43,funcTmpXlMt,NA
2109,50,funcIntPaTz,NA
2109,50,funcIntMcTl,NA
2109,50,funcIntXlMt,NA
2109,54,archInt1PaTz,NA
2109,54,archInt1McTl,NA
2109,54,archInt1XlMt,NA
2109,70,neighborhoodChar,NA
2109,112,complexNum,NA
2109,113,macroComplexNum,NA
2110,61,presPaTz,NA
2110,61,presMcTl,NA
2110,61,presXlMt,NA
2110,23,func1PMic,NA
2110,22,func1McTl,NA
2110,22,func1XlMe,NA
2110,0,func1Oxto,Missing
2110,21,arch1PMic,NA
2110,26,arch1McTl,NA
2110,26,arch1XlMe,NA
2110,40,arch1Oxto,NA
2110,43,funcResPaTz,NA
2110,43,funcResMcTl,NA
2110,43,funcResXlMt,NA
2110,43,funcTmpPaTz,NA
2110,43,funcTmpMcTl,NA
2110,43,funcTmpXlMt,NA
2110,50,funcIntPaTz,NA
2110,50,funcIntMcTl,NA
2110,50,funcIntXlMt,NA
2110,54,archInt1PaTz,NA
2110,54,archInt1McTl,NA
2110,54,archInt1XlMt,NA
2110,70,neighborhoodChar,NA
2110,112,complexNum,NA
2110,113,macroComplexNum,NA
2111,38,func1PMic,NA
2111,4,func1McTl,NA
2111,4,func1XlMe,NA
2111,38,func1Oxto,NA
2111,40,arch1PMic,NA
2111,1,arch1McTl,NA
2111,1,arch1XlMe,NA
2111,40,arch1Oxto,NA
2111,70,neighborhoodChar,NA
2112,4,func1PMic,NA
2112,4,func1McTl,NA
2112,4,func1XlMe,NA
2112,38,func1Oxto,NA
2112,2,arch1PMic,NA
2112,1,arch1McTl,NA
2112,1,arch1XlMe,NA
2112,40,arch1Oxto,NA
2112,70,neighborhoodChar,NA
2113,6,func1PMic,NA
2113,4,func1McTl,NA
2113,4,func1XlMe,NA
2113,6,func1Oxto,NA
2113,2,arch1PMic,NA
2113,1,arch1McTl,NA
2113,1,arch1XlMe,NA
2113,2,arch1Oxto,NA
2113,43,figurineConcBarbour,NA
2113,68,obsidianSpencePhase1,NA
2113,70,neighborhoodChar,NA
2114,14,func1PMic,NA
2114,14,func1McTl,NA
2114,14,func1XlMe,NA
2114,38,func1Oxto,NA
2114,14,arch1PMic,NA
2114,14,arch1McTl,NA
2114,14,arch1XlMe,NA
2114,40,arch1Oxto,NA
2114,70,neighborhoodChar,NA
2115,61,presPaTz,NA
2115,61,presMcTl,NA
2115,61,presXlMt,NA
2115,6,func1PMic,NA
2115,3,func1McTl,NA
2115,3,func1XlMe,NA
2115,38,func1Oxto,NA
2115,2,arch1PMic,NA
2115,1,arch1McTl,NA
2115,1,arch1XlMe,NA
2115,40,arch1Oxto,NA
2115,52,MfuncIntPaTz,NA
2115,52,MfuncIntMcTl,NA
2115,52,MfuncIntXlMt,NA
2115,59,archInt1McTl,NA
2115,59,archInt1XlMt,NA
2115,70,neighborhoodChar,NA
2115,113,macroComplexNum,NA
2116,61,presPaTz,NA
2116,61,presMcTl,NA
2116,61,presXlMt,NA
2116,6,func1PMic,NA
2116,3,func1McTl,NA
2116,3,func1XlMe,NA
2116,38,func1Oxto,NA
2116,2,arch1PMic,NA
2116,1,arch1McTl,NA
2116,1,arch1XlMe,NA
2116,40,arch1Oxto,NA
2116,52,MfuncIntPaTz,NA
2116,52,MfuncIntMcTl,NA
2116,52,MfuncIntXlMt,NA
2116,59,archInt1McTl,NA
2116,59,archInt1XlMt,NA
2116,70,neighborhoodChar,NA
2116,113,macroComplexNum,NA
2117,61,presPaTz,NA
2117,61,presMcTl,NA
2117,61,presXlMt,NA
2117,14,func1PMic,NA
2117,14,func1McTl,NA
2117,14,func1XlMe,NA
2117,38,func1Oxto,NA
2117,14,arch1PMic,NA
2117,14,arch1McTl,NA
2117,14,arch1XlMe,NA
2117,40,arch1Oxto,NA
2117,31,arch2PMic,NA
2117,31,arch2McTl,NA
2117,31,arch2XlMe,NA
2117,52,MfuncIntPaTz,NA
2117,52,MfuncIntMcTl,NA
2117,52,MfuncIntXlMt,NA
2117,59,archInt1McTl,NA
2117,59,archInt1XlMt,NA
2117,31,func2PMic,NA
2117,31,func2McTl,NA
2117,31,func2XlMe,NA
2117,70,neighborhoodChar,NA
2117,113,macroComplexNum,NA
2118,61,presPaTz,NA
2118,61,presMcTl,NA
2118,61,presXlMt,NA
2118,31,func1PMic,NA
2118,31,func1McTl,NA
2118,31,func1XlMe,NA
2118,0,func1Oxto,Missing
2118,31,arch1PMic,NA
2118,31,arch1McTl,NA
2118,31,arch1XlMe,NA
2118,40,arch1Oxto,NA
2118,59,archInt1McTl,NA
2118,59,archInt1XlMt,NA
2118,113,macroComplexNum,NA
2119,61,presPaTz,NA
2119,61,presMcTl,NA
2119,61,presXlMt,NA
2119,23,func1PMic,NA
2119,23,func1McTl,NA
2119,23,func1XlMe,NA
2119,0,func1Oxto,Missing
2119,24,arch1PMic,NA
2119,24,arch1McTl,NA
2119,24,arch1XlMe,NA
2119,40,arch1Oxto,NA
2119,49,funcIntPaTz,NA
2119,49,funcIntMcTl,NA
2119,49,funcIntXlMt,NA
2119,57,archInt1McTl,NA
2119,57,archInt1XlMt,NA
2119,70,neighborhoodChar,NA
2119,101,complexNum,NA
2119,113,macroComplexNum,NA
2120,61,presPaTz,NA
2120,61,presMcTl,NA
2120,61,presXlMt,NA
2120,23,func1PMic,NA
2120,22,func1McTl,NA
2120,22,func1XlMe,NA
2120,38,func1Oxto,NA
2120,21,arch1PMic,NA
2120,26,arch1McTl,NA
2120,26,arch1XlMe,NA
2120,40,arch1Oxto,NA
2120,52,MfuncIntPaTz,NA
2120,52,MfuncIntMcTl,NA
2120,52,MfuncIntXlMt,NA
2120,43,funcResPaTz,NA
2120,43,funcResMcTl,NA
2120,43,funcResXlMt,NA
2120,29,funcTmpPaTz,NA
2120,29,funcTmpMcTl,NA
2120,29,funcTmpXlMt,NA
2120,52,funcIntPaTz,NA
2120,52,funcIntMcTl,NA
2120,52,funcIntXlMt,NA
2120,56,archInt1PaTz,NA
2120,56,archInt1McTl,NA
2120,56,archInt1XlMt,NA
2120,70,neighborhoodChar,NA
2120,111,complexNum,NA
2120,113,macroComplexNum,NA
2121,61,presPaTz,NA
2121,61,presMcTl,NA
2121,61,presXlMt,NA
2121,23,func1PMic,NA
2121,22,func1McTl,NA
2121,22,func1XlMe,NA
2121,38,func1Oxto,NA
2121,21,arch1PMic,NA
2121,26,arch1McTl,NA
2121,26,arch1XlMe,NA
2121,40,arch1Oxto,NA
2121,52,MfuncIntPaTz,NA
2121,52,MfuncIntMcTl,NA
2121,52,MfuncIntXlMt,NA
2121,43,funcResPaTz,NA
2121,43,funcResMcTl,NA
2121,43,funcResXlMt,NA
2121,29,funcTmpPaTz,NA
2121,29,funcTmpMcTl,NA
2121,29,funcTmpXlMt,NA
2121,52,funcIntPaTz,NA
2121,52,funcIntMcTl,NA
2121,52,funcIntXlMt,NA
2121,56,archInt1PaTz,NA
2121,56,archInt1McTl,NA
2121,56,archInt1XlMt,NA
2121,70,neighborhoodChar,NA
2121,111,complexNum,NA
2121,113,macroComplexNum,NA
2122,61,presPaTz,NA
2122,61,presMcTl,NA
2122,61,presXlMt,NA
2122,6,func1PMic,NA
2122,3,func1McTl,NA
2122,3,func1XlMe,NA
2122,38,func1Oxto,NA
2122,2,arch1PMic,NA
2122,1,arch1McTl,NA
2122,1,arch1XlMe,NA
2122,40,arch1Oxto,NA
2122,52,MfuncIntPaTz,NA
2122,52,MfuncIntMcTl,NA
2122,52,MfuncIntXlMt,NA
2122,43,funcResPaTz,NA
2122,43,funcResMcTl,NA
2122,43,funcResXlMt,NA
2122,29,funcTmpPaTz,NA
2122,29,funcTmpMcTl,NA
2122,29,funcTmpXlMt,NA
2122,52,funcIntPaTz,NA
2122,52,funcIntMcTl,NA
2122,52,funcIntXlMt,NA
2122,56,archInt1PaTz,NA
2122,56,archInt1McTl,NA
2122,56,archInt1XlMt,NA
2122,70,neighborhoodChar,NA
2122,111,complexNum,NA
2122,113,macroComplexNum,NA
2123,61,presPaTz,NA
2123,61,presMcTl,NA
2123,61,presXlMt,NA
2123,6,func1PMic,NA
2123,3,func1McTl,NA
2123,3,func1XlMe,NA
2123,38,func1Oxto,NA
2123,2,arch1PMic,NA
2123,1,arch1McTl,NA
2123,1,arch1XlMe,NA
2123,40,arch1Oxto,NA
2123,52,MfuncIntPaTz,NA
2123,52,MfuncIntMcTl,NA
2123,52,MfuncIntXlMt,NA
2123,43,funcResPaTz,NA
2123,43,funcResMcTl,NA
2123,43,funcResXlMt,NA
2123,29,funcTmpPaTz,NA
2123,29,funcTmpMcTl,NA
2123,29,funcTmpXlMt,NA
2123,52,funcIntPaTz,NA
2123,52,funcIntMcTl,NA
2123,52,funcIntXlMt,NA
2123,56,archInt1PaTz,NA
2123,56,archInt1McTl,NA
2123,56,archInt1XlMt,NA
2123,70,neighborhoodChar,NA
2123,111,complexNum,NA
2123,113,macroComplexNum,NA
2124,61,presPaTz,NA
2124,61,presMcTl,NA
2124,61,presXlMt,NA
2124,23,func1PMic,NA
2124,22,func1McTl,NA
2124,22,func1XlMe,NA
2124,0,func1Oxto,Missing
2124,24,arch1PMic,NA
2124,26,arch1McTl,NA
2124,26,arch1XlMe,NA
2124,40,arch1Oxto,NA
2124,52,funcIntPaTz,NA
2124,52,funcIntMcTl,NA
2124,52,funcIntXlMt,NA
2124,53,archInt1McTl,NA
2124,53,archInt1XlMt,NA
2124,70,neighborhoodChar,NA
2124,100,complexNum,NA
2124,113,macroComplexNum,NA
2125,61,presPaTz,NA
2125,61,presMcTl,NA
2125,61,presXlMt,NA
2125,23,func1PMic,NA
2125,22,func1McTl,NA
2125,22,func1XlMe,NA
2125,38,func1Oxto,NA
2125,0,arch1PMic,Missing
2125,26,arch1McTl,NA
2125,26,arch1XlMe,NA
2125,40,arch1Oxto,NA
2125,52,MfuncIntPaTz,NA
2125,52,MfuncIntMcTl,NA
2125,52,MfuncIntXlMt,NA
2125,43,funcResPaTz,NA
2125,43,funcResMcTl,NA
2125,43,funcResXlMt,NA
2125,29,funcTmpPaTz,NA
2125,29,funcTmpMcTl,NA
2125,29,funcTmpXlMt,NA
2125,52,funcIntPaTz,NA
2125,52,funcIntMcTl,NA
2125,52,funcIntXlMt,NA
2125,53,archInt1PaTz,NA
2125,53,archInt1McTl,NA
2125,53,archInt1XlMt,NA
2125,70,neighborhoodChar,NA
2125,100,complexNum,NA
2125,113,macroComplexNum,NA
2126,61,presPaTz,NA
2126,61,presMcTl,NA
2126,61,presXlMt,NA
2126,23,func1PMic,NA
2126,22,func1McTl,NA
2126,22,func1XlMe,NA
2126,0,func1Oxto,Missing
2126,24,arch1PMic,NA
2126,26,arch1McTl,NA
2126,26,arch1XlMe,NA
2126,40,arch1Oxto,NA
2126,52,funcIntPaTz,NA
2126,52,funcIntMcTl,NA
2126,52,funcIntXlMt,NA
2126,53,archInt1McTl,NA
2126,53,archInt1XlMt,NA
2126,100,complexNum,NA
2126,113,macroComplexNum,NA
2127,61,presPaTz,NA
2127,61,presMcTl,NA
2127,61,presXlMt,NA
2127,23,func1PMic,NA
2127,23,func1McTl,NA
2127,23,func1XlMe,NA
2127,0,func1Oxto,Missing
2127,24,arch1PMic,NA
2127,24,arch1McTl,NA
2127,24,arch1XlMe,NA
2127,40,arch1Oxto,NA
2127,52,funcIntPaTz,NA
2127,52,funcIntMcTl,NA
2127,52,funcIntXlMt,NA
2127,53,archInt1McTl,NA
2127,53,archInt1XlMt,NA
2127,70,neighborhoodChar,NA
2127,100,complexNum,NA
2127,113,macroComplexNum,NA
2128,61,presPaTz,NA
2128,61,presMcTl,NA
2128,61,presXlMt,NA
2128,6,func1PMic,NA
2128,3,func1McTl,NA
2128,3,func1XlMe,NA
2128,38,func1Oxto,NA
2128,2,arch1PMic,NA
2128,1,arch1McTl,NA
2128,1,arch1XlMe,NA
2128,40,arch1Oxto,NA
2128,52,MfuncIntPaTz,NA
2128,52,MfuncIntMcTl,NA
2128,52,MfuncIntXlMt,NA
2128,43,funcResPaTz,NA
2128,43,funcResMcTl,NA
2128,43,funcResXlMt,NA
2128,29,funcTmpPaTz,NA
2128,29,funcTmpMcTl,NA
2128,29,funcTmpXlMt,NA
2128,52,funcIntPaTz,NA
2128,52,funcIntMcTl,NA
2128,52,funcIntXlMt,NA
2128,53,archInt1PaTz,NA
2128,53,archInt1McTl,NA
2128,53,archInt1XlMt,NA
2128,70,neighborhoodChar,NA
2128,100,complexNum,NA
2128,113,macroComplexNum,NA
2129,61,presPaTz,NA
2129,61,presMcTl,NA
2129,61,presXlMt,NA
2129,22,func1PMic,NA
2129,22,func1McTl,NA
2129,22,func1XlMe,NA
2129,0,func1Oxto,Missing
2129,24,arch1PMic,NA
2129,24,arch1McTl,NA
2129,24,arch1XlMe,NA
2129,40,arch1Oxto,NA
2129,52,funcIntPaTz,NA
2129,52,funcIntMcTl,NA
2129,52,funcIntXlMt,NA
2129,53,archInt1McTl,NA
2129,53,archInt1XlMt,NA
2129,70,neighborhoodChar,NA
2129,100,complexNum,NA
2129,113,macroComplexNum,NA
2130,61,presPaTz,NA
2130,61,presMcTl,NA
2130,61,presXlMt,NA
2130,0,func1PMic,Missing
2130,0,func1XlMe,Missing
2130,0,func1Oxto,Missing
2130,2,arch1PMic,NA
2130,1,arch1McTl,NA
2130,1,arch1XlMe,NA
2130,40,arch1Oxto,NA
2130,52,funcIntPaTz,NA
2130,52,funcIntMcTl,NA
2130,52,funcIntXlMt,NA
2130,53,archInt1McTl,NA
2130,53,archInt1XlMt,NA
2130,70,neighborhoodChar,NA
2130,100,complexNum,NA
2130,113,macroComplexNum,NA
2131,61,presPaTz,NA
2131,61,presMcTl,NA
2131,61,presXlMt,NA
2131,6,func1PMic,NA
2131,3,func1McTl,NA
2131,3,func1XlMe,NA
2131,38,func1Oxto,NA
2131,2,arch1PMic,NA
2131,1,arch1McTl,NA
2131,1,arch1XlMe,NA
2131,40,arch1Oxto,NA
2131,52,MfuncIntPaTz,NA
2131,52,MfuncIntMcTl,NA
2131,52,MfuncIntXlMt,NA
2131,43,funcResPaTz,NA
2131,43,funcResMcTl,NA
2131,43,funcResXlMt,NA
2131,43,funcTmpPaTz,NA
2131,43,funcTmpMcTl,NA
2131,43,funcTmpXlMt,NA
2131,52,funcIntPaTz,NA
2131,52,funcIntMcTl,NA
2131,52,funcIntXlMt,NA
2131,54,archInt1PaTz,NA
2131,54,archInt1McTl,NA
2131,54,archInt1XlMt,NA
2131,70,neighborhoodChar,NA
2131,101,complexNum,NA
2131,113,macroComplexNum,NA
2132,61,presPaTz,NA
2132,61,presMcTl,NA
2132,61,presXlMt,NA
2132,23,func1PMic,NA
2132,22,func1McTl,NA
2132,22,func1XlMe,NA
2132,38,func1Oxto,NA
2132,21,arch1PMic,NA
2132,26,arch1McTl,NA
2132,26,arch1XlMe,NA
2132,40,arch1Oxto,NA
2132,52,MfuncIntPaTz,NA
2132,52,MfuncIntMcTl,NA
2132,52,MfuncIntXlMt,NA
2132,43,funcResPaTz,NA
2132,43,funcResMcTl,NA
2132,43,funcResXlMt,NA
2132,43,funcTmpPaTz,NA
2132,43,funcTmpMcTl,NA
2132,43,funcTmpXlMt,NA
2132,52,funcIntPaTz,NA
2132,52,funcIntMcTl,NA
2132,52,funcIntXlMt,NA
2132,54,archInt1PaTz,NA
2132,54,archInt1McTl,NA
2132,54,archInt1XlMt,NA
2132,70,neighborhoodChar,NA
2132,101,complexNum,NA
2132,113,macroComplexNum,NA
2133,61,presPaTz,NA
2133,61,presMcTl,NA
2133,61,presXlMt,NA
2133,14,func1PMic,NA
2133,14,func1McTl,NA
2133,14,func1XlMe,NA
2133,38,func1Oxto,NA
2133,14,arch1PMic,NA
2133,14,arch1McTl,NA
2133,14,arch1XlMe,NA
2133,40,arch1Oxto,NA
2133,24,arch2PMic,NA
2133,24,arch2McTl,NA
2133,24,arch2XlMe,NA
2133,52,MfuncIntPaTz,NA
2133,52,MfuncIntMcTl,NA
2133,52,MfuncIntXlMt,NA
2133,43,funcResPaTz,NA
2133,43,funcResMcTl,NA
2133,43,funcResXlMt,NA
2133,43,funcTmpPaTz,NA
2133,43,funcTmpMcTl,NA
2133,43,funcTmpXlMt,NA
2133,52,funcIntPaTz,NA
2133,52,funcIntMcTl,NA
2133,52,funcIntXlMt,NA
2133,54,archInt1PaTz,NA
2133,54,archInt1McTl,NA
2133,54,archInt1XlMt,NA
2133,42,func2PMic,NA
2133,42,func2McTl,NA
2133,42,func2XlMe,NA
2133,70,neighborhoodChar,NA
2133,101,complexNum,NA
2133,113,macroComplexNum,NA
2134,61,presPaTz,NA
2134,61,presMcTl,NA
2134,61,presXlMt,NA
2134,14,func1PMic,NA
2134,14,func1McTl,NA
2134,14,func1XlMe,NA
2134,38,func1Oxto,NA
2134,14,arch1PMic,NA
2134,14,arch1McTl,NA
2134,14,arch1XlMe,NA
2134,40,arch1Oxto,NA
2134,52,MfuncIntPaTz,NA
2134,52,MfuncIntMcTl,NA
2134,52,MfuncIntXlMt,NA
2134,43,funcResPaTz,NA
2134,43,funcResMcTl,NA
2134,43,funcResXlMt,NA
2134,43,funcTmpPaTz,NA
2134,43,funcTmpMcTl,NA
2134,43,funcTmpXlMt,NA
2134,52,funcIntPaTz,NA
2134,52,funcIntMcTl,NA
2134,52,funcIntXlMt,NA
2134,54,archInt1PaTz,NA
2134,54,archInt1McTl,NA
2134,54,archInt1XlMt,NA
2134,70,neighborhoodChar,NA
2134,101,complexNum,NA
2134,113,macroComplexNum,NA
2135,61,presPaTz,NA
2135,61,presMcTl,NA
2135,61,presXlMt,NA
2135,23,func1PMic,NA
2135,22,func1McTl,NA
2135,22,func1XlMe,NA
2135,38,func1Oxto,NA
2135,21,arch1PMic,NA
2135,26,arch1McTl,NA
