SSN,Count,Variable,Where
2722,0,totMicc,Missing
2722,0,totTlam,Missing
2722,0,totXola,Missing
2722,0,totMete,Missing
2722,0,censerTot,Missing
2722,0,toTot,Missing
2722,0,smoTot,Missing
2722,0,ollaTot,Missing
2722,0,comalTot,Missing
2722,0,nubbinTot,Missing
2722,0,foreignTot,Missing
2722,0,granTot,Missing
2723,6,obsidianTot,NA
2723,1,candTot,NA
2723,83,totAll,NA
2723,4,totTzac,NA
2723,9,totMicc,NA
2723,19,totTlam,NA
2723,14,totXola,NA
2723,14,totMete,NA
2723,8,toTot,NA
2723,4,smoTot,NA
2723,2,ollaTot,NA
2723,2,comalTot,NA
2723,1,nubbinTot,NA
2724,0,obsidianTot,Missing
2724,0,basaltTot,Missing
2724,0,slateTot,Missing
2724,0,shellTot,Missing
2724,0,figTot,Missing
2724,0,candTot,Missing
2724,0,totAll,Missing
2724,0,totPatl,Missing
2724,0,totTzac,Missing
2724,0,totMicc,Missing
2724,0,totTlam,Missing
2724,0,totXola,Missing
2724,0,totMete,Missing
2724,0,censerTot,Missing
2724,0,toTot,Missing
2724,0,smoTot,Missing
2724,0,ollaTot,Missing
2724,0,comalTot,Missing
2724,0,nubbinTot,Missing
2724,0,foreignTot,Missing
2724,0,granTot,Missing
2725,0,obsidianTot,Missing
2725,0,basaltTot,Missing
2725,0,slateTot,Missing
2725,0,shellTot,Missing
2725,0,figTot,Missing
2725,0,candTot,Missing
2725,0,totAll,Missing
2725,0,totPatl,Missing
2725,0,totTzac,Missing
2725,0,totMicc,Missing
2725,0,totTlam,Missing
2725,0,totXola,Missing
2725,0,totMete,Missing
2725,0,censerTot,Missing
2725,0,toTot,Missing
2725,0,smoTot,Missing
2725,0,ollaTot,Missing
2725,0,comalTot,Missing
2725,0,nubbinTot,Missing
2725,0,foreignTot,Missing
2725,0,granTot,Missing
2726,15,obsidianTot,NA
2726,99,totAll,NA
2726,6,totMicc,NA
2726,21,totTlam,NA
2726,24,totXola,NA
2726,9,totMete,NA
2726,2,censerTot,NA
2726,32,toTot,NA
2726,11,smoTot,NA
2726,1,ollaTot,NA
2726,1,comalTot,NA
2726,1,nubbinTot,NA
2726,5,granTot,NA
2727,14,obsidianTot,NA
2727,62,totAll,NA
2727,4,totTzac,NA
2727,8,totMicc,NA
2727,20,totTlam,NA
2727,8,totXola,NA
2727,9,totMete,NA
2727,13,toTot,NA
2727,4,smoTot,NA
2727,1,ollaTot,NA
2727,2,nubbinTot,NA
2727,1,granTot,NA
2728,4,obsidianTot,NA
2728,1,figTot,NA
2728,30,totAll,NA
2728,5,totTzac,NA
2728,5,totMicc,NA
2728,7,totTlam,NA
2728,2,totXola,NA
2728,3,totMete,NA
2728,5,toTot,NA
2728,3,ollaTot,NA
2728,1,granTot,NA
2729,15,obsidianTot,NA
2729,1,candTot,NA
2729,81,totAll,NA
2729,9,totTzac,NA
2729,13,totMicc,NA
2729,25,totTlam,NA
2729,8,totXola,NA
2729,5,totMete,NA
2729,1,censerTot,NA
2729,8,toTot,NA
2729,7,ollaTot,NA
2729,3,comalTot,NA
2729,2,granTot,NA
2730,2,obsidianTot,NA
2730,25,totAll,NA
2730,1,totTzac,NA
2730,12,totTlam,NA
2730,2,totXola,NA
2730,10,toTot,NA
2731,0,obsidianTot,Missing
2731,0,basaltTot,Missing
2731,0,slateTot,Missing
2731,0,shellTot,Missing
2731,0,figTot,Missing
2731,0,candTot,Missing
2731,0,totAll,Missing
2731,0,totPatl,Missing
2731,0,totTzac,Missing
2731,0,totMicc,Missing
2731,0,totTlam,Missing
2731,0,totXola,Missing
2731,0,totMete,Missing
2731,0,censerTot,Missing
2731,0,toTot,Missing
2731,0,smoTot,Missing
2731,0,ollaTot,Missing
2731,0,comalTot,Missing
2731,0,nubbinTot,Missing
2731,0,foreignTot,Missing
2731,0,granTot,Missing
2732,6,obsidianTot,NA
2732,22,totAll,NA
2732,2,totTzac,NA
2732,9,totTlam,NA
2732,1,totXola,NA
2732,4,totMete,NA
2732,6,toTot,NA
2732,1,smoTot,NA
2733,0,obsidianTot,Missing
2733,0,basaltTot,Missing
2733,0,slateTot,Missing
2733,0,shellTot,Missing
2733,0,figTot,Missing
2733,0,candTot,Missing
2733,0,totAll,Missing
2733,0,totPatl,Missing
2733,0,totTzac,Missing
2733,0,totMicc,Missing
2733,0,totTlam,Missing
2733,0,totXola,Missing
2733,0,totMete,Missing
2733,0,censerTot,Missing
2733,0,toTot,Missing
2733,0,smoTot,Missing
2733,0,ollaTot,Missing
2733,0,comalTot,Missing
2733,0,nubbinTot,Missing
2733,0,foreignTot,Missing
2733,0,granTot,Missing
2734,0,obsidianTot,Missing
2734,0,basaltTot,Missing
2734,0,slateTot,Missing
2734,0,shellTot,Missing
2734,0,figTot,Missing
2734,0,candTot,Missing
2734,0,totAll,Missing
2734,0,totPatl,Missing
2734,0,totTzac,Missing
2734,0,totMicc,Missing
2734,0,totTlam,Missing
2734,0,totXola,Missing
2734,0,totMete,Missing
2734,0,censerTot,Missing
2734,0,toTot,Missing
2734,0,smoTot,Missing
2734,0,ollaTot,Missing
2734,0,comalTot,Missing
2734,0,nubbinTot,Missing
2734,0,foreignTot,Missing
2734,0,granTot,Missing
2735,2,obsidianTot,NA
2735,18,totAll,NA
2735,3,totTzac,NA
2735,6,totMicc,NA
2735,8,totTlam,NA
2735,1,toTot,NA
2736,0,obsidianTot,Missing
2736,0,basaltTot,Missing
2736,0,slateTot,Missing
2736,0,shellTot,Missing
2736,0,figTot,Missing
2736,0,candTot,Missing
2736,0,totAll,Missing
2736,0,totPatl,Missing
2736,0,totTzac,Missing
2736,0,totMicc,Missing
2736,0,totTlam,Missing
2736,0,totXola,Missing
2736,0,totMete,Missing
2736,0,censerTot,Missing
2736,0,toTot,Missing
2736,0,smoTot,Missing
2736,0,ollaTot,Missing
2736,0,comalTot,Missing
2736,0,nubbinTot,Missing
2736,0,foreignTot,Missing
2736,0,granTot,Missing
2737,0,obsidianTot,Missing
2737,0,basaltTot,Missing
2737,0,slateTot,Missing
2737,0,shellTot,Missing
2737,0,figTot,Missing
2737,0,candTot,Missing
2737,0,totAll,Missing
2737,0,totPatl,Missing
2737,0,totTzac,Missing
2737,0,totMicc,Missing
2737,0,totTlam,Missing
2737,0,totXola,Missing
2737,0,totMete,Missing
2737,0,censerTot,Missing
2737,0,toTot,Missing
2737,0,smoTot,Missing
2737,0,ollaTot,Missing
2737,0,comalTot,Missing
2737,0,nubbinTot,Missing
2737,0,foreignTot,Missing
2737,0,granTot,Missing
2738,2,obsidianTot,NA
2738,11,totAll,NA
2738,2,totTzac,NA
2738,6,totTlam,NA
2738,2,toTot,NA
2739,8,obsidianTot,NA
2739,1,figTot,NA
2739,84,totAll,NA
2739,10,totTzac,NA
2739,20,totMicc,NA
2739,17,totTlam,NA
2739,12,totXola,NA
2739,8,totMete,NA
2739,1,censerTot,NA
2739,10,toTot,NA
2739,4,smoTot,NA
2739,4,ollaTot,NA
2739,2,comalTot,NA
2739,1,foreignTot,NA
2739,3,granTot,NA
2740,10,obsidianTot,NA
2740,1,basaltTot,NA
2740,3,figTot,NA
2740,58,totAll,NA
2740,10,totTzac,NA
2740,11,totMicc,NA
2740,14,totTlam,NA
2740,8,totXola,NA
2740,5,totMete,NA
2740,5,toTot,NA
2740,4,smoTot,NA
2740,5,ollaTot,NA
2740,3,comalTot,NA
2740,1,nubbinTot,NA
2740,3,granTot,NA
2741,30,obsidianTot,NA
2741,2,basaltTot,NA
2741,2,figTot,NA
2741,118,totAll,NA
2741,20,totTzac,NA
2741,18,totMicc,NA
2741,33,totTlam,NA
2741,19,totXola,NA
2741,10,totMete,NA
2741,16,toTot,NA
2741,4,smoTot,NA
2741,8,ollaTot,NA
2741,2,comalTot,NA
2741,9,granTot,NA
2742,1,obsidianTot,NA
2742,12,totAll,NA
2742,1,totTzac,NA
2742,3,totMicc,NA
2742,2,totTlam,NA
2742,3,totXola,NA
2742,3,totMete,NA
2742,2,ollaTot,NA
2742,1,comalTot,NA
2742,2,granTot,NA
2743,5,obsidianTot,NA
2743,1,candTot,NA
2743,70,totAll,NA
2743,4,totTzac,NA
2743,8,totMicc,NA
2743,18,totTlam,NA
2743,18,totXola,NA
2743,9,totMete,NA
2743,11,toTot,NA
2743,10,smoTot,NA
2743,2,ollaTot,NA
2744,15,obsidianTot,NA
2744,1,basaltTot,NA
2744,1,slateTot,NA
2744,1,shellTot,NA
2744,6,figTot,NA
2744,109,totAll,NA
2744,9,totTzac,NA
2744,3,totMicc,NA
2744,24,totTlam,NA
2744,30,totXola,NA
2744,18,totMete,NA
2744,3,censerTot,NA
2744,13,toTot,NA
2744,9,smoTot,NA
2744,9,ollaTot,NA
2744,1,comalTot,NA
2744,2,nubbinTot,NA
2745,1,basaltTot,NA
2745,1,figTot,NA
2745,23,totAll,NA
2745,1,totTzac,NA
2745,1,totMicc,NA
2745,7,totTlam,NA
2745,9,totXola,NA
2745,4,totMete,NA
2745,3,censerTot,NA
2745,4,smoTot,NA
2745,1,nubbinTot,NA
2746,0,obsidianTot,Missing
2746,0,basaltTot,Missing
2746,0,slateTot,Missing
2746,0,shellTot,Missing
2746,0,figTot,Missing
2746,0,candTot,Missing
2746,0,totAll,Missing
2746,0,totPatl,Missing
2746,0,totTzac,Missing
2746,0,totMicc,Missing
2746,0,totTlam,Missing
2746,0,totXola,Missing
2746,0,totMete,Missing
2746,0,censerTot,Missing
2746,0,toTot,Missing
2746,0,smoTot,Missing
2746,0,ollaTot,Missing
2746,0,comalTot,Missing
2746,0,nubbinTot,Missing
2746,0,foreignTot,Missing
2746,0,granTot,Missing
2747,9,obsidianTot,NA
2747,2,figTot,NA
2747,85,totAll,NA
2747,13,totTzac,NA
2747,6,totMicc,NA
2747,26,totTlam,NA
2747,20,totXola,NA
2747,7,totMete,NA
2747,7,toTot,NA
2747,9,smoTot,NA
2747,9,ollaTot,NA
2747,1,comalTot,NA
2747,1,granTot,NA
2748,0,obsidianTot,Missing
2748,0,basaltTot,Missing
2748,0,slateTot,Missing
2748,0,shellTot,Missing
2748,0,figTot,Missing
2748,0,candTot,Missing
2748,0,totAll,Missing
2748,0,totPatl,Missing
2748,0,totTzac,Missing
2748,0,totMicc,Missing
2748,0,totTlam,Missing
2748,0,totXola,Missing
2748,0,totMete,Missing
2748,0,censerTot,Missing
2748,0,toTot,Missing
2748,0,smoTot,Missing
2748,0,ollaTot,Missing
2748,0,comalTot,Missing
2748,0,nubbinTot,Missing
2748,0,foreignTot,Missing
2748,0,granTot,Missing
2749,1,basaltTot,NA
2749,6,totAll,NA
2749,1,totTzac,NA
2749,1,totMicc,NA
2749,2,totXola,NA
2749,1,totMete,NA
2749,1,toTot,NA
2750,5,obsidianTot,NA
2750,3,figTot,NA
2750,31,totAll,NA
2750,5,totTzac,NA
2750,6,totMicc,NA
2750,6,totTlam,NA
2750,2,totXola,NA
2750,4,toTot,NA
2750,2,ollaTot,NA
2750,1,foreignTot,NA
2751,10,obsidianTot,NA
2751,1,basaltTot,NA
2751,1,shellTot,NA
2751,1,figTot,NA
2751,1,candTot,NA
2751,10,totAll,NA
2751,2,totTzac,NA
2751,2,totMicc,NA
2751,3,totTlam,NA
2751,1,totXola,NA
2752,7,obsidianTot,NA
2752,1,basaltTot,NA
2752,1,figTot,NA
2752,25,totAll,NA
2752,4,totTzac,NA
2752,3,totMicc,NA
2752,7,totTlam,NA
2752,3,totXola,NA
2752,4,totMete,NA
2752,2,smoTot,NA
2752,1,ollaTot,NA
2752,1,comalTot,NA
2753,9,obsidianTot,NA
2753,9,totAll,NA
2753,1,totMicc,NA
2753,6,totTlam,NA
2753,1,totMete,NA
2753,1,toTot,NA
2754,10,obsidianTot,NA
2754,44,totAll,NA
2754,9,totTzac,NA
2754,7,totMicc,NA
2754,8,totTlam,NA
2754,3,totXola,NA
2754,6,totMete,NA
2754,2,censerTot,NA
2754,6,toTot,NA
2754,6,ollaTot,NA
2754,1,comalTot,NA
2754,1,nubbinTot,NA
2754,1,foreignTot,NA
2754,1,granTot,NA
2755,7,obsidianTot,NA
2755,1,basaltTot,NA
2755,2,figTot,NA
2755,23,totAll,NA
2755,5,totTzac,NA
2755,3,totMicc,NA
2755,4,totTlam,NA
2755,6,totXola,NA
2755,2,toTot,NA
2755,4,smoTot,NA
2755,3,ollaTot,NA
2755,1,comalTot,NA
2755,1,nubbinTot,NA
2756,0,obsidianTot,Missing
2756,0,basaltTot,Missing
2756,0,slateTot,Missing
2756,0,shellTot,Missing
2756,0,figTot,Missing
2756,0,candTot,Missing
2756,0,totAll,Missing
2756,0,totPatl,Missing
2756,0,totTzac,Missing
2756,0,totMicc,Missing
2756,0,totTlam,Missing
2756,0,totXola,Missing
2756,0,totMete,Missing
2756,0,censerTot,Missing
2756,0,toTot,Missing
2756,0,smoTot,Missing
2756,0,ollaTot,Missing
2756,0,comalTot,Missing
2756,0,nubbinTot,Missing
2756,0,foreignTot,Missing
2756,0,granTot,Missing
2757,5,obsidianTot,NA
2757,2,figTot,NA
2757,2,candTot,NA
2757,68,totAll,NA
2757,11,totTzac,NA
2757,10,totMicc,NA
2757,6,totTlam,NA
2757,6,totXola,NA
2757,4,toTot,NA
2757,1,smoTot,NA
2757,1,comalTot,NA
2757,2,nubbinTot,NA
2757,1,granTot,NA
2758,2,obsidianTot,NA
2758,49,totAll,NA
2758,6,totTzac,NA
2758,6,totMicc,NA
2758,6,totTlam,NA
2758,9,totXola,NA
2758,3,totMete,NA
2758,2,toTot,NA
2758,2,smoTot,NA
2758,5,ollaTot,NA
2758,2,comalTot,NA
2759,15,obsidianTot,NA
2759,1,basaltTot,NA
2759,1,figTot,NA
2759,91,totAll,NA
2759,5,totTzac,NA
2759,10,totMicc,NA
2759,22,totTlam,NA
2759,5,totXola,NA
2759,10,totMete,NA
2759,1,censerTot,NA
2759,12,toTot,NA
2759,1,smoTot,NA
2759,5,ollaTot,NA
2759,1,comalTot,NA
2759,2,nubbinTot,NA
2760,13,obsidianTot,NA
2760,1,basaltTot,NA
2760,1,figTot,NA
2760,75,totAll,NA
2760,15,totTzac,NA
2760,11,totMicc,NA
2760,28,totTlam,NA
2760,4,totXola,NA
2760,6,totMete,NA
2760,1,censerTot,NA
2760,3,toTot,NA
2760,1,smoTot,NA
2760,6,ollaTot,NA
2760,3,nubbinTot,NA
2761,13,obsidianTot,NA
2761,3,figTot,NA
2761,57,totAll,NA
2761,10,totTzac,NA
2761,7,totMicc,NA
2761,17,totTlam,NA
2761,8,totXola,NA
2761,5,totMete,NA
2761,1,censerTot,NA
2761,1,toTot,NA
2761,5,ollaTot,NA
2761,2,nubbinTot,NA
2762,0,obsidianTot,Missing
2762,0,basaltTot,Missing
2762,0,slateTot,Missing
2762,0,shellTot,Missing
2762,0,figTot,Missing
2762,0,candTot,Missing
2762,0,totAll,Missing
2762,0,totPatl,Missing
2762,0,totTzac,Missing
2762,0,totMicc,Missing
2762,0,totTlam,Missing
2762,0,totXola,Missing
2762,0,totMete,Missing
2762,0,censerTot,Missing
2762,0,toTot,Missing
2762,0,smoTot,Missing
2762,0,ollaTot,Missing
2762,0,comalTot,Missing
2762,0,nubbinTot,Missing
2762,0,foreignTot,Missing
2762,0,granTot,Missing
2763,16,obsidianTot,NA
2763,17,totAll,NA
2763,4,totMicc,NA
2763,7,totTlam,NA
2763,2,totXola,NA
2763,1,censerTot,NA
2763,4,toTot,NA
2763,1,comalTot,NA
2763,1,nubbinTot,NA
2764,2,obsidianTot,NA
2764,45,totAll,NA
2764,6,totTzac,NA
2764,17,totMicc,NA
2764,13,totTlam,NA
2764,5,totXola,NA
2764,1,censerTot,NA
2764,2,toTot,NA
2764,2,smoTot,NA
2764,3,ollaTot,NA
2764,1,comalTot,NA
2764,1,nubbinTot,NA
2765,13,obsidianTot,NA
2765,1,basaltTot,NA
2765,1,figTot,NA
2765,60,totAll,NA
2765,5,totTzac,NA
2765,11,totMicc,NA
2765,21,totTlam,NA
2765,4,totXola,NA
2765,7,totMete,NA
2765,7,toTot,NA
2765,3,comalTot,NA
2765,3,nubbinTot,NA
2765,1,foreignTot,NA
2765,1,granTot,NA
2766,3,obsidianTot,NA
2766,42,totAll,NA
2766,2,totTzac,NA
2766,10,totMicc,NA
2766,10,totTlam,NA
2766,2,totXola,NA
2766,7,totMete,NA
2766,1,censerTot,NA
2766,5,toTot,NA
2766,1,smoTot,NA
2766,2,nubbinTot,NA
2767,0,obsidianTot,Missing
2767,0,basaltTot,Missing
2767,0,slateTot,Missing
2767,0,shellTot,Missing
2767,0,figTot,Missing
2767,0,candTot,Missing
2767,0,totAll,Missing
2767,0,totPatl,Missing
2767,0,totTzac,Missing
2767,0,totMicc,Missing
2767,0,totTlam,Missing
2767,0,totXola,Missing
2767,0,totMete,Missing
2767,0,censerTot,Missing
2767,0,toTot,Missing
2767,0,smoTot,Missing
2767,0,ollaTot,Missing
2767,0,comalTot,Missing
2767,0,nubbinTot,Missing
2767,0,foreignTot,Missing
2767,0,granTot,Missing
2768,2,obsidianTot,NA
2768,44,totAll,NA
2768,5,totTzac,NA
2768,11,totMicc,NA
2768,14,totTlam,NA
2768,4,totXola,NA
2768,1,totMete,NA
2768,1,censerTot,NA
2768,8,toTot,NA
2768,3,ollaTot,NA
2769,3,obsidianTot,NA
2769,1,candTot,NA
2769,55,totAll,NA
2769,6,totTzac,NA
2769,14,totMicc,NA
2769,13,totTlam,NA
2769,8,totXola,NA
2769,7,totMete,NA
2769,1,censerTot,NA
2769,7,toTot,NA
2769,2,smoTot,NA
2769,4,ollaTot,NA
2769,2,comalTot,NA
2769,3,nubbinTot,NA
2769,2,granTot,NA
2770,0,obsidianTot,Missing
2770,0,basaltTot,Missing
2770,0,slateTot,Missing
2770,0,shellTot,Missing
2770,0,figTot,Missing
2770,0,candTot,Missing
2770,0,totAll,Missing
2770,0,totPatl,Missing
2770,0,totTzac,Missing
2770,0,totMicc,Missing
2770,0,totTlam,Missing
2770,0,totXola,Missing
2770,0,totMete,Missing
2770,0,censerTot,Missing
2770,0,toTot,Missing
2770,0,smoTot,Missing
2770,0,ollaTot,Missing
2770,0,comalTot,Missing
2770,0,nubbinTot,Missing
2770,0,foreignTot,Missing
2770,0,granTot,Missing
2771,14,obsidianTot,NA
2771,64,totAll,NA
2771,7,totTzac,NA
2771,12,totMicc,NA
2771,18,totTlam,NA
2771,14,totXola,NA
2771,3,totMete,NA
2771,9,toTot,NA
2771,2,smoTot,NA
2771,3,ollaTot,NA
2771,4,comalTot,NA
2771,1,granTot,NA
2772,16,obsidianTot,NA
2772,1,basaltTot,NA
2772,4,figTot,NA
2772,1,candTot,NA
2772,69,totAll,NA
2772,11,totTzac,NA
2772,10,totMicc,NA
2772,10,totTlam,NA
2772,15,totXola,NA
2772,6,totMete,NA
2772,1,censerTot,NA
2772,9,toTot,NA
2772,4,smoTot,NA
2772,4,ollaTot,NA
2772,1,nubbinTot,NA
2773,2,obsidianTot,NA
2773,1,figTot,NA
2773,19,totAll,NA
2773,1,totTzac,NA
2773,5,totMicc,NA
2773,3,totTlam,NA
2773,5,totXola,NA
2773,2,toTot,NA
2773,3,smoTot,NA
2773,1,ollaTot,NA
2774,12,obsidianTot,NA
2774,1,figTot,NA
2774,45,totAll,NA
2774,6,totTzac,NA
2774,7,totMicc,NA
2774,13,totTlam,NA
2774,6,totXola,NA
2774,8,toTot,NA
2774,1,smoTot,NA
2774,3,ollaTot,NA
2774,1,nubbinTot,NA
2774,1,granTot,NA
2775,9,obsidianTot,NA
2775,4,figTot,NA
2775,92,totAll,NA
2775,12,totTzac,NA
2775,15,totMicc,NA
2775,22,totTlam,NA
2775,22,totXola,NA
2775,5,totMete,NA
2775,6,toTot,NA
2775,10,smoTot,NA
2775,9,ollaTot,NA
2775,1,comalTot,NA
2775,2,nubbinTot,NA
2775,1,foreignTot,NA
2775,3,granTot,NA
2776,8,obsidianTot,NA
2776,1,basaltTot,NA
2776,1,figTot,NA
2776,32,totAll,NA
2776,5,totTzac,NA
2776,2,totMicc,NA
2776,4,totTlam,NA
2776,16,totXola,NA
2776,5,toTot,NA
2776,9,smoTot,NA
2776,4,ollaTot,NA
2776,1,comalTot,NA
2777,8,obsidianTot,NA
2777,1,basaltTot,NA
2777,1,figTot,NA
2777,13,totAll,NA
2777,3,totMicc,NA
2777,3,totTlam,NA
2777,5,totXola,NA
2777,2,toTot,NA
2777,2,smoTot,NA
2777,1,ollaTot,NA
2777,1,granTot,NA
2778,8,obsidianTot,NA
2778,25,totAll,NA
2778,2,totMicc,NA
2778,4,totTlam,NA
2778,12,totXola,NA
2778,2,totMete,NA
2778,5,toTot,NA
2778,5,smoTot,NA
2778,2,ollaTot,NA
2779,3,obsidianTot,NA
2779,1,figTot,NA
2779,32,totAll,NA
2779,3,totTzac,NA
2779,4,totMicc,NA
2779,11,totTlam,NA
2779,3,totXola,NA
2779,5,totMete,NA
2779,5,toTot,NA
2779,1,smoTot,NA
2779,1,ollaTot,NA
2779,1,nubbinTot,NA
2780,3,obsidianTot,NA
2780,11,totAll,NA
2780,1,totTzac,NA
2780,2,totMicc,NA
2780,4,totTlam,NA
2780,2,totXola,NA
2780,1,toTot,NA
2780,1,smoTot,NA
2781,2,obsidianTot,NA
2781,31,totAll,NA
2781,2,totTzac,NA
2781,3,totMicc,NA
2781,5,totTlam,NA
2781,10,totXola,NA
2781,3,totMete,NA
2781,4,toTot,NA
2781,7,smoTot,NA
2781,1,ollaTot,NA
2781,2,nubbinTot,NA
2781,1,granTot,NA
2782,3,obsidianTot,NA
2782,1,figTot,NA
2782,41,totAll,NA
2782,2,totTzac,NA
2782,3,totMicc,NA
2782,8,totTlam,NA
2782,9,totXola,NA
2782,9,totMete,NA
2782,9,toTot,NA
2782,1,smoTot,NA
2782,4,ollaTot,NA
2783,9,obsidianTot,NA
2783,1,basaltTot,NA
2783,4,figTot,NA
2783,6,candTot,NA
2783,81,totAll,NA
2783,3,totMicc,NA
2783,11,totTlam,NA
2783,32,totXola,NA
2783,8,totMete,NA
2783,1,censerTot,NA
2783,15,toTot,NA
2783,2,smoTot,NA
2783,6,ollaTot,NA
2783,1,comalTot,NA
2784,4,obsidianTot,NA
2784,1,figTot,NA
2784,2,candTot,NA
2784,54,totAll,NA
2784,5,totMicc,NA
2784,12,totTlam,NA
2784,25,totXola,NA
2784,6,totMete,NA
2784,2,toTot,NA
2784,19,smoTot,NA
2784,4,ollaTot,NA
2784,2,comalTot,NA
2784,1,nubbinTot,NA
2784,1,granTot,NA
2785,4,obsidianTot,NA
2785,29,totAll,NA
2785,4,totTlam,NA
2785,18,totXola,NA
2785,1,censerTot,NA
2785,4,toTot,NA
2785,12,smoTot,NA
2785,3,ollaTot,NA
2786,2,obsidianTot,NA
2786,2,figTot,NA
2786,1,candTot,NA
2786,39,totAll,NA
2786,2,totTzac,NA
2786,7,totMicc,NA
2786,12,totTlam,NA
2786,12,totXola,NA
2786,3,toTot,NA
2786,6,smoTot,NA
2786,3,ollaTot,NA
2786,1,comalTot,NA
2787,33,totAll,NA
2787,6,totTzac,NA
2787,6,totMicc,NA
2787,8,totTlam,NA
2787,4,totXola,NA
2787,2,censerTot,NA
2787,9,toTot,NA
2787,3,ollaTot,NA
2787,1,comalTot,NA
2787,1,nubbinTot,NA
2788,2,figTot,NA
2788,20,totAll,NA
2788,2,totTzac,NA
2788,4,totMicc,NA
2788,3,totTlam,NA
2788,4,totXola,NA
2788,3,totMete,NA
2788,4,toTot,NA
2788,3,ollaTot,NA
2789,7,obsidianTot,NA
2789,1,figTot,NA
2789,26,totAll,NA
2789,3,totTzac,NA
2789,4,totMicc,NA
2789,10,totTlam,NA
2789,2,totXola,NA
2789,4,totMete,NA
2789,1,censerTot,NA
2789,2,toTot,NA
2789,2,ollaTot,NA
2789,1,granTot,NA
2790,1,basaltTot,NA
2790,4,candTot,NA
2790,56,totAll,NA
2790,6,totTzac,NA
2790,5,totMicc,NA
2790,11,totTlam,NA
2790,6,totXola,NA
2790,2,totMete,NA
2790,1,censerTot,NA
2790,15,toTot,NA
2790,5,smoTot,NA
2790,5,ollaTot,NA
2790,1,comalTot,NA
2790,1,granTot,NA
2791,2,obsidianTot,NA
2791,1,figTot,NA
2791,1,candTot,NA
2791,187,totAll,NA
2791,16,totTzac,NA
2791,13,totMicc,NA
2791,24,totTlam,NA
2791,42,totXola,NA
2791,3,totMete,NA
2791,3,censerTot,NA
2791,13,toTot,NA
2791,30,smoTot,NA
2791,13,ollaTot,NA
2791,1,comalTot,NA
2791,1,nubbinTot,NA
2791,2,foreignTot,NA
2791,1,granTot,NA
2792,10,obsidianTot,NA
2792,1,basaltTot,NA
2792,16,candTot,NA
2792,306,totAll,NA
2792,16,totTzac,NA
2792,25,totMicc,NA
2792,106,totTlam,NA
2792,115,totXola,NA
2792,14,totMete,NA
2792,11,censerTot,NA
2792,1,toTot,NA
2792,62,smoTot,NA
2792,65,ollaTot,NA
2792,2,comalTot,NA
2792,3,nubbinTot,NA
2792,1,foreignTot,NA
2792,5,granTot,NA
2793,43,obsidianTot,NA
2793,3,figTot,NA
2793,6,candTot,NA
2793,56,totAll,NA
2793,1,totTzac,NA
2793,4,totMicc,NA
2793,8,totTlam,NA
2793,26,totXola,NA
2793,12,toTot,NA
2793,15,smoTot,NA
2793,13,ollaTot,NA
2793,2,granTot,NA
2794,39,obsidianTot,NA
2794,2,basaltTot,NA
2794,1,slateTot,NA
2794,13,figTot,NA
2794,11,candTot,NA
2794,334,totAll,NA
2794,6,totTzac,NA
2794,28,totMicc,NA
2794,68,totTlam,NA
2794,92,totXola,NA
2794,40,totMete,NA
2794,2,censerTot,NA
2794,72,toTot,NA
2794,65,smoTot,NA
2794,23,ollaTot,NA
2794,1,comalTot,NA
2794,1,nubbinTot,NA
2794,10,granTot,NA
2795,1,obsidianTot,NA
2795,3,candTot,NA
2795,42,totAll,NA
2795,3,totTzac,NA
2795,8,totMicc,NA
2795,6,totTlam,NA
2795,17,totXola,NA
2795,1,censerTot,NA
2795,6,toTot,NA
2795,13,smoTot,NA
2795,11,ollaTot,NA
2796,5,obsidianTot,NA
2796,1,basaltTot,NA
2796,2,figTot,NA
2796,5,candTot,NA
2796,119,totAll,NA
2796,20,totMicc,NA
2796,9,totTlam,NA
2796,26,totXola,NA
2796,5,totMete,NA
2796,1,censerTot,NA
2796,19,toTot,NA
2796,16,smoTot,NA
2796,14,ollaTot,NA
2797,4,obsidianTot,NA
2797,2,figTot,NA
2797,7,candTot,NA
2797,117,totAll,NA
2797,2,totTzac,NA
2797,9,totMicc,NA
2797,14,totTlam,NA
2797,35,totXola,NA
2797,14,totMete,NA
2797,1,censerTot,NA
2797,17,toTot,NA
2797,22,smoTot,NA
2797,16,ollaTot,NA
2797,1,comalTot,NA
2797,1,nubbinTot,NA
2798,28,obsidianTot,NA
2798,3,figTot,NA
2798,109,totAll,NA
2798,4,totTzac,NA
2798,8,totMicc,NA
2798,15,totTlam,NA
2798,50,totXola,NA
2798,7,totMete,NA
2798,12,toTot,NA
2798,28,smoTot,NA
2798,13,ollaTot,NA
2798,3,comalTot,NA
2798,2,nubbinTot,NA
2798,1,granTot,NA
2799,45,obsidianTot,NA
2799,2,figTot,NA
2799,3,candTot,NA
2799,113,totAll,NA
2799,3,totTzac,NA
2799,7,totMicc,NA
2799,14,totTlam,NA
2799,45,totXola,NA
2799,9,totMete,NA
2799,1,censerTot,NA
2799,13,toTot,NA
2799,27,smoTot,NA
2799,18,ollaTot,NA
2799,1,comalTot,NA
2800,22,obsidianTot,NA
2800,1,candTot,NA
2800,23,totAll,NA
2800,1,totTzac,NA
2800,1,totMicc,NA
2800,1,totTlam,NA
2800,8,totXola,NA
2800,4,totMete,NA
2800,4,toTot,NA
