ArtCode1,ArtCode2,ArtCode3,SSN,Count,Where
1,17,111,372,1,NA
1,12,78,372,4,NA
2,9,42,372,24,NA
2,9,45,372,5,NA
2,9,46,372,16,NA
2,8,36,372,2,NA
2,8,38,372,3,NA
2,8,39,372,1,NA
1,10,64,372,0,Missing
1,16,107,372,1,NA
1,15,101,372,15,NA
1,15,102,372,2,NA
1,15,103,372,15,NA
1,11,70,372,11,NA
1,14,95,372,3,NA
1,14,96,372,2,NA
1,14,97,372,0,Missing
1,13,85,372,0,Missing
1,13,86,372,0,Missing
1,13,87,372,0,Missing
1,13,88,372,0,Missing
1,13,89,372,0,Missing
1,13,90,372,0,Missing
1,13,91,372,0,Missing
1,13,92,372,1,NA
2,9,62,372,1,NA
1,10,65,372,0,Missing
2,9,44,372,3,NA
0,0,146,372,7500,NA
0,0,147,372,10,NA
0,0,148,372,1140,NA
6,22,124,3720,3,NA
6,22,126,3720,1,NA
6,22,131,3720,2,NA
6,22,136,3720,0,Missing
1,19,113,3720,10,NA
1,19,114,3720,5,NA
1,19,115,3720,2,NA
1,19,116,3720,2,NA
1,17,111,3720,1,NA
1,12,74,3720,0,Missing
1,12,75,3720,0,Missing
1,12,76,3720,0,Missing
1,12,77,3720,0,Missing
1,12,78,3720,0,Missing
1,12,79,3720,0,Missing
1,12,80,3720,0,Missing
1,12,81,3720,0,Missing
1,12,82,3720,0,Missing
1,12,46,3720,0,Missing
1,12,84,3720,0,Missing
2,7,32,3720,1,NA
2,9,46,3720,1,NA
2,8,36,3720,1,NA
1,16,107,3720,3,NA
1,15,102,3720,1,NA
1,15,103,3720,2,NA
1,15,104,3720,2,NA
2,9,44,3720,25,NA
0,0,146,3720,4670,NA
0,0,147,3720,6,NA
0,0,148,3720,666,NA
6,22,124,3721,2,NA
6,22,128,3721,1,NA
6,22,136,3721,0,Missing
1,19,112,3721,35,NA
1,19,113,3721,101,NA
1,19,114,3721,18,NA
1,19,115,3721,3,NA
1,19,116,3721,1,NA
1,19,120,3721,10,NA
1,17,111,3721,3,NA
1,12,75,3721,0,Missing
1,12,76,3721,0,Missing
1,12,77,3721,0,Missing
1,12,78,3721,0,Missing
1,12,79,3721,0,Missing
1,12,80,3721,0,Missing
1,12,81,3721,0,Missing
1,12,82,3721,0,Missing
1,12,46,3721,0,Missing
1,12,84,3721,1,NA
2,7,27,3721,0,Missing
2,7,28,3721,0,Missing
2,7,29,3721,0,Missing
2,7,30,3721,0,Missing
2,9,46,3721,4,NA
2,8,36,3721,2,NA
2,8,37,3721,2,NA
1,10,64,3721,1,NA
1,16,107,3721,4,NA
1,15,101,3721,2,NA
1,15,102,3721,6,NA
1,15,103,3721,5,NA
1,15,104,3721,4,NA
2,9,62,3721,1,NA
1,10,65,3721,3,NA
2,9,44,3721,31,NA
0,0,146,3721,5220,NA
6,22,124,3722,2,NA
6,22,136,3722,0,Missing
1,19,112,3722,4,NA
1,19,113,3722,24,NA
1,19,114,3722,18,NA
1,19,115,3722,5,NA
1,19,116,3722,1,NA
1,12,74,3722,0,Missing
1,12,75,3722,0,Missing
1,12,76,3722,0,Missing
1,12,77,3722,1,NA
1,12,78,3722,1,NA
1,12,79,3722,0,Missing
1,12,80,3722,0,Missing
1,12,81,3722,0,Missing
1,12,82,3722,0,Missing
1,12,46,3722,0,Missing
1,12,84,3722,2,NA
2,9,46,3722,1,NA
2,8,38,3722,1,NA
1,10,64,3722,2,NA
1,16,107,3722,3,NA
1,15,101,3722,2,NA
1,15,102,3722,7,NA
1,15,103,3722,3,NA
1,15,104,3722,2,NA
1,11,68,3722,1,NA
1,14,96,3722,2,NA
2,9,55,3722,1,NA
2,9,57,3722,2,NA
2,9,62,3722,2,NA
1,10,65,3722,3,NA
2,9,44,3722,4,NA
0,0,146,3722,2370,NA
0,0,147,3722,3,NA
6,22,124,3723,1,NA
6,22,125,3723,2,NA
6,22,136,3723,0,Missing
1,19,112,3723,7,NA
1,19,113,3723,14,NA
1,19,114,3723,12,NA
1,19,115,3723,7,NA
1,19,116,3723,4,NA
1,17,111,3723,1,NA
1,12,74,3723,0,Missing
1,12,75,3723,0,Missing
1,12,76,3723,0,Missing
1,12,77,3723,0,Missing
1,12,78,3723,0,Missing
1,12,79,3723,0,Missing
1,12,80,3723,0,Missing
1,12,81,3723,0,Missing
1,12,82,3723,0,Missing
1,12,46,3723,0,Missing
1,12,84,3723,0,Missing
2,7,32,3723,1,NA
2,8,38,3723,1,NA
1,10,64,3723,1,NA
1,16,107,3723,4,NA
1,15,101,3723,1,NA
1,15,102,3723,6,NA
1,15,103,3723,3,NA
1,15,104,3723,1,NA
1,11,69,3723,2,NA
1,14,95,3723,1,NA
1,13,91,3723,1,NA
2,9,62,3723,1,NA
1,10,65,3723,6,NA
2,9,44,3723,6,NA
0,0,146,3723,2560,NA
0,0,147,3723,9,NA
6,22,124,3724,1,NA
6,22,125,3724,1,NA
6,22,128,3724,1,NA
6,22,136,3724,0,Missing
1,19,112,3724,3,NA
1,19,113,3724,3,NA
1,19,114,3724,8,NA
1,19,115,3724,3,NA
1,17,111,3724,2,NA
1,12,75,3724,0,Missing
1,12,76,3724,0,Missing
1,12,77,3724,0,Missing
1,12,78,3724,0,Missing
1,12,79,3724,0,Missing
1,12,80,3724,0,Missing
1,12,81,3724,0,Missing
1,12,82,3724,0,Missing
1,12,46,3724,0,Missing
1,12,84,3724,1,NA
2,7,31,3724,0,Missing
2,7,32,3724,1,NA
2,9,46,3724,12,NA
2,8,40,3724,0,Missing
1,16,107,3724,6,NA
1,15,102,3724,7,NA
1,15,103,3724,8,NA
1,15,104,3724,4,NA
2,9,62,3724,2,NA
2,9,63,3724,1,NA
1,10,65,3724,9,NA
2,9,44,3724,45,NA
0,0,146,3724,7840,NA
6,22,128,3725,1,NA
6,22,136,3725,0,Missing
1,19,115,3725,1,NA
1,12,74,3725,1,NA
1,12,75,3725,1,NA
1,12,78,3725,5,NA
1,12,79,3725,3,NA
1,12,84,3725,2,NA
2,7,27,3725,0,Missing
2,7,28,3725,0,Missing
2,7,29,3725,0,Missing
2,7,30,3725,0,Missing
2,7,31,3725,0,Missing
2,7,32,3725,1,NA
2,9,53,3725,1,NA
2,9,45,3725,1,NA
2,9,46,3725,2,NA
2,8,36,3725,6,NA
1,10,64,3725,5,NA
1,16,106,3725,0,Missing
1,16,107,3725,0,Missing
1,16,108,3725,0,Missing
1,14,95,3725,1,NA
1,14,96,3725,3,NA
1,10,65,3725,4,NA
0,0,146,3725,7420,NA
0,0,148,3725,0,Missing
6,22,124,3726,23,NA
6,22,125,3726,24,NA
6,22,127,3726,1,NA
6,22,128,3726,6,NA
6,22,131,3726,8,NA
1,16,133,3726,19,NA
6,22,136,3726,0,Missing
6,22,137,3726,1,NA
6,22,141,3726,6,NA
1,19,112,3726,121,NA
1,19,113,3726,109,NA
1,19,114,3726,89,NA
1,19,115,3726,39,NA
1,19,116,3726,23,NA
1,19,117,3726,1,NA
1,19,120,3726,8,NA
1,17,111,3726,7,NA
1,18,18,3726,3,NA
1,12,74,3726,0,Missing
1,12,75,3726,0,Missing
1,12,76,3726,0,Missing
1,12,77,3726,0,Missing
1,12,78,3726,0,Missing
1,12,79,3726,0,Missing
1,12,80,3726,0,Missing
1,12,81,3726,0,Missing
1,12,82,3726,0,Missing
1,12,46,3726,0,Missing
1,12,84,3726,11,NA
2,7,27,3726,0,Missing
2,7,28,3726,0,Missing
2,7,29,3726,0,Missing
2,7,30,3726,0,Missing
2,7,31,3726,35,NA
2,7,32,3726,35,NA
2,9,52,3726,17,NA
2,9,53,3726,10,NA
2,9,42,3726,2,NA
2,9,45,3726,0,Missing
2,9,46,3726,729,NA
2,8,36,3726,12,NA
2,8,37,3726,22,NA
2,8,38,3726,2,NA
1,10,64,3726,45,NA
1,16,106,3726,0,Missing
1,16,107,3726,0,Missing
1,16,108,3726,0,Missing
1,15,101,3726,26,NA
1,15,102,3726,49,NA
1,15,103,3726,98,NA
1,15,104,3726,23,NA
1,15,105,3726,0,Missing
1,11,68,3726,7,NA
1,11,69,3726,4,NA
1,11,70,3726,1,NA
1,14,93,3726,0,Missing
1,14,94,3726,0,Missing
1,14,95,3726,0,Missing
1,14,96,3726,0,Missing
1,14,97,3726,0,Missing
1,14,98,3726,0,Missing
1,14,99,3726,0,Missing
2,9,55,3726,1,NA
2,9,57,3726,14,NA
1,13,89,3726,8,NA
1,13,90,3726,1,NA
1,13,92,3726,3,NA
2,9,59,3726,1,NA
2,9,60,3726,2,NA
2,9,62,3726,23,NA
2,9,63,3726,7,NA
1,10,65,3726,251,NA
2,9,44,3726,0,Missing
0,0,146,3726,12520,NA
0,0,147,3726,12,NA
0,0,148,3726,4920,NA
6,22,124,3727,4,NA
6,22,125,3727,5,NA
6,22,128,3727,4,NA
6,23,143,3727,1,NA
1,16,133,3727,2,NA
6,22,136,3727,0,Missing
6,22,141,3727,4,NA
1,19,112,3727,27,NA
1,19,114,3727,5,NA
1,19,115,3727,3,NA
1,19,116,3727,2,NA
1,17,111,3727,1,NA
1,18,18,3727,2,NA
1,12,74,3727,3,NA
1,12,78,3727,3,NA
1,12,79,3727,4,NA
1,12,80,3727,3,NA
1,12,81,3727,1,NA
1,12,84,3727,3,NA
2,7,27,3727,0,Missing
2,7,28,3727,0,Missing
2,7,29,3727,0,Missing
2,7,30,3727,0,Missing
2,7,31,3727,12,NA
2,7,32,3727,12,NA
2,9,52,3727,2,NA
2,9,53,3727,3,NA
2,9,45,3727,7,NA
2,9,46,3727,22,NA
2,8,37,3727,1,NA
1,10,64,3727,1,NA
1,16,107,3727,10,NA
1,15,101,3727,5,NA
1,15,102,3727,1,NA
1,15,103,3727,12,NA
1,15,104,3727,3,NA
1,11,68,3727,5,NA
1,11,70,3727,1,NA
1,11,71,3727,2,NA
1,14,95,3727,4,NA
1,14,96,3727,4,NA
2,9,55,3727,1,NA
2,9,57,3727,5,NA
1,13,87,3727,2,NA
2,9,58,3727,1,NA
2,9,60,3727,4,NA
2,9,62,3727,1,NA
1,10,65,3727,46,NA
2,9,44,3727,46,NA
0,0,146,3727,2800,NA
0,0,148,3727,2080,NA
6,22,124,3728,2,NA
6,22,125,3728,2,NA
6,22,126,3728,1,NA
6,22,128,3728,7,NA
1,16,133,3728,1,NA
6,22,136,3728,0,Missing
6,22,141,3728,1,NA
1,19,112,3728,21,NA
1,19,113,3728,7,NA
1,19,114,3728,10,NA
1,19,115,3728,3,NA
1,19,116,3728,4,NA
1,19,120,3728,1,NA
1,12,74,3728,2,NA
1,12,77,3728,1,NA
1,12,78,3728,9,NA
1,12,79,3728,1,NA
1,12,80,3728,2,NA
1,12,84,3728,2,NA
2,7,27,3728,0,Missing
2,7,28,3728,0,Missing
2,7,29,3728,0,Missing
2,7,30,3728,0,Missing
2,7,31,3728,12,NA
2,7,32,3728,12,NA
2,9,52,3728,2,NA
2,9,53,3728,0,Missing
2,9,45,3728,8,NA
2,9,46,3728,30,NA
2,8,37,3728,9,NA
1,10,64,3728,5,NA
1,16,107,3728,40,NA
1,15,101,3728,1,NA
1,15,102,3728,1,NA
1,15,103,3728,36,NA
1,15,104,3728,6,NA
1,11,70,3728,1,NA
1,14,96,3728,4,NA
2,9,57,3728,5,NA
2,9,59,3728,1,NA
2,9,62,3728,3,NA
2,9,63,3728,3,NA
1,10,65,3728,30,NA
2,9,44,3728,2,NA
2,9,145,3728,1,NA
0,0,146,3728,2900,NA
0,0,147,3728,9,NA
0,0,148,3728,962,NA
6,22,124,3729,4,NA
6,22,125,3729,3,NA
6,22,128,3729,5,NA
6,22,136,3729,0,Missing
1,19,112,3729,21,NA
1,19,114,3729,1,NA
1,19,115,3729,10,NA
1,19,116,3729,5,NA
1,12,78,3729,1,NA
1,12,80,3729,2,NA
1,12,84,3729,3,NA
2,7,27,3729,0,Missing
2,7,28,3729,0,Missing
2,7,29,3729,0,Missing
2,7,30,3729,0,Missing
2,7,31,3729,13,NA
2,7,32,3729,13,NA
2,9,52,3729,4,NA
2,9,53,3729,12,NA
2,9,45,3729,5,NA
2,9,46,3729,22,NA
2,8,37,3729,2,NA
2,8,38,3729,1,NA
1,10,64,3729,3,NA
1,16,107,3729,63,NA
1,15,101,3729,2,NA
1,15,102,3729,2,NA
1,15,103,3729,44,NA
1,15,104,3729,6,NA
1,11,68,3729,1,NA
1,11,70,3729,3,NA
1,11,71,3729,2,NA
1,14,93,3729,0,Missing
1,14,94,3729,0,Missing
1,14,95,3729,0,Missing
1,14,96,3729,0,Missing
1,14,97,3729,0,Missing
1,14,98,3729,0,Missing
1,14,99,3729,0,Missing
2,9,57,3729,6,NA
2,9,58,3729,2,NA
2,9,62,3729,2,NA
1,10,65,3729,62,NA
0,0,146,3729,2480,NA
0,0,147,3729,9,NA
0,0,148,3729,2198,NA
6,22,124,373,2,NA
6,22,136,373,0,Missing
1,19,112,373,6,NA
1,19,114,373,3,NA
1,19,115,373,8,NA
1,19,116,373,1,NA
1,19,120,373,2,NA
1,17,111,373,1,NA
1,12,74,373,0,Missing
1,12,75,373,0,Missing
1,12,76,373,0,Missing
1,12,77,373,0,Missing
1,12,78,373,2,NA
1,12,79,373,0,Missing
1,12,80,373,0,Missing
1,12,81,373,0,Missing
1,12,82,373,0,Missing
1,12,46,373,0,Missing
2,9,52,373,1,NA
2,9,42,373,7,NA
2,9,45,373,3,NA
2,9,46,373,10,NA
2,8,36,373,1,NA
1,15,101,373,3,NA
1,15,102,373,1,NA
1,15,103,373,8,NA
1,14,95,373,2,NA
1,14,96,373,2,NA
1,14,97,373,0,Missing
2,9,63,373,1,NA
1,10,65,373,1,NA
2,9,44,373,19,NA
0,0,146,373,6020,NA
0,0,147,373,5,NA
6,22,124,3730,1,NA
6,22,125,3730,1,NA
6,22,128,3730,1,NA
6,22,136,3730,0,Missing
6,22,137,3730,2,NA
1,19,112,3730,4,NA
1,19,113,3730,2,NA
1,19,114,3730,6,NA
1,19,115,3730,6,NA
1,17,111,3730,1,NA
1,1,26,3730,1,NA
1,12,78,3730,1,NA
2,9,51,3730,2,NA
2,7,27,3730,0,Missing
2,7,28,3730,0,Missing
2,7,29,3730,0,Missing
2,7,30,3730,0,Missing
2,7,31,3730,1,NA
2,7,32,3730,1,NA
2,9,53,3730,1,NA
2,9,46,3730,10,NA
2,8,37,3730,2,NA
1,10,64,3730,1,NA
1,16,106,3730,5,NA
1,16,107,3730,5,NA
1,16,108,3730,0,Missing
1,15,102,3730,3,NA
1,15,103,3730,12,NA
1,15,104,3730,2,NA
1,11,68,3730,1,NA
1,14,96,3730,5,NA
2,9,54,3730,0,Missing
2,9,57,3730,2,NA
2,9,58,3730,1,NA
2,9,60,3730,1,NA
1,10,65,3730,19,NA
2,9,44,3730,8,NA
0,0,146,3730,1520,NA
0,0,148,3730,625,NA
6,22,124,3731,1,NA
6,22,128,3731,2,NA
6,22,136,3731,0,Missing
1,19,112,3731,2,NA
1,19,114,3731,1,NA
1,19,115,3731,1,NA
1,19,119,3731,1,NA
2,9,45,3731,2,NA
2,9,46,3731,5,NA
1,16,106,3731,0,Missing
1,16,107,3731,0,Missing
1,16,108,3731,0,Missing
1,13,92,3731,1,NA
1,10,65,3731,5,NA
2,9,44,3731,16,NA
0,0,146,3731,1780,NA
0,0,147,3731,8,NA
0,0,148,3731,961,NA
6,22,124,3732,3,NA
6,22,125,3732,5,NA
6,22,128,3732,4,NA
6,22,129,3732,1,NA
6,22,131,3732,1,NA
6,22,135,3732,3,NA
6,22,136,3732,0,Missing
6,22,141,3732,1,NA
1,19,112,3732,6,NA
1,19,114,3732,5,NA
1,19,115,3732,3,NA
1,19,116,3732,2,NA
1,12,74,3732,4,NA
1,12,77,3732,1,NA
1,12,78,3732,4,NA
1,12,79,3732,5,NA
1,12,80,3732,5,NA
1,12,81,3732,1,NA
1,12,46,3732,1,NA
2,7,29,3732,1,NA
2,7,31,3732,4,NA
2,7,32,3732,4,NA
2,9,53,3732,2,NA
2,9,45,3732,7,NA
2,9,46,3732,21,NA
2,8,36,3732,1,NA
2,8,37,3732,1,NA
2,8,38,3732,1,NA
1,10,64,3732,3,NA
1,16,107,3732,17,NA
1,15,101,3732,0,Missing
1,15,104,3732,1,NA
1,15,105,3732,1,NA
1,11,70,3732,3,NA
1,11,71,3732,2,NA
1,14,95,3732,1,NA
1,14,96,3732,2,NA
2,9,55,3732,1,NA
2,9,56,3732,1,NA
2,9,57,3732,5,NA
2,9,58,3732,1,NA
2,9,59,3732,1,NA
2,9,63,3732,5,NA
1,10,65,3732,61,NA
2,9,44,3732,10,NA
0,0,146,3732,3150,NA
0,0,147,3732,3,NA
0,0,148,3732,0,Missing
6,22,124,3733,3,NA
6,22,125,3733,5,NA
6,22,128,3733,3,NA
6,22,136,3733,0,Missing
1,19,112,3733,3,NA
1,19,114,3733,5,NA
1,19,115,3733,3,NA
1,19,116,3733,2,NA
1,12,74,3733,3,NA
1,12,78,3733,5,NA
1,12,79,3733,5,NA
1,12,80,3733,5,NA
1,12,81,3733,1,NA
2,7,31,3733,2,NA
2,7,32,3733,2,NA
2,9,53,3733,1,NA
2,9,45,3733,5,NA
2,9,46,3733,12,NA
2,8,36,3733,1,NA
2,8,38,3733,2,NA
1,10,64,3733,3,NA
1,16,107,3733,10,NA
1,16,108,3733,1,NA
1,15,101,3733,2,NA
1,15,104,3733,3,NA
1,14,96,3733,2,NA
2,9,57,3733,3,NA
1,13,92,3733,1,NA
2,9,63,3733,1,NA
1,10,65,3733,43,NA
2,9,44,3733,26,NA
0,0,146,3733,1990,NA
0,0,148,3733,770,NA
6,22,125,3734,4,NA
6,22,126,3734,2,NA
6,22,128,3734,2,NA
6,22,136,3734,0,Missing
6,21,123,3734,1,NA
2,9,46,3734,21,NA
2,8,37,3734,2,NA
2,8,38,3734,1,NA
1,10,64,3734,2,NA
1,16,107,3734,9,NA
1,15,102,3734,1,NA
1,15,103,3734,7,NA
1,15,104,3734,1,NA
1,11,70,3734,1,NA
1,14,95,3734,3,NA
1,14,96,3734,2,NA
1,10,65,3734,66,NA
2,9,44,3734,18,NA
0,0,146,3734,1820,NA
0,0,147,3734,3,NA
0,0,148,3734,0,Missing
6,22,124,3735,3,NA
6,22,125,3735,2,NA
6,22,126,3735,1,NA
6,22,136,3735,0,Missing
6,22,141,3735,1,NA
1,12,74,3735,0,Missing
1,12,75,3735,0,Missing
1,12,76,3735,0,Missing
1,12,77,3735,0,Missing
1,12,78,3735,0,Missing
1,12,79,3735,0,Missing
1,12,80,3735,0,Missing
1,12,81,3735,0,Missing
1,12,82,3735,0,Missing
1,12,46,3735,0,Missing
1,12,84,3735,0,Missing
2,9,53,3735,1,NA
2,9,46,3735,33,NA
2,8,36,3735,1,NA
2,8,37,3735,1,NA
2,8,39,3735,1,NA
1,10,64,3735,1,NA
1,16,106,3735,1,NA
1,16,107,3735,4,NA
1,15,101,3735,1,NA
1,15,102,3735,1,NA
1,15,103,3735,12,NA
1,15,104,3735,4,NA
1,11,70,3735,1,NA
1,14,96,3735,3,NA
2,9,62,3735,2,NA
1,10,65,3735,31,NA
0,0,146,3735,2000,NA
0,0,148,3735,0,Missing
6,22,125,3736,1,NA
6,23,143,3736,1,NA
6,22,136,3736,0,Missing
6,22,140,3736,1,NA
1,19,112,3736,2,NA
1,19,113,3736,1,NA
1,19,114,3736,2,NA
1,19,115,3736,2,NA
1,12,74,3736,0,Missing
1,12,75,3736,0,Missing
1,12,76,3736,0,Missing
1,12,77,3736,0,Missing
1,12,78,3736,0,Missing
1,12,79,3736,0,Missing
1,12,80,3736,0,Missing
1,12,81,3736,0,Missing
1,12,82,3736,0,Missing
1,12,46,3736,0,Missing
1,12,84,3736,1,NA
2,9,46,3736,13,NA
2,8,38,3736,1,NA
1,10,64,3736,4,NA
1,16,107,3736,3,NA
1,15,101,3736,2,NA
1,15,102,3736,2,NA
1,15,103,3736,7,NA
1,14,96,3736,3,NA
1,10,65,3736,22,NA
2,9,44,3736,4,NA
0,0,146,3736,1950,NA
0,0,148,3736,1110,NA
6,22,124,3737,0,Missing
6,22,127,3737,0,Missing
6,22,136,3737,0,Missing
1,19,112,3737,4,NA
1,19,114,3737,2,NA
1,19,115,3737,2,NA
1,19,116,3737,1,NA
1,12,74,3737,0,Missing
1,12,75,3737,0,Missing
1,12,76,3737,0,Missing
1,12,77,3737,0,Missing
1,12,78,3737,0,Missing
1,12,79,3737,0,Missing
1,12,80,3737,0,Missing
1,12,81,3737,0,Missing
1,12,82,3737,0,Missing
1,12,46,3737,0,Missing
1,12,84,3737,1,NA
2,9,45,3737,5,NA
2,9,46,3737,8,NA
2,8,36,3737,1,NA
1,10,64,3737,2,NA
1,16,107,3737,4,NA
1,15,101,3737,2,NA
1,14,96,3737,2,NA
1,14,97,3737,0,Missing
2,9,57,3737,1,NA
2,9,60,3737,1,NA
1,10,65,3737,9,NA
2,9,44,3737,6,NA
0,0,146,3737,520,NA
0,0,148,3737,0,Missing
6,22,128,3738,1,NA
1,16,133,3738,1,NA
6,22,136,3738,0,Missing
1,19,112,3738,5,NA
1,19,114,3738,3,NA
1,19,115,3738,2,NA
1,19,116,3738,3,NA
1,12,77,3738,1,NA
1,12,78,3738,4,NA
1,12,79,3738,3,NA
1,12,80,3738,1,NA
1,12,81,3738,1,NA
1,12,84,3738,3,NA
2,9,53,3738,1,NA
2,9,46,3738,29,NA
2,8,36,3738,1,NA
2,8,37,3738,1,NA
2,8,38,3738,1,NA
1,10,64,3738,1,NA
1,16,107,3738,5,NA
1,15,101,3738,0,Missing
1,15,104,3738,1,NA
1,14,96,3738,2,NA
1,14,99,3738,1,NA
1,10,65,3738,31,NA
2,9,44,3738,28,NA
0,0,146,3738,480,NA
0,0,148,3738,0,Missing
6,22,124,3739,1,NA
6,22,125,3739,2,NA
6,22,126,3739,1,NA
6,22,128,3739,1,NA
6,22,136,3739,0,Missing
6,22,140,3739,1,NA
6,22,141,3739,1,NA
1,19,112,3739,12,NA
1,19,114,3739,2,NA
1,19,115,3739,2,NA
1,12,78,3739,4,NA
1,12,79,3739,1,NA
1,12,80,3739,2,NA
1,12,46,3739,1,NA
1,12,84,3739,1,NA
2,7,29,3739,0,Missing
2,7,30,3739,0,Missing
2,9,52,3739,1,NA
2,9,53,3739,4,NA
2,9,45,3739,1,NA
2,9,46,3739,35,NA
2,8,33,3739,0,Missing
2,8,34,3739,0,Missing
2,8,35,3739,1,NA
2,8,36,3739,2,NA
2,8,37,3739,0,Missing
2,8,38,3739,0,Missing
2,8,40,3739,0,Missing
1,10,64,3739,4,NA
1,16,107,3739,33,NA
1,15,101,3739,0,Missing
1,15,102,3739,1,NA
1,15,103,3739,20,NA
1,15,104,3739,11,NA
1,11,67,3739,1,NA
1,11,70,3739,1,NA
1,11,71,3739,1,NA
1,14,95,3739,3,NA
1,14,96,3739,3,NA
1,14,99,3739,2,NA
2,9,55,3739,1,NA
2,9,56,3739,1,NA
2,9,58,3739,1,NA
2,9,62,3739,2,NA
2,9,63,3739,2,NA
1,10,65,3739,91,NA
2,9,44,3739,2,NA
0,0,146,3739,8720,NA
0,0,147,3739,7,NA
0,0,148,3739,300,NA
6,22,136,374,0,Missing
1,19,112,374,13,NA
1,19,113,374,15,NA
1,19,114,374,12,NA
1,19,115,374,4,NA
1,18,18,374,0,Missing
1,12,74,374,3,NA
1,12,75,374,0,Missing
1,12,76,374,0,Missing
1,12,77,374,1,NA
1,12,78,374,1,NA
1,12,79,374,1,NA
1,12,80,374,0,Missing
1,12,81,374,0,Missing
1,12,82,374,0,Missing
1,12,46,374,0,Missing
1,12,84,374,1,NA
2,9,45,374,4,NA
2,9,46,374,7,NA
2,8,36,374,1,NA
1,15,101,374,4,NA
1,15,103,374,3,NA
1,11,68,374,1,NA
1,14,96,374,1,NA
1,14,97,374,0,Missing
1,10,65,374,5,NA
0,0,146,374,3690,NA
6,22,124,3740,3,NA
6,22,125,3740,1,NA
6,22,128,3740,1,NA
6,22,136,3740,0,Missing
6,22,137,3740,1,NA
1,19,112,3740,14,NA
1,19,114,3740,6,NA
1,19,115,3740,3,NA
1,19,116,3740,1,NA
1,17,111,3740,1,NA
1,12,74,3740,0,Missing
1,12,75,3740,0,Missing
1,12,76,3740,0,Missing
1,12,77,3740,0,Missing
1,12,78,3740,0,Missing
1,12,79,3740,0,Missing
1,12,80,3740,0,Missing
1,12,81,3740,0,Missing
1,12,82,3740,0,Missing
1,12,84,3740,1,NA
2,7,27,3740,0,Missing
2,7,28,3740,0,Missing
2,7,29,3740,0,Missing
2,7,30,3740,0,Missing
2,7,31,3740,0,Missing
2,7,32,3740,0,Missing
2,9,53,3740,4,NA
2,9,45,3740,9,NA
2,9,46,3740,42,NA
2,8,36,3740,2,NA
2,8,37,3740,8,NA
1,10,64,3740,9,NA
1,16,106,3740,2,NA
1,16,107,3740,6,NA
1,15,102,3740,4,NA
1,15,103,3740,16,NA
1,15,104,3740,3,NA
1,11,68,3740,1,NA
1,11,69,3740,1,NA
1,14,95,3740,3,NA
1,14,96,3740,10,NA
2,9,56,3740,1,NA
2,9,57,3740,8,NA
1,13,87,3740,1,NA
1,13,91,3740,1,NA
2,9,58,3740,1,NA
2,9,59,3740,2,NA
2,9,61,3740,3,NA
2,9,62,3740,2,NA
2,9,63,3740,1,NA
1,10,65,3740,89,NA
2,9,44,3740,7,NA
0,0,146,3740,1480,NA
0,0,147,3740,7,NA
0,0,148,3740,824,NA
6,22,124,3741,1,NA
6,22,125,3741,3,NA
6,22,128,3741,2,NA
1,16,133,3741,1,NA
6,22,136,3741,0,Missing
1,19,112,3741,15,NA
1,19,113,3741,1,NA
1,19,114,3741,1,NA
1,19,115,3741,2,NA
1,19,120,3741,1,NA
1,12,74,3741,6,NA
1,12,78,3741,6,NA
1,12,79,3741,5,NA
1,12,80,3741,2,NA
1,12,84,3741,6,NA
2,7,29,3741,1,NA
2,9,52,3741,2,NA
2,9,53,3741,2,NA
2,9,45,3741,7,NA
2,9,46,3741,17,NA
2,8,36,3741,6,NA
2,8,37,3741,2,NA
2,8,38,3741,3,NA
1,10,64,3741,1,NA
1,16,107,3741,7,NA
1,15,101,3741,2,NA
1,11,68,3741,3,NA
1,11,70,3741,3,NA
1,14,95,3741,3,NA
1,14,96,3741,4,NA
2,9,57,3741,4,NA
2,9,63,3741,1,NA
1,10,65,3741,59,NA
2,9,44,3741,1,NA
0,0,146,3741,990,NA
0,0,147,3741,8,NA
0,0,148,3741,378,NA
6,22,124,3742,2,NA
6,22,136,3742,0,Missing
1,19,112,3742,3,NA
1,19,113,3742,1,NA
1,19,114,3742,1,NA
1,19,115,3742,2,NA
1,18,18,3742,0,Missing
1,12,74,3742,0,Missing
1,12,75,3742,0,Missing
1,12,76,3742,0,Missing
1,12,77,3742,0,Missing
1,12,78,3742,1,NA
1,12,79,3742,0,Missing
1,12,80,3742,0,Missing
1,12,81,3742,0,Missing
1,12,82,3742,0,Missing
1,12,46,3742,0,Missing
1,12,84,3742,1,NA
2,7,27,3742,0,Missing
2,7,28,3742,0,Missing
2,7,29,3742,0,Missing
2,7,30,3742,0,Missing
2,7,31,3742,0,Missing
2,9,46,3742,5,NA
2,8,37,3742,1,NA
2,8,39,3742,0,Missing
2,8,40,3742,0,Missing
1,10,64,3742,3,NA
1,15,101,3742,2,NA
1,15,103,3742,11,NA
1,15,104,3742,1,NA
1,11,69,3742,2,NA
1,14,95,3742,1,NA
1,14,96,3742,1,NA
2,9,61,3742,1,NA
2,9,62,3742,1,NA
2,9,63,3742,1,NA
1,10,65,3742,39,NA
2,9,44,3742,3,NA
0,0,146,3742,690,NA
0,0,148,3742,0,Missing
6,22,124,3743,1,NA
6,22,128,3743,1,NA
6,22,136,3743,0,Missing
1,19,112,3743,1,NA
1,19,115,3743,1,NA
2,9,46,3743,11,NA
