VarID,DF9b_VarName,VarName,Table,DataType,CovertToFactorVar,NAValue,CodedVar,CodesTable,DF8_VarName,Var_Description_Short,Var_Description_Long,VarValuesDomain,Changes,Comments,
90,neighborhoodChar,neighborhoodChar,Data_archinterp,Integer,TRUE,-1,TRUE,Codes_neighborhoodChar,NHOODCHR,Neighbourhood character,Character of neighbourhood of site.,"domain set:
[-1,0..9]
1=other sites arranged more or less compactly in neighbourhood
2=other sites arranged more or less compactly in neighbourhood
3=other sites arranged more or less compactly in neighbourhood
4=other sites arranged more or less compactly in neighbourhood
5=other sites arranged more or less compactly in neighbourhood
6=other sites arranged more or less compactly in neighbourhood
7=part of isolated site cluster
8=isolated site
9=other",,,
91,freeStandWall,freeStandWall,Data_archMaterial,Integer,TRUE,-1,TRUE,Codes_otherArchFeatures,FRSTNDWL,Free standing walls,Free standing walls in site.,"domain set:
[-1,0,8,9]
-1=missing data
0=none observed in site
8=present in site
9=other, including possibly present",,,
92,wells,wells,Data_archMaterial,Integer,TRUE,-1,TRUE,Codes_otherArchFeatures,WELLS,Wells,Prehispanic features in site: wells,"domain set:
[-1,0,8,9]
-1=missing data
0=none observed in site
8=present in site
9=other, including possibly present",,,
93,jagueyArch,jagueys,Data_archMaterial,Integer,TRUE,-1,TRUE,Codes_otherArchFeatures,JAGUEYS,Jagueys,Prehispanic features in site: jagueys,"domain set:
[-1,0,8,9]
-1=missing data
0=none observed in site
8=present in site
9=other, including possibly present",,,
94,puestos,puestos,Data_archMaterial,Integer,TRUE,-1,TRUE,Codes_otherArchFeatures,PUESTOS,Puestos,Prehispanic features in site: puestos,"domain set:
[-1,0,8,9]
-1=missing data
0=none observed in site
8=present in site
9=other, including possibly present",,,
95,milpa,milpa,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,MILPA,Milpa,Vegetation cover at the time of collection: milpa,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
96,barley,barley,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,BARLEY,Barley,Vegetation cover at the time of collection: barley,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
97,beans,beans,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,BEANS,Beans,Vegetation cover at the time of collection: beans,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
98,alfalfaCut,alfalfaCut,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,CUTALFAL,Cut alfalfa,Vegetation cover at the time of collection: cut alfalfa,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
99,alfalfaUncut,alfalfaUncut,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,UNCALFAL,Uncut alfalfa,Vegetation cover at the time of collection: uncut alfalfa,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
100,nopales,nopales,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,NOPALES,Nopales,Vegetation cover at the time of collection: nopales,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
101,magueys,magueys,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,MAGUEYS,Magueys,Vegetation cover at the time of collection: magueys,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
102,fallow,fallow,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,FALLOWLD,Fallow land,Vegetation cover at the time of collection: fallow land,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
103,uncultivate,uncultivate,Data_condition,Integer,TRUE,-1,TRUE,Codes_vegetation,UNCULTIV,Uncultivated,Vegetation cover at the time of collection: uncultivated,"domain set:
[-1,0..4]
-1=missing data
0=this kind of vegetation absent
1=present in a small portion of site or very scattered
2=present over a moderate part of site, or moderately thick
3=present but extent or density not recorded
4=abundant or dense on all or most of site",,"If this field is coded ""3"" and all of the related (vegetative cover) fields are coded ""2"", then it is probably pretty safe to assume that this category was dominant on the site.",
104,cropWater,cropWater,Data_condition,Integer,TRUE,-1,TRUE,Codes_water,CROPWATR,Crop water,Type of water for crops at the time of the survey.,"domain set:
[-1,0..3]
-1=missing data
0=humedad
1=temporal
2=reigo (used if any part of site in riego)
3=flood water",,,
105,plowing,plowing,Data_condition,Integer,TRUE,-1,TRUE,Codes_plowing,PLOWING,Plowing status,Status of plowing when the collection was made.,"domain set:
[-1,0..5]
-1=missing data
0=there is reason to think the site was never plowed
1=probably plowed in the past, but not in recent years
2=part of site in plow cultivation, but much not
3=most or all in plow cultivation, but not freshly plowed
4=part of site freshly plowed
5=most or all of site freshly plowed",,,
106,pitCultivate,pitCultivate,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,CULTPITS,Cultivation pits,Presence and effects of cultivation pits.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
107,pitLoot,pitLoot,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,LOOTPITS,Looter pits,Presence and effects of looter pits.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
108,archaeoExcRest,archaeoExcRest,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,ARCHEXCV,Archaeological restoration or excavation,Presence and effects of archaeological restoration or excavation.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
109,pitMisc,pitMisc,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,MISCPITS,Miscellaneous pits,Presence and effects of miscellaneous pits.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
110,quarrying,quarrying,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,QRRYING,Quarrying,Presence and effects of quarrying.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
111,stoneClearing,stoneClearing,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,CLRSTONE,Stone clearing,Presence and effects of stone clearing.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
112,landLeveling,landLeveling,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,LDLVLING,Land levelling,Presence and effects of land levelling.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
113,terracing,terracing,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,TERRACNG,Terracing,Presence and effects of terracing.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
114,ditching,ditching,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,DITCHING,Ditching,Presence and effects of ditching.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
115,roadOrRail,roadOrRail,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,ROADORRR,Road or railroad,Presence and effects of road or railroad construction.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
116,recentWall,recentWall,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,RCNTWALL,Recent walls,Presence and effects of recent walls.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
117,stoneRows,stoneRows,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,STONERWS,"Stone rows, rock piles",Presence and effects of stone rows and rock piles.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
118,recentBuild,recentBuild,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,RCNTBLDG,Recent Buildings,Presence and effects of recent buildings.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
119,dam,dam,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,DAM,Dam,Presence and effects of dam construction.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
120,jagueyMod,jaguey,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,JAGUEY,Jaguey,Presence and effects of jaguey.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
121,erosion,erosion,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,EROSION,Erosion,Presence and effects of erosion.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
122,silting,silting,Data_condition,Integer,TRUE,-1,TRUE,Codes_altering_features,SILTING,Silting,Presence and effects of silting.,"domain set:
[-1,0..5]
-1=missing data
0=absent or virtually absent
1=present, but sparse or limited in effects
2=present in sufficient degree to have considerable effect
3=present, but degree unspecified
4=present in sufficient degree to have a very strong effect
5=present in a degree that amounts to total destruction",,,
123,siteAlteration,siteAlteration,Data_condition,Integer,TRUE,-1,TRUE,Codes_overallcondition,OBSCSITE,Overall degree of site alteration,"Degree of site alteration, as the overall result of all features affecting its present condition.","domain set:
[-1,0..4]
-1=missing data
0=none or negligible
1=slight
2=moderate
3=considerable
4=extreme",,"""Degree to which the nature of the site has been obscured or altered, as the overall result of all features affecting its present condition""",
124,slope,slope,Data_description,Integer,TRUE,-1,TRUE,Codes_slope,SLOPE,slope,General slope of site surface.,"domain set:
[-1,0..4]
0=flat or nearly flat
1=slight slope
2=moderate slope
3=considerable slope
4=very steep slope",,,
125,groundstoneField,groundstoneField,Data_workshop,Integer,TRUE,-1,TRUE,Codes_workshopField,GSWKSHOP,Ground stone workshop,"Field judgment about whether the site was a pecked, ground, or polished stone workshop.","domain set:
[0,1..4]
0=nothing special noted in the field
1=considered an area of concentration, of unspecified character
2=judged to be a workshop area
3=some sort of specialized concentration but not a workshop
4=possible workshop area",,,
126,obsidianField,obsidianField,Data_workshop,Integer,TRUE,-1,TRUE,Codes_workshopField,OBWKSHOP,Obsidian workshop,Field judgment about whether the site was an obsidian workshop.,"domain set:
[0,1..4]
0=nothing special noted in the field
1=considered an area of concentration, of unspecified character
2=judged to be a workshop area
3=some sort of specialized concentration but not a workshop
4=possible workshop area",,,
127,manos,manos,Data_lithicGround,Integer,FALSE,-1,FALSE,,MANOS,Manos,Counts of mano fragments.,"domain set:
[-1,0..]
-1=missing data",,,
128,metates,metates,Data_lithicGround,Integer,FALSE,-1,FALSE,,METATES,Metates,Counts of metate fragments.,"domain set:
[-1,0..]
-1=missing data",,,
129,mortars,mortars,Data_lithicGround,Integer,FALSE,-1,FALSE,,MORTARS,Mortars,Counts of mortar (molcajete) fragments.,"domain set:
[-1,0..]
-1=missing data",,,
130,pestles,pestles,Data_lithicGround,Integer,FALSE,-1,FALSE,,PESTLES,Pestles,Counts of pestle (tejolote) fragments.,"domain set:
[-1,0..]
-1=missing data",,,
131,plasterSmoothers,plasterSmoothers,Data_lithicGround,Integer,FALSE,-1,FALSE,,PSMOOTHR,"""Plaster smoothers""","Counts of ""plaster smoother"" fragments.","domain set:
[-1,0..]
-1=missing data",,,
132,plumbBobs,plumbBobs,Data_lithicGround,Integer,FALSE,-1,FALSE,,PLUMBBOB,"""Plumb-bobs""","Counts of ""plumb-bob"" fragments.","domain set:
[-1,0..]
-1=missing data",,,
133,wallFixSurf,wallFixtures,Data_lithicGround,Integer,FALSE,-1,FALSE,,FIXTWALL,Wall fixtures,Counts of wall fixture fragments.,"domain set:
[-1,0..]
-1=missing data",,,
134,fireGods,fireGods,Data_lithicGround,Integer,FALSE,-1,FALSE,,FIREGODS,Firegods,"Counts of ""firegod"" (Huehueteotl) censer fragments.","domain set:
[-1,0..]
-1=missing data",,,
135,sculptureFrags,sculptureFrags,Data_lithicGround,Integer,FALSE,-1,FALSE,,MSCSTNSC,Miscellaneous stone sculpture fragments,Counts of miscellaneous stone sculpture fragments.,"domain set:
[-1,0..]
-1=missing data",,"Do not confuse [lithicGround].[sculptureFrags] with [lithicGround].[groundstoneOther]; the former contains fragments of stone sculpture, the latter stone objects, presumably mostly artifact fragments, which coders could not fit with the other [lithicGround] categories.",
136,hammerStones,hammerStones,Data_lithicGround,Integer,FALSE,-1,FALSE,,HAMMERS,Hammer stones,Counts of hammer stone (martillo) fragments.,"domain set:
[-1,0..]
-1=missing data",,,
137,slingStones,slingStones,Data_lithicGround,Integer,FALSE,-1,FALSE,,SLINGSTN,Slingstones,Counts of slingstone fragments.,"domain set:
[-1,0..]
-1=missing data",,,
138,smoothStones,smoothStones,Data_lithicGround,Integer,FALSE,-1,FALSE,,SMTHSTN,Smoothing/rubbing stones,Counts of smoothing/rubbing stone fragments.,"domain set:
[-1,0..]
-1=missing data",,,
139,whetStones,whetStones,Data_lithicGround,Integer,FALSE,-1,FALSE,,WHETSTN,Whetstones,Counts of whetstone fragments.,"domain set:
[-1,0..]
-1=missing data",,,
140,palettes,palettes,Data_lithicGround,Integer,FALSE,-1,FALSE,,PALETTES,Palettes,Counts of palette fragments.,"domain set:
[-1,0..]
-1=missing data",,,
141,celts,celts,Data_lithicGround,Integer,FALSE,-1,FALSE,,CELTS,Celts,Counts of celt fragments.,"domain set:
[-1,0..]
-1=missing data",,Category no longer used,
142,lajasReworked,lajasReworked,Data_lithicGround,Integer,FALSE,-1,FALSE,,RWKDLAJA,Reworked lajas,Counts of reworked laja fragments.,"domain set:
[-1,0..]
-1=missing data",,,
143,anvils,anvils,Data_lithicGround,Integer,FALSE,-1,FALSE,,ANVILS,Anvils,Counts of anvil fragments.,"domain set:
[-1,0..]
-1=missing data",,,
144,drainSurf,drains,Data_lithicGround,Integer,FALSE,-1,FALSE,,DRAINS,Drains,Counts of drain fragments.,"domain set:
[-1,0..]
-1=missing data",,,
145,drainCovers,drainCovers,Data_lithicGround,Integer,FALSE,-1,FALSE,,DRAINCVR,Drain covers and stoppers,Counts of drain cover and stopper fragments.,"domain set:
[-1,0..]
-1=missing data",,,
146,groundstoneOther,groundstoneOther,Data_lithicGround,Integer,FALSE,-1,FALSE,,OTHERGS,"Other pecked, ground, or polished stone","Counts of other pecked, ground, or polished stone fragments.","domain set:
[-1,0..]
-1=missing data",,"Do not confuse [lithicGround].[sculptureFrags] with [lithicGround].[groundstoneOther]; the former contains fragments of stone sculpture, the latter stone objects, presumably mostly artifact fragments, which coders could not fit with the other [lithicGround] categories.",
147,obsidianTot,obsidianTot,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSITOTS,Total obsidian,Total obsidian counts.,"domain set:
[-1,0..]
-1=missing data",,,
148,obsidianBlades,obsidianBlades,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIBLDS,Obsidian prismatic blades,Counts of obsidian prismatic blades.,"domain set:
[-1,0..]
-1=missing data",,,
149,obsidianWaste,obsidianWaste,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIWSTE,Obsidian waste,Counts of obsidian waste flakes.,"domain set:
[-1,0..]
-1=missing data",,,
150,obsidianScrapers,obsidianScrapers,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSISCRP,Obsidian scrapers,Counts of obsidian scrapers.,"domain set:
[-1,0..]
-1=missing data",,,
151,obsidianPoints,obsidianPoints,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIPNTS,Obsidian points,Counts of obsidian points.,"domain set:
[-1,0..]
-1=missing data",,"With var.153, probably best thought of as a combined category of ""bifaces"".",
152,obsidianCores,obsidianCores,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSICORS,Obsidian polyhedral cores,Counts of obsidian polyhedral cores.,"domain set:
[-1,0..]
-1=missing data",,,
153,obsidianKnives,obsidianKnives,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIKNIV,Obsidian knives,Counts of obsidian knives.,"domain set:
[-1,0..]
-1=missing data",,"With var.151, probably best thought of as a combined category of ""bifaces"".",
154,obsidianEccentrics,obsidianEccentrics,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIECCE,Obsidian eccentrics,"Counts of obsidian eccentrics, including figurines.","domain set:
[-1,0..]
-1=missing data",,,
155,obsidianMagueyS,obsidianMagueyS,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIMGSC,Obsidian maguey scrapers,Counts of obsidian maguey scrapers.,"domain set:
[-1,0..]
-1=missing data",,Almost never coded. The few exceptions are supposed to have been added to var.150 (Scrapers).,
156,obsidianUtFlake,obsidianUtFlake,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSIUFLK,Obsidian utilized flakes,Counts of obsidian utilized flakes.,"domain set:
[-1,0..]
-1=missing data",,,
157,obsidianNodules,obsidianNodules,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,OBSINODS,Obsidian nodules,Counts of obsidian nodules.,"domain set:
[-1,0..]
-1=missing data",,,
158,basaltTot,basaltTot,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,BSLTTOTS,Total basalt,Total basalt counts.,"domain set:
[-1,0..]
-1=missing data",,,
159,basaltTools,basaltTools,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,BSLTTOOL,Basalt tools,Counts of basalt tools.,"domain set:
[-1,0..]
-1=missing data",,,
160,chert,chert,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,CHRTFRAG,Chert  fragments,Counts of chert and chert-like stone fragments.,"domain set:
[-1,0..]
-1=missing data",,,
161,quartz,quartz,Data_lithicFlaked,Integer,FALSE,-1,FALSE,,QUARTZ,Quartz and quartzite,Counts of quartz and quartzite fragments.,"domain set:
[-1,0..]
-1=missing data",,,
162,slateTot,slateTot,Data_lithicGround,Integer,FALSE,-1,FALSE,,SLATETOT,Total slate,Total slate counts.,"domain set:
[-1,0..]
-1=missing data",,,
163,slatePainted,slatePainted,Data_lithicGround,Integer,FALSE,-1,FALSE,,SLATEPNT,Painted slate,Counts of painted slate.,"domain set:
[-1,0..]
-1=missing data",,,
164,alabaster,alabaster,Data_lithicGround,Integer,FALSE,-1,FALSE,,ALABASTR,Alabaster,"Counts of alabaster (onyx, tecali) fragments.","domain set:
[-1,0..]
-1=missing data",,,
165,serpentine,serpentine,Data_lithicGround,Integer,FALSE,-1,FALSE,,SERPENTN,Serpentine,Counts of serpentine fragments.,"domain set:
[-1,0..]
-1=missing data",,,
166,jade,jade,Data_lithicGround,Integer,FALSE,-1,FALSE,,JADE,Jade,Counts of jade fragments.,"domain set:
[-1,0..]
-1=missing data",,,
167,workedBone,workedBone,Data_artifactOther,Integer,FALSE,-1,FALSE,,WRKDBONE,Worked bone,Counts of worked bone.,"domain set:
[-1,0..]
-1=missing data",,,
168,shellTot,shellTot,Data_artifactOther,Integer,FALSE,-1,FALSE,,SHELLTOT,Total shell,Total shell counts.,"domain set:
[-1,0..]
-1=missing data",,,
169,shellWorked,shellWorked,Data_artifactOther,Integer,FALSE,-1,FALSE,,SHELLWKD,Worked shell,Counts of worked shell fragments.,"domain set:
[-1,0..]
-1=missing data",,,
170,figTot,figTot,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,FIGUTOTS,Total figurines,Total counts of figurine fragments.,"domain set:
[-1,0..]
-1=missing data",,"""OK""",
171,figHead,figHead,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,FIGHEADS,Figurine heads,Total counts of figurine heads.,"domain set:
[-1,0..]
-1=missing data",,"Includes animal heads but excludes detached headdresses. Incomplete, and should not be used at all.",
172,figPPat,figPPat,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,PPATFIGS,Pre-Patlachique figurines,Total counts of Pre-Patlachique figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
173,figPatl,figPatl,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,PATLFIGS,Patlachique,Total counts of Patlachique figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
174,figTzac,figTzac,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,TZACFIGS,Tzacualli,Total counts of Tzacualli figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
175,figMicc,figMicc,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,MICCFIGS,Miccaotli,Total counts of Miccaotli figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
176,figTlam,figTlam,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,TLAMFIGS,Tlamimilolpa,Total counts of Tlamimilolpa figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
177,figXola,figXola,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,XOLAFIGS,Xolalpan,Total counts of Xolalpan figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
178,figMete,figMete,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,METEFIGS,Metepec,Total counts of Metepec figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
179,figTolt,figTolt,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,TOLTFIGS,"""Toltec""","Total counts of ""Toltec"" figurines.","domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
180,figAzte,figAzte,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,AZTEFIGS,Aztec,Total counts of Aztec figurines.,"domain set:
[-1,0..]
-1=missing data",,"Incomplete, and should not be used at all.",
181,figPupp,figPupp,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,PUPPFIGS,"""Puppet"" fragments","Total counts of ""puppet"" figurines.","domain set:
[-1,0..]
-1=missing data",,"""OK""",
182,spindleWhorl,spindleWhorl,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,SPINWHRL,Spindle whorls,Counts of spindle whorls.,"domain set:
[-1,0..]
-1=missing data",,Probably nearly all Aztec. Inattentive coders probably missed a few occurences of the less common categories.,
183,sealStamp,sealStamp,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,SEALSTMP,Seals and stamps,Counts of seals and stamps.,"domain set:
[-1,0..]
-1=missing data",,Inattentive coders probably missed a few occurences of the less common categories.,
184,earSpool,earSpool,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,EARSPOOL,Earspools,Counts of earspools.,"domain set:
[-1,0..]
-1=missing data",,Inattentive coders probably missed a few occurences of the less common categories.,
185,whistle,whistle,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,WHISTLES,Whistles,Counts of whistles.,"domain set:
[-1,0..]
-1=missing data",,Inattentive coders probably missed a few occurences of the less common categories.,
186,flute,flute,Data_cerNonVessel,Integer,FALSE,-1,FALSE,,FLUTES,Flutes,Counts of flutes.,"domain set:
[-1,0..]
-1=missing data",,Doesn't include simple clay tubes. Inattentive coders probably missed a few occurences of the less common categories.,
187,labAnalyst1,labAnalysts,Data_labAnalysts,Integer,TRUE,-1,TRUE,Codes_personnel,CERANWK1,Ceramic analyst,,"domain set:
[-1,1..32]
1=René Millon
2=Bruce Drewitt
3=James A. Bennyhoff
4=Pedro Baños
5=George L. Cowgill
6=Michael W. Spence
7=Matthew Wallrath
8=Joseph D. Marino
9=Warren T. D. Barbour
10=Arnulfo de Lucio
11=José de Lucio
12=Darlena K. Blucher
13=Daniel W. Hungerford
14=Donald R. Sutherland
15=S. Jeffrey K. Wilkerson
16=Steve M. Sharnoff
17=Silvestre Sánchez
18=Charles K. Fletcher
19=Charles C. Kolb
20=Clara Millon
21=Wendy Drewitt
22=James W. Dow
23=Mario de Lucio
24=Paul Shankman
25=Chris D. Dodds
26=G. Raymond Krotser
27=A. Jane Quisenberry
28=Michael S. West
29=Dan B. Bruhns
30=Karen O. Bruhns
31=Silvia G. Duran
32=Erica West",,,
