"","SSN","site","subsite","unit","northing","easting","fieldWorker1","fieldWorker2","fieldWorker3","fieldWorker4","fieldWorker5","collectionYear","collectionQuarter","lastBuildPhase","burials","midden","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterUnpaint","plasterPaint","burntClay","almena","burnedStruct","floors","walls","drainSitu","wallFixSitu","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","intrusiveSherd","height","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","constructQual","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto","Cmplx_archInt1PaTz","Cmplx_archInt1McTl","Cmplx_archInt1XlMt","Cmplx_archInt2PaTz","Cmplx_archInt2McTl","Cmplx_archInt2XlMt","Cmplx_funcIntPaTz","Cmplx_funcIntMcTl","Cmplx_funcIntXlMt","Cmplx_funcResPaTz","Cmplx_funcResMcTl","Cmplx_funcResXlMt","Cmplx_funcTmpPaTz","Cmplx_funcTmpMcTl","Cmplx_funcTmpXlMt","Cmplx_funcCivPaTz","Cmplx_funcCivMcTl","Cmplx_funcCivXlMt","Cmplx_funcOthXlMt","Cmplx_Num","Cmplx_Unit","MCmplx_Num","MCmplx_Unit","MCmplx_presPaTz","MCmplx_presMcTl","MCmplx_presXlMt","MCmplx_funcIntPaTz","MCmplx_funcIntMcTl","MCmplx_funcIntXlMt","neighborhoodChar","freeStandWall","wells","jagueyArch","puestos","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","archaeoExcRest","pitMisc","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jagueyMod","erosion","silting","siteAlteration","slope","groundstoneField","obsidianField","manos","metates","mortars","pestles","plasterSmoothers","plumbBobs","wallFixSurf","fireGods","sculptureFrags","hammerStones","slingStones","smoothStones","whetStones","palettes","celts","lajasReworked","anvils","drainSurf","drainCovers","groundstoneOther","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz","slateTot","slatePainted","alabaster","serpentine","jade","workedBone","shellTot","shellWorked","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","labAnalyst1","labAnalyst2","labAnalyst3","analysisYear","analysisQuarter","ceramicField","ceramicAbundance","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm","burner3P","coverHandled","areaSite","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","ceramicDisk","obsidianSpencePhase1","obsidianSpencePhase2","ceramicKrotser","figurineConcBarbour","areaStruct","insubstantialCount","boundInfoQual"
"4119",4119,"4","NONE","S1W2",-1,-96,NA,NA,NA,NA,NA,64,2,4,0,0,5,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,-1,-1,-1,-1,1,10,19,4,4,19,77,77,77,77,2,-1,2,2,-1,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,4,5,0,0,4,0,0,0,0,1,0,0,0,0,-1,0,0,1,0,1,172,145,17,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,NA,NA,NA,69,4,0,5,2,-1,-1,-1,-1,-1,1,2,7,264,655,0,12,0,0,35,124,127,100,39,11,83,45,51,19,0,0,0,1,6,9,2,0,0,1,0,13,12,1,38,0,38,0,50,0,13,8,10,15,4,9,0,0,0,5,4,0,0,0,22,0,0,8,14,-1,0,0,0,0,0,4,2,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,0,3,0,1,2,0,0,1,0,0,1,0,2304,-1,-1
"4120",4120,"5","NONE","S1W2",-20,-52,NA,NA,NA,NA,NA,65,4,0,0,0,7,2,0,2,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,4,0,4,0,1,2,1,30,20,4,4,20,77,77,77,77,2,41,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,1,2,0,4,0,0,0,3,0,0,0,0,2,0,0,0,0,-1,0,0,0,1,0,17,4,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,NA,NA,NA,65,4,0,1,1,-1,-1,-1,-1,-1,1,2,2,276,79,0,0,0,0,0,4,18,15,9,1,15,2,1,2,0,0,0,0,1,1,0,0,0,0,0,-1,-1,-1,7,0,7,0,3,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2660,0,0
"4121",4121,"6","NONE","S1W2",-3,-72,NA,NA,NA,NA,NA,64,3,5,0,0,5,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,2,4,4,2,-1,-1,-1,-1,2,3,2,2,3,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,76,38,14,16,2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,-1,0,0,0,5,1,4,1,0,0,0,0,0,0,0,0,NA,NA,NA,69,4,0,6,3,-1,-1,-1,-1,-1,2,0,2,197,172,0,0,0,0,13,19,31,42,12,5,32,8,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,26,0,18,0,1,1,6,6,4,3,0,0,0,0,3,0,0,0,5,0,0,3,2,-1,0,0,0,0,0,3,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1298,0,1
"4122",4122,"7","NONE","S1W2",-2,-79,NA,NA,NA,NA,NA,64,3,4,0,0,7,1,0,3,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,2,4,4,20,-1,-1,-1,-1,2,3,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,71,30,14,20,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,0,0,0,0,NA,NA,NA,69,4,0,5,6,-1,-1,-1,-1,-1,5,0,1,296,145,0,0,0,0,12,22,28,29,6,1,27,5,11,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,14,1,13,0,16,0,2,3,4,5,2,3,0,0,1,1,1,0,0,0,2,0,0,1,1,-1,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1566,0,1
"4123",4123,"8","&20","S1W2",-45,-54,NA,NA,NA,NA,NA,65,4,0,0,0,5,2,0,0,4,0,0,1,3,0,0,0,0,0,5,5,0,0,0,0,0,0,4,0,0,2,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,2,3,0,0,1,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,24,15,5,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,4,0,1,0,0,0,0,0,0,0,0,1,56,50,0,0,0,0,2,6,7,13,3,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,4,0,4,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3510,0,1
"4124",4124,"9","NONE","S1W2",-11,-58,NA,NA,NA,NA,NA,65,4,5,0,0,9,1,0,2,4,0,2,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,4,4,2,77,77,77,-1,2,41,2,2,3,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,1,0,1,4,3,1,0,0,0,0,0,0,3,0,0,0,0,-1,1,0,0,0,1,124,34,53,19,8,7,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,4,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,0,0,0,0,NA,NA,NA,65,4,0,6,2,-1,-1,-1,-1,-1,1,0,0,2073,144,0,0,0,0,0,15,33,22,10,6,44,3,2,1,0,0,0,0,1,0,0,0,0,0,0,7,7,0,5,0,5,0,13,0,0,7,1,4,1,1,0,0,0,1,0,0,0,0,4,0,0,1,3,-1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,9352,3,1
"4125",4125,"10","NONE","S1W2",-14,-77,NA,NA,NA,NA,NA,65,4,5,0,0,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,-1,-1,-1,-1,2,3,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,2,3,0,0,3,0,0,0,0,0,0,0,3,1,0,0,18,14,3,0,15,0,0,3,0,4,0,0,0,0,-1,0,0,1,0,5,95,23,24,26,9,10,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,16,2,-1,-1,-1,-1,1,-1,1,-1,-1,2,0,0,0,0,0,NA,NA,NA,65,4,0,9,11,-1,-1,-1,-1,-1,5,5,9,3680,394,0,0,0,0,15,43,90,102,27,2,55,2,7,7,0,0,0,0,3,4,0,0,0,0,0,30,27,3,47,5,41,1,49,0,10,8,6,24,1,1,0,0,0,1,0,0,0,0,2,-1,-1,-1,1,-1,-1,-1,0,0,1,4,2,-1,-1,0,0,0,2,0,0,1,1,0,0,14,0,7,7,0,0,3,0,0,0,0,9999,3,1
"4126",4126,"11","NONE","S1W2",-16,-54,NA,NA,NA,NA,NA,65,4,0,0,0,7,2,0,0,1,0,0,0,3,0,3,3,0,0,5,5,0,0,0,0,0,0,4,3,1,1,1,-1,20,4,4,2,77,77,77,-1,2,41,2,2,3,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,1,0,0,3,3,0,0,5,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,1,29,7,10,6,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,65,4,0,1,2,-1,-1,-1,-1,-1,2,0,0,150,61,0,0,0,0,0,7,11,11,1,8,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,5,0,0,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3512,0,1
"4127",4127,"12","NONE","S1W2",-30,-90,NA,NA,NA,NA,NA,65,4,0,0,0,1,-1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,4,4,20,-1,-1,-1,-1,2,41,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,13,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,65,4,0,5,0,0,0,0,0,0,0,0,0,70,47,0,0,0,0,1,9,9,10,7,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,-1,-1,-1,10,0,1,2,3,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1652,0,1
"4128",4128,"13","&16","S1W2",-27,-73,NA,NA,NA,NA,NA,65,4,5,0,0,3,1,0,0,5,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,3,3,-1,-1,1,19,20,4,4,20,77,77,77,77,2,41,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,0,0,0,3,2,3,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,3,3,1,0,0,3,4,1,0,4,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,140,53,47,29,8,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,6,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,NA,NA,65,4,0,6,5,-1,-1,-1,-1,-1,3,5,12,766,226,0,0,0,0,4,14,44,38,26,0,36,1,11,1,0,0,0,0,0,1,0,0,0,0,0,22,22,0,6,1,4,1,18,0,2,6,3,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,2,-1,-1,-1,-1,-1,-1,1,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,5500,0,0
"4129",4129,"14","NONE","S1W2",-23,-69,NA,NA,NA,NA,NA,65,4,0,0,0,5,3,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,4,4,20,77,77,77,77,2,41,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,8,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,4,0,5,5,-1,-1,-1,-1,-1,2,0,1,83,45,0,0,0,0,0,1,11,15,4,0,10,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,3,0,5,0,5,0,5,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2450,0,1
"4130",4130,"15","NONE","S1W2",-26,-59,NA,NA,NA,NA,NA,65,4,0,0,0,0,-1,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,-1,-1,1,-1,2,4,4,20,77,77,77,-1,2,3,2,2,41,77,77,77,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,1,0,0,1,2,1,0,7,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,1,22,8,7,3,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,65,4,0,7,9,-1,-1,-1,-1,-1,7,4,2,1870,74,0,0,0,0,6,10,7,17,7,2,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,8,0,8,0,10,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5082,0,1
"4131",4131,"17","NONE","S1W2",-38,-56,NA,NA,NA,NA,NA,65,4,0,0,0,9,1,0,2,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,4,4,20,-1,-1,-1,-1,2,41,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,37,17,13,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,65,4,0,-1,5,-1,-1,-1,-1,-1,2,0,1,110,109,0,0,0,0,1,4,26,13,3,1,25,5,24,1,0,0,0,0,1,0,0,0,0,0,0,5,5,0,5,0,5,0,10,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,-1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,0,2640,0,1
"4132",4132,"18","NONE","S1W2",-34,-74,NA,NA,NA,NA,NA,65,4,5,0,0,9,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,0,20,4,4,20,77,77,77,77,2,41,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,73,24,27,17,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,65,4,0,5,1,-1,-1,-1,-1,-1,1,1,1,294,103,0,0,0,0,1,8,26,20,6,3,25,10,7,5,0,0,0,3,2,0,0,0,0,0,0,10,10,0,13,1,12,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1829,0,1
"4133",4133,"19","NONE","S1W2",-38,-62,NA,NA,NA,NA,NA,65,4,5,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,1,0,0,3,3,0,0,4,0,0,0,0,5,0,0,0,0,-1,0,0,0,0,2,59,19,19,17,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,4,-1,-1,1,2,-1,1,-1,-1,-1,1,0,0,0,0,0,NA,NA,NA,65,4,0,5,8,-1,-1,-1,-1,-1,5,8,3,1463,320,0,0,0,0,9,43,58,57,27,3,47,13,8,5,0,0,0,3,0,1,1,0,0,0,0,39,39,0,24,3,20,1,26,0,2,6,7,11,0,1,0,0,0,0,0,1,0,0,5,-1,-1,1,2,-1,-1,1,1,0,0,4,2,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,6,0,3,2,1,0,4,0,0,0,0,3420,0,0
"4134",4134,"21","NONE","S1W2",-44,-60,NA,NA,NA,NA,NA,65,4,0,0,0,5,1,0,0,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,3,3,0,1,1,-1,20,4,4,20,77,77,77,77,2,41,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,3,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,7,2,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,NA,NA,NA,65,4,0,1,2,-1,-1,-1,-1,-1,1,0,0,13,15,0,0,0,0,0,3,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,0,0
"4135",4135,"22","NONE","S1W2",-46,-94,NA,NA,NA,NA,NA,65,4,5,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,-1,-1,-1,-1,2,3,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,71,19,20,20,6,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,NA,NA,NA,65,4,0,7,1,-1,-1,-1,-1,-1,1,1,1,210,197,0,0,0,0,14,15,40,31,10,0,22,32,13,1,0,0,0,1,0,0,0,0,0,0,0,13,13,0,9,0,9,0,16,0,6,2,2,5,1,0,0,0,0,0,0,0,0,0,6,0,0,1,5,-1,0,0,1,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,2,0,0,1,0,0,0,0,4680,0,1
"4136",4136,"23","NONE","S1W2",-49,-79,NA,NA,NA,NA,NA,65,4,5,0,0,4,1,0,1,5,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,3,3,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,46,10,19,5,5,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,NA,NA,NA,65,4,0,5,4,-1,-1,-1,-1,-1,1,3,8,2090,331,0,0,0,0,16,39,71,45,30,0,32,13,37,3,0,0,0,0,1,2,0,0,0,0,0,34,34,0,15,0,15,0,37,0,7,15,4,9,2,1,0,0,0,0,0,1,0,0,4,0,0,2,2,-1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,2,3,1,0,1,0,0,0,0,6886,0,1
