SSN,SITE,SUBSITE,UNIT,NORTHING,EASTING,CXUNIT,MCXUNIT,OBSITOTS,OBSIWSTE,AREASITE,SHRDSTOT,AREASTRC,FLDWRK1,FLDWRK2,FLDWRK3,FLDWRK4,FLDWRK5,COLLYEAR,COLLQURT,LSTBUILD,BURIALS,MIDDEN,QNTSTONE,DSTSTONE,CUTSTONE,LAJAS,TEPETATE,ADOBE,XALNENE,CASCAJO,CONCRETE,PLSTRUNP,PLSTRPNT,BURNCLAY,ALMENA,BRNDSTRC,FLOORS,WALLS,DRAINS_ARCH,WALLFIXT,MURALS,COLUMNS,TALUDES,TABLEROS,SITUFLRS,TALUDSTN,WALLMATR,WALLFACE,INTRUSHD,HEIGHT,PMICARC1,MCTLARC1,XLMEARC1,OXTOARC1,PMICARC2,MCTLARC2,XLMEARC2,OXTOARC2,QUALCNST,PMICFNC1,MCTLFNC1,XLMEFNC1,OXTOFNC1,PMICFNC2,MCTLFNC2,XLMEFNC2,OXTOFNC2,PTTZCX1,MCTLCX1,XLMECX1,PTTZCX2,MCTLCX2,XLMECX2,PTTZCXFN,MCTLCXFN,XLMECXFN,PTTZRSFN,MCTLRSFN,XLMERSFN,PTTZTMFN,MCTLTMFN,XLMETMFN,PTTZCVFN,MCTLCVFN,XLMECVFN,XLMEOTFN,CXUNITN,MCXUNITN,PTTZMCX,MCTLMCX,XLMEMCX,PTTZMXFN,TLXLMXFN,XLMEMXFN,NHOODCHR,FRSTNDWL,WELLS,JAGUEYS,PUESTOS,MILPA,BARLEY,BEANS,CUTALFAL,UNCALFAL,NOPALES,MAGUEYS,FALLOWLD,UNCULTIV,CROPWATR,PLOWING,CULTPITS,LOOTPITS,ARCHEXCV,MISCPITS,QURRYING,CLRSTONE,LDLVLING,TERRACNG,DITCHING,ROADORRR,RCNTWALL,STONERWS,RCNTBLDG,DAM,JAGUEY,EROSION,SILTING,OBSCSITE,SLOPE,GSWKSHOP,OBWKSHOP,MANOS,METATES,MORTARS,PESTLES,PSMOOTHR,PLUMBBOB,FIXTWALL,FIREGODS,MSCSTNSC,HAMMERS,SLINGSTN,SMTHSTN,WHETSTN,PALETTES,CELTS,RWKDLAJA,ANVILS,DRAINS_MODERN,DRAINCVR,OTHERGS,OBSIKNIV,OBSIECCE,OBSIMGSC,BSLTTOOL,CHRTFRAG,QUARTZ,SLATETOT,SLATEPNT,ALABASTR,SERPENTN,JADE,WRKDBONE,SHELLTOT,SHELLWKD,FIGHEADS,PPATFIGS,PATLFIGS,TZACFIGS,MICCFIGS,TLAMFIGS,XOLAFIGS,METEFIGS,TOLTFIGS,AZTEFIGS,PUPPFIGS,SPINWHRL,SEALSTMP,EARSPOOL,WHISTLES,FLUTES,CERANWK1,CERANWK2,CERANWK3,CERANYR,CERANQT,FLDCWKSH,FLDCABUN,COATCAND,ATOYCAND,EXOLCAND,LXOLCAND,OTHPCLAS,PPATCNSR,PATLCNSR,TZACCNSR,OXTOCNSR,XOMECNSR,MAZACNSR,AZTECNSR,TLAMSMO,PATLCOML,TZACCOML,MICCCOML,TLAMCOML,OXTOCOML,PATLNUBB,APETNUBB,INSTNUBB,FLSHNUBB,ATOYNUBB,XOLANUBB,METENUBB,STMPSHRD,PLRFSHRD,STCCSHRD,INCISHRD,FRNSHTOT,LOWMAYA,HIGHMAYA,HUASTEC,TAJIN,GULFCST,MONTEALB,OAXACA,OTHFRN,ADORNOS,MINIATUR,COPAS,MATTWARE,GRANTOTS,PMICGRAN,MICCGRAN,TLAMGRAN,XOLAGRAN,METEGRAN,CERADISK,SOBSIWK1,SOBSIWK2,KCERAWKS,BFIGCONC,INSUBSTR,QUALBND,OBSIBLDS,OBSISCRP,OBSIPNTS,OBSICORS,OBSIUFLK,OBSINODS,BSLTTOTS,FIGUTOTS,CANDTOTS,METECAND,COMMCAND,BRN3PRNG,HANDCOVR,CUANALAN,TEZOYUCA,PATLACHI,TZACUALL,MICCAOTL,TLAMIMIL,XOLALPAN,METEPEC,OXTOTIPA,XOMETLA,MAZAPAN,AZTEC,CNSRTOTS,MICCCNSR,TLAMCNSR,XOLACNSR,METECNSR,THNOTOTS,REGTHNO,CRSTHNO,SMOTOTS,XOLASMO,METESMO,OLLATOT,PATLOLLA,WDGROLLA,MICCOLLA,TLAMOLLA,XOLAOLLA,METEOLLA,COMLTOTS,XOLACOML,METECOML,POXTCOML,NUBBTOTS
4331,15,NONE,S4W1,-163,-17,XXXX,XXXX,230,7,130,72,-1,7,-1,-1,-1,-1,65,2,4,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,4,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,-1,-1,6,7,2,1,0,0,0,2,1,-1,1,0,0,0,0,0,2,12,13,23,2,0,10,8,0,5,1,3,1,0,2,2,0,9,9,0,6,0,1,5,1,4,0,1,0,0,0,0
4332,16,NONE,S4W1,-184,-8,XXXX,XXXX,23,7,608,134,1892,7,-1,-1,-1,-1,65,2,4,0,0,4,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,3,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,-1,0,0,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,11,7,1,1,0,0,0,5,0,0,0,0,0,0,0,0,11,12,35,25,9,0,2,4,6,2,0,1,1,0,29,28,1,3,3,0,-1,0,5,6,5,-1,0,2,1,0,0,0
4333,17,NONE,S4W1,-199,-26,XXXX,XXXX,47,14,480,65,-1,7,-1,-1,-1,-1,65,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,8,11,13,1,0,0,0,4,0,0,0,1,0,0,0,0,14,8,5,15,2,0,4,3,8,3,3,0,0,0,5,5,0,0,0,0,14,0,4,3,1,6,0,0,0,0,0,-1
4334,18,NONE,S4W1,-187,-35,XXXX,XXXX,29,5,1100,195,0,7,-1,-1,-1,-1,65,2,5,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,3,3,20,77,77,77,77,1,1,1,1,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,1,0,0,0,-1,3,0,0,0,0,0,0,0,0,3,-1,-1,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,-1,-1,-1,65,2,0,3,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,1,0,0,0,0,2,2,4,10,6,1,0,0,1,7,2,-1,1,0,0,0,0,0,25,30,20,42,16,0,23,18,6,2,1,0,1,0,15,14,1,6,5,0,37,0,7,14,10,6,0,1,0,1,0,2
4335,19,NONE,S4W1,-184,-46,XXXX,XXXX,26,8,179,65,484,7,-1,-1,-1,-1,65,2,0,0,0,5,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,3,2,4,4,20,-1,-1,-1,-1,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,1,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,3,6,0,0,0,0,2,0,0,0,0,0,0,0,0,10,7,5,9,0,0,6,6,19,0,0,0,0,0,2,2,0,1,1,0,8,0,1,5,2,0,0,0,0,0,0,1
4336,20,-21,S4W1,-188,-50,XXXX,XXXX,85,24,247,212,0,7,-1,-1,-1,-1,65,2,4,0,0,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,3,3,20,77,77,77,77,1,1,1,1,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,3,4,0,0,2,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,4,0,0,4,0,0,1,0,0,0,0,2,2,17,22,7,2,0,0,0,11,0,0,0,1,0,0,0,0,29,31,25,42,13,0,18,16,19,4,1,0,0,0,17,14,3,5,3,0,36,0,14,14,8,4,0,1,0,0,0,2
4337,22,NONE,S4W1,-194,-47,XXXX,XXXX,34,2,406,93,1444,7,-1,-1,-1,-1,65,3,0,0,0,6,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,8,2,4,4,20,-1,-1,-1,-1,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,5,3,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,-1,65,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,15,5,2,2,0,0,3,0,0,0,0,0,0,0,0,0,7,8,7,12,0,0,2,0,46,1,0,1,0,0,10,10,0,0,0,0,11,0,3,6,2,0,0,1,1,0,0,0
4338,23,NONE,S4W1,-199,-43,XXXX,XXXX,8,4,291,39,324,7,-1,-1,-1,-1,65,2,0,0,0,5,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,0,0,0,7,-1,-1,65,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,-1,1,0,0,0,0,0,1,5,0,4,0,0,4,0,23,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4339,24,NONE,S4W1,-156,-30,XXXX,XXXX,16,2,221,156,280,7,-1,-1,-1,-1,65,2,5,0,0,5,2,0,2,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,4,4,20,-1,-1,-1,-1,2,3,2,2,41,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,2,-1,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,6,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,7,6,0,1,0,0,0,6,2,0,0,0,1,0,0,0,9,12,13,27,43,0,17,6,15,1,1,0,0,0,12,10,2,11,11,0,23,0,3,8,6,3,0,10,2,5,0,1
4340,25,NONE,S4W1,-152,-38,XXXX,XXXX,61,12,880,1148,2940,7,-1,-1,-1,-1,65,2,5,0,0,5,1,1,2,4,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,2,4,4,20,77,3,3,77,2,3,26,26,41,1,25,25,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,0,1,2,0,9,10,2,1,5,0,0,0,1,13,0,0,0,0,-1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,-1,-1,-1,65,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,47,0,0,0,0,-1,-1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,19,15,9,2,0,0,6,11,1,-1,1,4,141,0,0,0,15,29,133,337,212,3,109,83,67,3,1,2,0,0,13,11,2,238,191,31,56,0,9,19,16,4,7,346,177,122,13,-1
4341,26,NONE,S4W1,-161,-39,XXXX,XXXX,91,24,524,673,1908,7,-1,-1,-1,-1,65,2,5,0,0,6,1,1,1,0,0,0,3,3,0,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,15,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,1,0,0,9,4,2,1,7,0,0,0,0,5,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,6,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,1,0,0,2,0,0,0,0,0,0,33,20,8,2,0,0,0,22,15,-1,12,3,4,0,0,0,39,70,98,206,49,0,96,31,28,11,6,3,2,0,47,47,0,88,81,5,-1,0,10,-1,-1,-1,-1,15,12,0,0,3
4342,27,NONE,S4W1,-165,-34,XXXX,XXXX,11,5,108,95,-1,7,-1,-1,-1,-1,65,2,5,0,0,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,19,19,19,20,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,65,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,-1,-1,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,9,7,26,12,0,12,5,8,0,0,0,0,0,3,3,0,7,7,0,13,0,3,3,2,4,1,5,2,1,0,0
4343,28,NONE,S4W1,-170,-33,XXXX,XXXX,98,20,370,429,1840,7,-1,-1,-1,-1,65,2,5,0,0,8,-1,-1,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,9,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,4,8,0,0,9,0,0,0,0,6,0,0,0,0,-1,0,0,0,0,4,2,0,0,0,-1,3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,7,-1,-1,65,2,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,3,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,39,19,9,4,0,0,2,8,10,-1,6,0,1,0,0,0,12,37,60,70,25,11,144,28,14,7,4,2,0,1,25,23,2,27,20,3,41,0,5,12,8,12,4,7,2,1,0,4
4344,29,NONE,S4W1,-170,-38,XXXX,XXXX,108,27,282,417,840,7,-1,-1,-1,-1,65,2,5,0,0,4,-1,-1,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,13,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,3,1,0,0,4,5,1,0,4,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,5,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,0,15,0,11,4,0,0,2,3,0,0,0,0,0,63,5,5,2,0,0,0,5,7,-1,3,1,7,0,0,0,17,41,82,84,44,4,69,18,6,6,3,1,2,0,41,40,1,26,21,2,50,0,8,15,12,8,7,8,4,3,0,4
4345,30,NONE,S4W1,-166,-39,XXXX,XXXX,11,0,221,124,624,7,-1,-1,-1,-1,65,2,5,0,0,7,-1,1,1,6,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,6,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,3,3,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,2,-1,-1,-1,-1,0,0,0,0,0,0,7,-1,-1,65,2,0,3,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,3,2,-1,1,1,2,0,0,0,2,10,26,21,9,0,26,6,6,2,0,0,2,0,14,13,1,5,5,0,31,0,2,2,10,5,2,1,0,1,0,2
4346,31,NONE,S4W1,-157,-38,XXXX,XXXX,18,6,265,163,350,7,-1,-1,-1,-1,65,2,5,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,1,1,1,-1,-1,1,0,0,0,0,0,0,7,-1,-1,65,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,3,0,0,1,6,1,-1,1,0,0,0,0,0,10,28,28,36,16,0,10,12,12,3,1,2,0,0,8,7,1,15,12,0,20,0,0,12,5,2,1,10,5,0,0,4
4347,32,NONE,S4W1,-154,-47,XXXX,XXXX,66,15,495,371,780,7,-1,-1,-1,-1,65,2,4,0,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,5,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,7,-1,-1,65,2,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,4,0,0,0,0,0,0,14,15,13,0,0,0,1,13,1,-1,1,5,3,0,0,0,39,66,56,77,24,0,25,42,13,1,0,1,0,0,17,17,0,26,19,4,50,0,10,28,10,2,0,5,4,1,0,10
