"","SSN","site","subsite","unit","XLMEFNC1","description","2020Hierarchy","ZArch1_MCTL","ZArch1_OXTO","ZArch1_PMIC","ZArch1_XLME","ZArch2_MCTL","ZArch2_OXTO","ZArch2_PMIC","ZArch2_XLME","ZFunc1_MCTL","ZFunc1_OXTO","ZFunc1_PMIC","ZFunc1_XLME","ZFunc2_MCTL","ZFunc2_OXTO","ZFunc2_PMIC","ZFunc2_XLME","H2020_1_XLME","H2020_2_XLME","H2020_3_XLME","Workshop_2020"
"2174",2174,"57","A","N2W1",4,"high status residence","High Status Residential",2,20,20,2,-1,77,77,-1,4,41,41,4,-1,77,77,-1,"Architecture","House","High Status Residential","-1"
"2175",2175,"57","B","N2W1",28,"plazaN","PlazaN",12,20,12,12,-1,77,-1,-1,28,41,28,28,-1,77,-1,-1,"Open Space","Open Public Space","PlazaN","-1"
"2176",2176,"2","NONE","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2177",2177,"2","M","N2W1",7,"temple platform","Temple Platform",7,20,20,7,77,77,77,77,7,41,41,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2178",2178,"3","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2179",2179,"4","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2180",2180,"5","&14","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2181",2181,"6","NONE","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2182",2182,"7","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2183",2183,"8","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,-1,77,2,41,41,2,77,77,-1,77,"Architecture","House","Intermediate Status Residential","-1"
"2184",2184,"9","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,77,-1,-1,2,41,3,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2185",2185,"10","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,77,-1,-1,2,41,3,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2186",2186,"11","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",2,20,2,2,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2187",2187,"12","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,7,77,7,7,2,41,3,2,43,77,43,43,"Architecture","House","Intermediate Status Residential","-1"
"2188",2188,"13","NONE","N2W1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2189",2189,"114","ETC","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2190",2190,"16","N","N2W1",7,"temple platform","Temple Platform",8,20,8,8,77,77,77,77,7,41,7,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2191",2191,"16","S","N2W1",4,"high status residence","High Status Residential",2,20,2,2,4,77,2,4,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2192",2192,"17","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2193",2193,"59","NONE","N2W1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2194",2194,"60","NONE","N2W1",43,"platform of probable religious significance","Platform of Probable Religious Significance",7,20,7,7,77,77,77,77,43,41,43,43,77,77,77,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2195",2195,"101","NONE","N2W1",31,"street or avenue","Street or Avenue",14,20,20,14,12,77,77,12,31,41,41,31,28,77,77,28,"Open Space","Open Public Space","Street or Avenue","-1"
"2196",2196,"18","NONE","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2197",2197,"18","J","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"2198",2198,"30","A","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2199",2199,"30","BC","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2200",2200,"30","D","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2201",2201,"31","A","N2W1",31,"street or avenue","Street or Avenue",14,20,14,14,77,77,77,77,31,-1,31,31,-1,-1,-1,-1,"Open Space","Open Public Space","Street or Avenue","-1"
"2202",2202,"31","B","N2W1",4,"high status residence","High Status Residential",4,20,2,4,-1,77,-1,-1,4,41,3,4,-1,77,-1,-1,"Architecture","House","High Status Residential","-1"
"2203",2203,"58","NONE","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2204",2204,"61","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2205",2205,"62","ETC","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2206",2206,"63","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2207",2207,"64","NONE","N2W1",28,"plazaN","PlazaN",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","PlazaN","-1"
"2208",2208,"65","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",2,20,2,2,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2209",2209,"66","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2210",2210,"67","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",2,20,20,2,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2211",2211,"68","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2212",2212,"69","NONE","N2W1",28,"plazaN","PlazaN",12,20,20,12,77,77,77,77,28,41,41,28,77,77,77,77,"Open Space","Open Public Space","PlazaN","-1"
"2213",2213,"70","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,77,-1,-1,2,41,3,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2214",2214,"71","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2215",2215,"72","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",2,20,2,2,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2216",2216,"73","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2217",2217,"74","-77","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2218",2218,"78","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,-1,77,2,41,41,2,77,77,-1,77,"Architecture","House","Intermediate Status Residential","-1"
"2219",2219,"79","NONE","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2220",2220,"80","NONE","N2W1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,41,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2221",2221,"81","NONE","N2W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,77,77,77,77,"Architecture","House","High Status Residential","-1"
"2222",2222,"82","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2223",2223,"83","NONE","N2W1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,41,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2224",2224,"84","NONE","N2W1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,-1,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2225",2225,"85","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,41,28,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2226",2226,"86","NONE","N2W1",43,"platform of probable religious significance","Platform of Probable Religious Significance",8,20,20,8,77,77,-1,77,43,41,41,43,77,77,-1,77,"Architecture","Temple or Sanctuary","Platform of Probable Religious Significance","-1"
"2227",2227,"87","NONE","N2W1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,41,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2228",2228,"88","NONE","N2W1",7,"temple platform","Temple Platform",5,20,7,5,77,77,77,77,7,41,43,7,77,77,77,77,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2229",2229,"89","-90","N2W1",-1,"missing data","-1",19,20,20,19,77,77,77,77,-1,41,41,-1,-1,77,77,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2230",2230,"91","NONE","N2W1",-1,"missing data","-1",4,20,2,4,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"2231",2231,"92","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",20,20,20,4,77,77,77,77,41,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2232",2232,"93","NONE","N2W1",-1,"missing data","-1",4,20,2,4,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"2233",2233,"94","NONE","N2W1",-1,"missing data","-1",4,20,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"2234",2234,"95","NONE","N2W1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,20,20,19,77,77,77,1,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2235",2235,"96","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",2,20,20,2,-1,77,77,-1,2,41,41,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2236",2236,"100","-97","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2237",2237,"104","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",2,20,2,2,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2238",2238,"105","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"2239",2239,"106","NONE","N2W1",28,"plazaN","PlazaN",12,20,12,12,77,77,77,77,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","PlazaN","-1"
"2240",2240,"107","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,-1,-1,-1,-1,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"2241",2241,"108","NONE","N2W1",28,"utilized space1","Utilized Space1",12,20,12,12,77,77,77,77,28,-1,28,28,-1,-1,-1,-1,"Open Space","Open Public Space","Utilized Space1","-1"
"2242",2242,"109","NONE","N2W1",7,"temple platform","Temple Platform",5,20,5,5,77,77,77,77,7,-1,7,7,-1,-1,-1,-1,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2243",2243,"110","NONE","N2W1",7,"temple platform","Temple Platform",5,20,5,5,77,77,77,77,7,-1,7,7,-1,-1,-1,-1,"Architecture","Temple or Sanctuary","Temple Platform","-1"
"2244",2244,"111","-2","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2245",2245,"113","NONE","N2W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2246",2246,"1","+14","N1W1",22,"market or part of a market","Market",12,20,12,12,77,77,77,77,22,41,22,22,77,77,77,77,"Open Space","Open Public Space","Market","-1"
"2247",2247,"2","NONE","N1W1",31,"street or avenue","Street or Avenue",14,20,20,14,77,77,77,77,31,41,41,31,77,77,77,77,"Open Space","Open Public Space","Street or Avenue","-1"
"2248",2248,"3","NONE","N1W1",31,"street or avenue","Street or Avenue",14,20,20,14,77,77,77,77,31,41,41,31,77,77,77,77,"Open Space","Open Public Space","Street or Avenue","-1"
"2249",2249,"4","NONE","N1W1",31,"street or avenue","Street or Avenue",14,20,20,14,77,77,77,77,31,-1,-1,31,77,77,77,77,"Open Space","Open Public Space","Street or Avenue","-1"
"2250",2250,"5","NONE","N1W1",99,"other","-1",8,20,20,8,77,77,77,77,99,41,41,99,-1,77,77,-1,"Architecture","Other","Other","-1"
"2251",2251,"6","NONE","N1W1",31,"street or avenue","Street or Avenue",14,20,20,14,77,77,77,77,31,41,41,31,77,77,77,77,"Open Space","Open Public Space","Street or Avenue","-1"
"2252",2252,"7","+9","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,17,77,77,17,"Architecture","House","Intermediate Status Residential","-1"
"2253",2253,"8","+10","N1W1",31,"street or avenue","Street or Avenue",14,20,20,14,77,77,-1,77,31,41,41,31,77,77,-1,77,"Open Space","Open Public Space","Street or Avenue","-1"
"2254",2254,"11","NONE","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,17,77,77,17,"Architecture","House","Intermediate Status Residential","-1"
"2255",2255,"12","NONE","N1W1",31,"street or avenue","Street or Avenue",14,20,20,14,77,77,77,77,31,41,41,31,24,77,77,24,"Open Space","Open Public Space","Street or Avenue","-1"
"2256",2256,"13","A","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,77,-1,-1,2,41,3,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2257",2257,"13","B","N1W1",17,"\""civic\"" structure, but not a temple","\""Civic\"" Structure, but not a Temple",4,20,20,4,77,77,77,77,17,41,41,17,4,77,77,4,"Architecture","Civic Structure","\""Civic\"" Structure, but not a Temple","-1"
"2258",2258,"13","C","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,-1,77,-1,-1,2,41,3,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2259",2259,"13","D","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,77,77,-1,2,-1,-1,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2260",2260,"13","E","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,-1,77,-1,2,41,-1,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2261",2261,"13","F","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,77,77,-1,2,41,-1,2,-1,77,-1,-1,"Architecture","House","Intermediate Status Residential","-1"
"2262",2262,"13","G","N1W1",-1,"missing data","-1",4,20,2,4,77,77,77,77,-1,-1,-1,-1,-1,-1,-1,-1,"Architecture","Other","Missing Data","-1"
"2263",2263,"13","H","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,77,77,-1,2,41,-1,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2264",2264,"13","J","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,77,77,-1,2,41,-1,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2265",2265,"13","K","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,77,77,-1,2,41,-1,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2266",2266,"15","A","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2267",2267,"15","B","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2268",2268,"15","C","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2269",2269,"15","D","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2270",2270,"15","E","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,-1,77,2,41,41,2,77,77,-1,77,"Architecture","House","Intermediate Status Residential","-1"
"2271",2271,"15","F","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,-1,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2272",2272,"15","G","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,-1,-1,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2273",2273,"15","H","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,77,77,2,41,41,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2274",2274,"15","J","N1W1",28,"utilized space1","Utilized Space1",12,20,20,12,77,77,77,77,28,41,41,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2275",2275,"15","K","N1W1",3,"residence of uncertain status","Uncertain Status Residential",2,20,20,2,77,77,77,77,3,41,41,3,17,77,77,17,"Architecture","House","Uncertain Status Residential","-1"
"2276",2276,"15","P","N1W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,17,77,17,17,"Architecture","House","High Status Residential","-1"
"2277",2277,"15","Q","N1W1",4,"high status residence","High Status Residential",4,20,2,4,77,-1,77,77,4,41,3,4,17,-1,17,17,"Architecture","House","High Status Residential","-1"
"2278",2278,"15","R","N1W1",4,"high status residence","High Status Residential",4,20,2,4,77,77,77,77,4,41,3,4,17,77,17,17,"Architecture","House","High Status Residential","-1"
"2279",2279,"15","S","N1W1",17,"\""civic\"" structure, but not a temple","\""Civic\"" Structure, but not a Temple",4,20,20,4,77,77,-1,77,17,41,41,17,4,77,-1,4,"Architecture","Civic Structure","\""Civic\"" Structure, but not a Temple","-1"
"2280",2280,"15","T","N1W1",28,"utilized space1","Utilized Space1",12,20,20,12,77,77,77,77,28,41,41,28,77,77,77,77,"Open Space","Open Public Space","Utilized Space1","-1"
"2281",2281,"16","NONE","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,-1,77,77,-1,2,41,41,2,-1,77,77,-1,"Architecture","House","Intermediate Status Residential","-1"
"2282",2282,"17","+18","N1W1",99,"other","-1",8,20,20,8,77,77,-1,77,99,41,41,99,77,77,-1,77,"Architecture","Other","Other","-1"
"2283",2283,"15","L","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,-1,77,2,41,41,2,77,77,-1,77,"Architecture","House","Intermediate Status Residential","-1"
"2284",2284,"15","M","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,2,4,77,77,77,77,2,41,3,2,77,77,77,77,"Architecture","House","Intermediate Status Residential","-1"
"2285",2285,"15","N","N1W1",2,"intermediate status residence","Intermediate Status Residential",4,20,20,4,77,77,-1,77,2,41,41,2,77,77,-1,77,"Architecture","House","Intermediate Status Residential","-1"
"2286",2286,"L 1","NONE","N1W1",31,"street or avenue","Street or Avenue",12,20,12,12,-1,-1,-1,-1,31,-1,31,31,-1,-1,-1,-1,"Open Space","Open Public Space","Street or Avenue","-1"
"2287",2287,"L 2","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2288",2288,"1","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2289",2289,"2","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2290",2290,"3","NONE","N7E1",1,"low status residential, no obvious occupational specialization","Low Status Residential",3,20,3,3,77,77,77,77,1,41,1,1,77,77,77,77,"Architecture","House","Low Status Residential","-1"
"2291",2291,"4","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,3,3,20,77,-1,77,-1,1,1,1,41,77,-1,77,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2292",2292,"5","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,77,77,77,77,1,41,1,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2293",2293,"L 1","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,19,20,-1,77,-1,77,41,41,41,41,-1,77,-1,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2294",2294,"L 3","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,-1,77,-1,-1,41,41,41,41,-1,77,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2295",2295,"L 4","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2296",2296,"L 5","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2297",2297,"L 6","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,41,-1,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2298",2298,"L 7","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2299",2299,"L 8","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2300",2300,"L 9","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",19,20,19,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2301",2301,"L10","NONE","N7E1",41,"unoccupied, not clear if cultivated or not","Unoccupied, Not Clear if Cultivated or Not",3,20,3,20,-1,-1,-1,-1,-1,41,-1,41,-1,-1,-1,-1,"Open Space","Unoccupied","Unoccupied, Not Clear if Cultivated or Not","-1"
"2302",2302,"L11","NONE","N7E1",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
"2303",2303,"L12","NONE","N7E1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2304",2304,"L13","NONE","N7E1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2305",2305,"L14","NONE","N7E1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2306",2306,"L15","NONE","N7E1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2307",2307,"L16","NONE","N7E1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2308",2308,"L17","NONE","N7E1",-1,"missing data","-1",20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Open Space","Unoccupied","Probably Not Occupied or Utilized in this Period","-1"
"2309",2309,"L18","NONE","N7E1",-1,"missing data","-1",19,20,19,19,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,"Open Space","Open Public Space","Outbuilding","-1"
